areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00101477,100,0,0,0
E00101478,100,0,0,0
E00101479,96.9,2,0,1
E00101481,98.4,1.6,0,0
E00101488,100,0,0,0
E00101498,100,0,0,0
E00101499,98.3,1.7,0,0
E00101500,98.6,1.4,0,0
E00101501,100,0,0,0
E00101502,99.5,0.5,0,0
E00101503,98.7,1.3,0,0
E00101505,97.4,2,0.7,0
E00149046,97.9,1.4,0,0.7
E00149048,97.8,1.6,0,0.5
E00149050,98.4,1.6,0,0
E00149051,100,0,0,0
E00149052,99.2,0.8,0,0
E00149053,96.6,3.4,0,0
E00149054,98.4,1.6,0,0
E00149055,99,0,0.5,0.5
E00149056,98.4,1.6,0,0
E00149057,98.1,1.9,0,0
E00149058,98.1,0,0.9,0.9
E00149059,99.2,0.8,0,0
E00149069,96.6,2.7,0,0.7
E00149070,99.3,0,0.7,0
E00149071,99.2,0.8,0,0
E00149072,100,0,0,0
E00149073,98.7,1.3,0,0
E00149074,100,0,0,0
E00149075,98.6,0.7,0,0.7
E00149096,100,0,0,0
E00149097,98.2,1.8,0,0
E00149098,99.2,0.8,0,0
E00149099,96,4,0,0
E00149100,96.3,0.9,0,2.8
E00149101,98.9,1.1,0,0
E00149102,100,0,0,0
E00149103,100,0,0,0
E00149104,98.5,0.5,0,1
E00149105,97.7,2.3,0,0
E00149106,99.4,0.6,0,0
E00149107,99.2,0.8,0,0
E00149108,99.3,0.7,0,0
E00149109,98.6,0.7,0,0.7
E00149110,95.7,1.1,1.1,2.2
E00149111,98.6,0.7,0.7,0
E00149112,100,0,0,0
E00149327,95.2,1.4,0.7,2.7
E00149329,96.3,0,2.2,1.5
E00149330,96.2,0.8,0,3.1
E00149331,97.7,0.8,0,1.5
E00149332,87.3,3.8,0.6,8.2
E00149333,97.5,1.7,0.8,0
E00149334,95.4,3.1,0.8,0.8
E00149335,94.3,0.8,0.8,4.1
E00149336,96.1,1.9,0,1.9
E00149337,97.6,1.6,0,0.8
E00149338,99.2,0.8,0,0
E00149339,99.3,0,0,0.7
E00149340,100,0,0,0
E00149342,95.5,1.9,0.6,1.9
E00149343,97.5,0,0,2.5
E00149344,97.5,2.5,0,0
E00149345,95.7,4.3,0,0
E00149346,97.6,0.8,0.8,0.8
E00149347,97.6,0.8,0,1.6
E00149348,90.6,3.8,1.9,3.8
E00149349,95,3,0,2
E00149350,96.5,2.1,0.7,0.7
E00149352,94.1,2.5,0.5,2.9
E00149353,97.8,2.2,0,0
E00149354,93.8,2.5,0,3.7
E00149355,96.2,2.3,0,1.5
E00149356,100,0,0,0
E00149357,99.2,0.8,0,0
E00149358,97.2,2.1,0,0.7
E00149359,96.3,0.7,2.2,0.7
E00149360,98.4,0.8,0,0.8
E00149361,98.4,0,0,1.6
E00149362,99.3,0.7,0,0
E00149363,97.2,1.9,0.5,0.5
E00149364,93.2,3.4,1.4,2
E00149365,100,0,0,0
E00149366,92.4,2.1,0.7,4.9
E00149367,96.9,1.6,0,1.6
E00149368,96.1,2.6,0,1.3
E00149369,96.9,2.3,0,0.8
E00149370,97.8,1.5,0.7,0
E00149371,94.7,2.6,1.3,1.3
E00149385,100,0,0,0
E00149386,94.3,2.9,0,2.9
E00149387,99.2,0.8,0,0
E00149388,96.1,3.9,0,0
E00149389,100,0,0,0
E00149390,97.7,0,0.8,1.5
E00149391,98.7,0.6,0,0.6
E00149392,98.1,1.9,0,0
E00149393,97.9,0,0,2.1
E00149394,100,0,0,0
E00149395,96.5,3.5,0,0
E00149396,98.7,0,0.7,0.7
E00149397,97.5,2.5,0,0
E00149413,99.1,0.9,0,0
E00149414,100,0,0,0
E00149416,97.5,1.6,0,0.8
E00149417,98.5,0.7,0,0.7
E00149418,98.3,1.7,0,0
E00149419,98.9,0,0,1.1
E00149420,97.9,1.4,0,0.7
E00149421,98.3,1.7,0,0
E00149422,99.1,0.9,0,0
E00149423,97.6,1.6,0,0.8
E00149424,96.8,1.1,0,2.1
E00149425,98.3,0,0.9,0.9
E00149426,98.4,0.8,0,0.8
E00149427,98.9,0.5,0.5,0
E00149469,98.2,0.9,0,0.9
E00149470,100,0,0,0
E00149471,100,0,0,0
E00149472,100,0,0,0
E00149473,99.3,0.7,0,0
E00149474,98.5,1.5,0,0
E00149475,100,0,0,0
E00149476,98.6,1.4,0,0
E00149477,98.5,0.7,0,0.7
E00149487,98.3,0.6,0,1.1
E00149494,99.1,0.9,0,0
E00149495,100,0,0,0
E00149498,97.9,1.4,0,0.7
E00149501,100,0,0,0
E00149503,99.1,0,0,0.9
E00149504,98.4,0,0.8,0.8
E00149505,98.3,1.7,0,0
E00149506,97.4,0.9,0.9,0.9
E00149507,100,0,0,0
E00149512,99.5,0.5,0,0
E00149514,99.3,0.7,0,0
E00149515,99.4,0,0.6,0
E00149516,97.8,0.7,0,1.5
E00149517,100,0,0,0
E00149518,100,0,0,0
E00149519,97.1,0.7,2.2,0
E00149520,99.2,0.8,0,0
E00149521,96.2,2.9,1,0
E00149522,99.3,0.7,0,0
E00149523,100,0,0,0
E00149524,97.5,1.3,0,1.3
E00149525,99.2,0.8,0,0
E00149526,100,0,0,0
E00166741,97.5,2.5,0,0
E00166746,100,0,0,0
E00166751,98.8,1.2,0,0
E00166752,96.4,0.9,0,2.7
E00166754,98.2,0.9,0,0.9
E00167298,98.8,0,0,1.2
E00167300,98.3,0,0.9,0.9
