areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00101477,19.6,32.4,2,42.2,3.9
E00101478,12.1,34.5,7.3,43.6,2.4
E00101479,8.7,39.4,2.9,45.2,3.8
E00101481,12.1,44.4,6.5,34.7,2.4
E00101488,15.2,44,4.9,34.2,1.6
E00101498,19.2,38.9,5.9,34.3,1.7
E00101499,15.2,41.1,6.5,35.5,1.7
E00101500,21.2,31.7,7.3,33.6,6.2
E00101501,22.2,42.2,3.6,29.3,2.7
E00101502,24.4,40.3,5.8,26.1,3.3
E00101503,11.2,33.7,5.8,46.7,2.5
E00101505,16.3,38.5,3.8,37.8,3.5
E00149046,14.3,40.8,5.7,39.2,0
E00149048,8.8,49.3,3,36.2,2.7
E00149050,10.9,45.4,7.6,33.6,2.5
E00149051,17.8,30.3,6,41.5,4.4
E00149052,26.2,42.5,7.7,22.3,1.3
E00149053,12.6,38.9,4.6,44,0
E00149054,10.2,43.4,6,38.7,1.7
E00149055,7.7,41.1,1.8,46,3.3
E00149056,22.9,46.9,5.8,22.5,1.9
E00149057,10.2,37.6,9.1,38.7,4.3
E00149058,18.4,40.8,6.5,29.9,4.5
E00149059,11.7,51.1,5.2,29.4,2.6
E00149069,9.9,40.9,6.6,40.9,1.7
E00149070,10.9,43.8,8.4,33.9,2.9
E00149071,14.9,36.3,4.4,43.1,1.2
E00149072,13.2,44.1,5.4,35.8,1.5
E00149073,13.8,36.4,4.2,40.4,5.1
E00149074,10.6,39.3,5.2,43,2
E00149075,15.5,44.5,7.2,31.3,1.5
E00149096,8,43.3,4.7,41.3,2.7
E00149097,8.2,44.3,5,38.8,3.7
E00149098,8.2,40.3,4.3,45.5,1.7
E00149099,5.9,42.7,3.6,46.2,1.6
E00149100,10.6,34.4,3.5,49.8,1.8
E00149101,17.6,37.8,5.3,39.4,0
E00149102,28.7,45.9,4.3,18.8,2.3
E00149103,8.1,36.3,2.5,51.8,1.4
E00149104,6.1,39.4,1.7,51.4,1.4
E00149105,11.3,36.2,2.6,47.5,2.3
E00149106,13.6,37.6,3.8,42.5,2.5
E00149107,15.7,42.7,8.2,28.6,4.7
E00149108,10.3,36,5.5,45.6,2.6
E00149109,20.9,33.3,3.8,37.7,4.3
E00149110,13.6,45,5,34.4,1.9
E00149111,18,43.5,7.6,28.7,2.2
E00149112,8.8,49,6.1,34.4,1.7
E00149327,10.4,43.3,7.6,37,1.7
