areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00101477,23.1,55.8,11.5,9.6
E00101478,18.3,48.8,12.2,20.7
E00101479,18.2,44.4,11.1,26.3
E00101481,14.3,57.1,14.3,14.3
E00101488,14.6,50,17.1,18.3
E00101498,27,45.1,9,18.9
E00101499,25.2,40.9,17.4,16.5
E00101500,40,45.7,5,9.3
E00101501,40.8,40.8,7.7,10.8
E00101502,33.2,36.8,12.1,17.9
E00101503,32.3,47.7,10.3,9.7
E00101505,25.3,52.6,9.7,12.3
E00149046,28.9,38,16.2,16.9
E00149048,17.3,28.6,23.2,30.8
E00149050,31.3,32.8,12.5,23.4
E00149051,12.5,56.9,13.9,16.7
E00149052,43.2,26.5,16.7,13.6
E00149053,8.2,45.9,24.7,21.2
E00149054,35.2,39.8,12.5,12.5
E00149055,24.4,41.1,11.2,23.4
E00149056,28.7,32.6,12.4,26.4
E00149057,32.7,38.3,14,15
E00149058,33.3,43.2,13.5,9.9
E00149059,23.5,47.1,15.1,14.3
E00149069,23.1,39.5,16.3,21.1
E00149070,26.8,49.3,14.8,9.2
E00149071,19.8,50.8,10.3,19
E00149072,26.6,45.9,15.6,11.9
E00149073,20.8,42.1,17.6,19.5
E00149074,17.9,50.3,13.4,18.4
E00149075,35.7,40.6,10.5,13.3
E00149096,18.6,52.9,18.6,10
E00149097,25.5,50.9,9.1,14.5
E00149098,23.6,47.2,17.9,11.4
E00149099,21.6,44,16.8,17.6
E00149100,18.6,39.2,18.6,23.5
E00149101,23.2,38.9,11.6,26.3
E00149102,32.5,32.5,16.3,18.8
E00149103,26.9,43.4,12.4,17.2
E00149104,33.7,41.2,12.6,12.6
E00149105,24.8,41.1,17.8,16.3
E00149106,26.1,43.9,11.1,18.9
E00149107,21.7,45,15,18.3
E00149108,20.7,49.6,14.8,14.8
E00149109,25.7,44.3,15.7,14.3
E00149110,24.7,44.5,15.4,15.4
E00149111,32.4,36.6,17.9,13.1
E00149112,15.9,51,19.3,13.8
E00149327,20.3,51.7,13.3,14.7
E00149329,28.3,36.2,14.5,21
E00149330,65.4,21.5,6.9,6.2
E00149331,47.4,28.6,9,15
E00149332,42.1,35.2,10.1,12.6
E00149333,27.4,33.1,17.7,21.8
E00149334,24.4,37.8,20.7,17
E00149335,45.1,33.6,13.1,8.2
E00149336,36.4,51.9,9.2,2.4
E00149337,23,40.5,19.8,16.7
E00149338,28,48.5,12.9,10.6
E00149339,31.9,40.4,17.7,9.9
E00149340,26.6,34.7,13.7,25
E00149342,26.1,26.1,26.8,21
E00149343,55.2,19.8,8.6,16.4
E00149344,28,35.6,16.9,19.5
E00149345,37.7,35.1,14,13.2
E00149346,34.4,33.6,14.8,17.2
E00149347,30.4,29.6,18.4,21.6
E00149348,41.3,34.4,12.5,11.9
E00149349,28,30,15,27
E00149350,39.7,31.2,11.3,17.7
E00149352,37.5,35.6,16.3,10.6
E00149353,32,41.4,10.4,16.2
E00149354,16.3,45.6,21.3,16.9
E00149355,35.4,36.9,16.2,11.5
E00149356,35.3,44.8,9.5,10.3
E00149357,24.2,49.2,14.5,12.1
E00149358,25.9,41.7,17.3,15.1
E00149359,37.6,38.3,12.8,11.3
E00149360,24,45.7,17.1,13.2
E00149361,36.8,36,13.6,13.6
E00149362,46.7,41.6,8,3.6
E00149363,20.6,45,14.2,20.2
E00149364,51.4,35.8,4.7,8.1
E00149365,34.2,33.3,15.3,17.1
E00149366,41.8,32.6,17,8.5
E00149367,63.7,29,3.1,4.1
E00149368,29.1,41.7,9.9,19.2
E00149369,30,33.8,13.1,23.1
E00149370,35.1,35.1,17.2,12.7
E00149371,30.7,32,20.7,16.7
E00149385,30.4,42.4,9.8,17.4
E00149386,22.2,50,6.9,20.8
E00149387,14.3,54.8,11.1,19.8
E00149388,26,40.7,13.8,19.5
E00149389,27.3,43.4,13.3,16.1
E00149390,47.3,33.3,11.6,7.8
E00149391,20.6,49.7,16.8,12.9
E00149392,19.5,39,21.4,20.1
E00149393,29.9,34,15.3,20.8
E00149394,32.9,34.1,13.5,19.4
E00149395,31.8,35.4,17.2,15.7
E00149396,41.1,38.4,10.6,9.9
E00149397,27.7,47.1,10.1,15.1
E00149413,40.7,41.7,8.3,9.3
E00149414,26.4,42.5,19.8,11.3
E00149416,17.5,50,13.3,19.2
E00149417,18.4,55.9,12.5,13.2
E00149418,22.7,50.4,11.8,15.1
E00149419,27,57.3,12.4,3.4
E00149420,39.6,38.9,9.7,11.8
E00149421,25.9,39.7,15.5,19
E00149422,26.8,59.8,8,5.4
E00149423,21.1,52,14.6,12.2
E00149424,29.3,43.5,15.2,12
E00149425,19.8,53.4,11.2,15.5
E00149426,16.7,51.6,17.5,14.3
E00149427,23.1,48.4,15.6,12.9
E00149469,23.5,48.7,12.2,15.7
E00149470,32.7,48.1,11.5,7.7
E00149471,29.8,52.4,10.7,7.1
E00149472,40,39.3,10.4,10.4
E00149473,36.6,47,8.2,8.2
E00149474,20.3,49.2,11.7,18.8
E00149475,45.9,45.9,6.1,2
E00149476,32.4,44.4,12,11.3
E00149477,29.5,36.7,15.1,18.7
E00149487,25.7,49.7,8.6,16
E00149494,19.8,54.1,14.4,11.7
E00149495,38.5,44,7.7,9.9
E00149498,54.8,27.4,6.8,11
E00149501,31.4,37.9,12.9,17.9
E00149503,19.3,37.6,22,21.1
E00149504,17.1,43.4,20.9,18.6
E00149505,28.2,49.6,8.5,13.7
E00149506,17.8,40.7,16.1,25.4
E00149507,25.3,46.3,14.7,13.7
E00149512,27.1,53.2,11.2,8.5
E00149514,32.6,49.6,6.7,11.1
E00149515,33.3,45.1,12.3,9.3
E00149516,24.3,52.2,11,12.5
E00149517,28.9,36.8,16.7,17.5
E00149518,18.3,63.4,8.5,9.8
E00149519,31.6,36.8,15.4,16.2
E00149520,30.6,38.7,15.3,15.3
E00149521,28.4,49,7.8,14.7
E00149522,36.7,43.5,10.2,9.5
E00149523,47,27.4,12.8,12.8
E00149524,39.5,32.5,12.7,15.3
E00149525,41.8,46.7,7.4,4.1
E00149526,28,58.5,6.1,7.3
E00166741,20,38.7,18.7,22.7
E00166746,31.3,35.4,16.7,16.7
E00166751,15,36.3,18.8,30
E00166752,19.8,38.7,21.6,19.8
E00166754,16.4,27.3,23.6,32.7
E00167298,25,38.1,15.5,21.4
E00167300,36.4,35.6,13.6,14.4
E00167304,19.6,38.5,19,22.9
E00167315,17.9,32.1,21.7,28.3
E00186539,44,23.3,13.8,19
E00186561,11.5,36.1,19.7,32.8
E00186573,32.6,43,20.9,3.5
E00186590,12,43.1,21.6,23.4
E00186607,23.4,32.6,23.4,20.6
E00186617,18.4,31.2,22.7,27.7
E00186623,13.4,45,19.3,22.3
E00186631,23.4,36.3,18.1,22.2
E00186651,24.2,35.5,19.4,21
