geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00062410,53.3,3.1,43.7
E00062411,59.9,1.2,38.9
E00062412,63,1.5,35.5
E00062413,67.6,2,30.4
E00062414,44.3,0.4,55.4
E00062415,64.4,2.2,33.3
E00062416,46.2,1.5,52.3
E00062417,55.5,3.1,41.3
E00062418,60.7,2.5,36.8
E00062419,57,0.4,42.6
E00062420,56,2.1,42
E00062421,51.1,1.1,47.9
E00062467,60.2,0,39.8
E00062490,58,3.7,38.3
E00062491,72.5,2.5,25
E00062531,45,3.5,51.5
E00062532,47.3,5.9,46.9
E00062533,52.5,2.5,44.9
E00062534,39.8,3.4,56.7
E00062535,58.3,2.5,39.2
E00062536,48,2.7,49.3
E00062537,61,2.2,36.8
E00062545,46.8,4.5,48.8
E00062547,62.5,3.1,34.5
E00062548,62.2,4.1,33.7
E00062549,48.9,6,45.1
E00062550,46.3,7.4,46.3
E00062551,48.9,1.7,49.4
E00062552,57.1,5.1,37.8
E00062553,34.7,3.6,61.7
E00062581,52.1,4.2,43.7
E00062582,40.9,4.6,54.5
E00062583,40.7,3.5,55.8
E00062584,53.8,3.2,43
E00062585,47,4.7,48.4
E00062586,57.8,2.6,39.6
E00062587,53.7,4.4,41.8
E00062589,48.2,4,47.8
E00062590,31,3.4,65.5
E00062591,48.9,2.6,48.5
E00062592,40.4,1.7,57.8
E00062593,42.6,4.8,52.6
E00062594,40.1,3.1,56.8
E00062595,50.5,4.2,45.3
E00062596,57.4,2.2,40.4
E00062597,40.6,4.2,55.2
E00062598,48.5,6.8,44.7
E00062599,49.2,2.6,48.2
E00062600,69.3,6.1,24.6
E00062625,48.6,1.8,49.6
E00062626,67.3,2.3,30.4
E00062627,46.1,4.8,49.1
E00062628,60.9,2.6,36.5
E00062629,58.3,5.7,36
E00062630,54.4,2.8,42.8
E00062631,55.6,3.7,40.7
E00062632,63.5,4.4,32.1
E00062633,47,1.6,51.4
E00062634,53.6,0.4,46
E00062635,64.4,1.9,33.7
E00062636,56.1,1.5,42.4
E00062637,56.4,4.8,38.8
E00062638,50.6,2.2,47.2
E00062640,51.8,0.5,47.7
E00062641,61.3,2.4,36.3
E00062698,57.8,2.7,39.6
E00062707,56.5,1.2,42.3
E00062708,67.6,1.4,31.1
E00062711,67.7,1.3,31
E00062712,65.5,1.8,32.7
E00062713,63.2,1.4,35.4
E00062714,66.1,4.2,29.8
E00062715,69.7,0,30.3
E00062716,62.1,2.9,35
E00062717,51.9,0,48.1
E00062718,52.8,5.2,42.1
E00062719,47.4,4.1,48.5
E00062720,59.7,2.5,37.8
E00062721,54,5.2,40.7
E00062722,51,8.5,40.5
E00062723,47.9,3.8,48.3
E00062727,58.3,3.9,37.7
E00062728,50.2,3.5,46.3
E00062729,45.7,5.2,49
E00062730,60.5,4.2,35.4
E00062731,55.6,2.3,42.1
E00062732,50.2,5.4,44.4
E00062733,58.8,1.9,39.3
E00062734,47.7,2,50.3
E00062735,49.5,5.3,45.3
E00062736,58.6,3.6,37.7
E00062737,46.6,2.1,51.3
E00062738,46.9,5.1,48
E00062739,47.4,5.2,47.4
E00062740,39.6,4,56.4
E00062741,48.7,4.5,46.8
E00062742,46.6,6.4,47
E00062743,44.8,4.5,50.7
E00062744,47.8,5.7,46.5
E00062745,41.3,3.8,54.9
E00062746,43.2,3.3,53.6
E00062747,39,4.6,56.4
E00092332,54.9,2.4,42.7
E00092333,54.7,0.3,44.9
E00092334,50.2,4.2,45.6
E00092335,49.8,1.7,48.5
E00092336,58.8,4.4,36.8
E00092337,63.5,2.6,33.9
E00092338,62.2,2,35.8
E00092487,75.9,3.4,20.7
E00092490,44.6,4.1,51.3
E00092491,56.9,1.9,41.2
E00092552,48.2,1.1,50.7
E00092553,54.7,0.4,44.9
E00092554,50,2.6,47.4
E00092555,68.6,0.7,30.7
E00092556,49.8,1.1,49.1
E00092557,58.7,1.7,39.7
E00092558,42.5,3.1,54.4
E00092559,65.1,3.5,31.4
E00092560,62.6,0.9,36.5
E00092561,55.8,2.1,42.1
E00092562,49.1,2.2,48.7
E00092563,61.5,0.3,38.2
E00092656,57,0.6,42.4
E00092657,47.2,1.6,51.2
E00092659,61.6,3.4,35
E00092660,53,1.5,45.5
E00092661,60.6,1.4,38
E00092662,57.6,3.6,38.8
E00092663,56.7,1.7,41.6
E00092664,52.4,4.7,42.9
E00092665,52.7,2.5,44.8
E00092666,60.6,1.9,37.5
E00092667,61.1,1,37.9
E00092668,61.6,0.8,37.6
E00092669,59.1,0.7,40.1
E00092670,49.7,2.4,47.8
E00092672,63,2.5,34.5
E00092674,64.2,2.5,33.3
E00092675,58.2,1.9,39.9
E00092676,54,0.8,45.2
E00092678,53.9,2.5,43.6
E00092679,50.8,3.2,46
E00092680,29.2,2.5,68.3
E00092681,32.6,1.4,65.9
E00092683,59.5,5,35.5
E00092684,57.2,1.9,40.9
E00092685,73.7,0.6,25.7
E00092686,63,1.6,35.4
E00092687,56.3,0.3,43.4
E00092753,38.7,0.8,60.5
E00092755,50.4,2.3,47.3
E00093136,56.9,2,41.1
E00093142,62.2,0.4,37.4
E00093255,60.8,1.1,38.2
E00093260,64.1,0.5,35.3
E00093862,67.9,1.9,30.2
E00093868,43.9,0.4,55.7
E00093869,67.3,2.6,30.2
E00094240,45.6,4.6,49.8
E00094241,55.5,0,44.5
E00094242,63.3,2.4,34.3
E00094243,54.8,2.1,43.1
E00094244,55.1,0,44.9
E00094245,47.5,1.1,51.4
E00094246,59,2.5,38.5
E00094247,61.3,3,35.7
E00094248,67,3.1,29.9
E00094249,53.9,1.6,44.5
E00094250,57.7,3.3,39
E00094251,59.9,3.7,36.4
E00094252,50.6,3,46.4
E00094253,59,3.6,37.5
E00094254,68.5,2.7,28.9
E00094255,64.4,5.1,30.6
E00094256,58,2.2,39.9
E00094257,68.9,1.3,29.8
E00094258,58.8,1.2,39.9
E00094259,54.1,3,42.9
E00094260,52.2,0.7,47.1
E00094261,52.2,2,45.8
E00094262,51.6,1.5,46.9
E00094263,48.9,0.5,50.7
E00094264,56.8,0.8,42.4
E00094265,42.3,2.7,54.9
E00094267,42,1.7,56.3
E00094268,45.8,3.6,50.7
E00094269,58.1,3.8,38
E00094270,56.7,1.6,41.7
E00094271,42.4,2.9,54.7
E00094272,56,0,44
E00094273,52.3,1.3,46.4
E00094274,53.6,2.4,44
E00094275,58,1.3,40.8
E00094277,53.3,4.3,42.4
E00094278,40.8,1.3,58
E00094279,44.8,1.6,53.6
E00094280,41.4,0.9,57.8
E00094281,53.1,3.1,43.9
E00094282,59.1,1.4,39.5
E00094283,42.6,0,57.4
E00094284,49.3,0.5,50.2
E00094285,61.8,2.5,35.8
E00094286,60.7,2.2,37.1
E00094287,65.1,0.4,34.5
E00094288,60.9,1.6,37.5
E00094289,58.5,1.6,39.9
E00094290,49.5,1.4,49.1
E00094291,59.6,0.4,40
E00094292,56,0,44
E00094293,55.9,2.6,41.5
E00094294,56.6,1.6,41.8
E00094295,64.6,3.2,32.2
E00094296,58.8,2.4,38.8
E00094297,66.8,5,28.2
E00094298,60.6,2.4,36.9
E00094299,62.3,0,37.7
E00094300,46.4,1.4,52.2
E00094301,58.3,2.1,39.6
E00094302,66.9,2.5,30.5
E00094303,67.5,4,28.6
E00094304,56.7,2.8,40.5
E00094305,40.9,2.2,56.9
E00094306,57.1,2.7,40.2
E00094307,57.4,2.6,39.9
E00094308,49.1,0.7,50.2
E00094309,44.1,0.9,55
E00094310,49.6,1.2,49.2
E00094311,52.6,1.8,45.6
E00094312,56.2,0,43.8
E00094313,60.6,0,39.4
E00094314,64.6,2.7,32.6
E00094315,47.6,3.5,48.9
E00094316,54.9,1.4,43.7
E00094317,63,3.1,33.9
E00094318,40.9,1.7,57.4
E00094319,52.5,3.3,44.2
E00094320,28.8,2.5,68.8
E00094321,45.8,0,54.2
E00094322,45.7,2.3,52.1
E00094323,54.3,2.7,43
E00094324,53.9,0,46.1
E00094325,52,1.1,46.9
E00094326,49.3,0.5,50.2
E00094327,52.2,2.2,45.7
E00094328,54.8,0.4,44.8
E00094329,81,1,17.9
E00094330,64.9,3.2,31.9
E00094331,58.5,3.1,38.4
E00094332,50.5,5.1,44.4
E00094333,53,3.3,43.7
E00094334,44.8,2.5,52.7
E00094335,69.4,2.5,28.1
E00094336,61.4,2,36.7
E00094337,64.9,1.1,34
E00094338,45.3,1.4,53.3
E00094339,59.3,4.9,35.8
E00094340,56,2.4,41.7
E00094341,49.7,1.6,48.7
E00094342,49.6,2.6,47.8
E00094343,60.2,3.3,36.5
E00094344,59.2,0.8,40
E00094345,52.2,3.6,44.3
E00094347,57.7,0.8,41.5
E00094348,43.3,3.7,53.1
E00094349,57.8,2.8,39.4
E00094350,36.8,4.1,59.1
E00094351,55.3,1,43.7
E00094352,47.5,2.3,50.2
E00094353,64.9,2.2,33
E00094354,51.2,2,46.9
E00094355,65,1.7,33.3
E00094356,54.2,2.9,42.9
E00094358,59.7,0.7,39.6
E00094359,57.5,4.4,38.1
E00094360,52,1.3,46.7
E00094361,57.7,1.2,41.1
E00094362,55.1,1.6,43.3
E00094363,50.9,2.2,46.9
E00094364,44.9,3.3,51.8
E00094365,59,1.2,39.8
E00094366,62.9,3.3,33.9
E00094368,75.2,1.2,23.6
E00094369,50.2,2.7,47.1
E00094370,60.1,4,35.9
E00094371,51.7,3.1,45.2
E00094372,55.2,0.4,44.4
E00094373,48.3,2.9,48.7
E00094374,55.4,2.6,41.9
E00094375,64,2.1,33.9
E00094376,55.6,4.1,40.3
E00094377,66.2,0.9,32.9
E00094378,66.9,0.4,32.7
E00094379,57.9,1.5,40.6
E00094380,57.1,3.5,39.4
E00094381,53.2,0,46.8
E00094382,39.9,1.5,58.6
E00094383,47,1.5,51.5
E00094384,53,2.1,44.9
E00094385,27.3,3.1,69.5
E00094387,73.3,2.6,24.1
E00094389,62.5,1.6,35.9
E00094390,64.6,1.2,34.2
E00094391,66.6,2.4,31.1
E00094392,68.2,5.1,26.7
E00094393,73.3,5.6,21.1
E00094395,41.4,1.2,57.4
E00094396,66.7,0.4,32.9
E00094397,54,2.7,43.3
E00094398,38.9,3.9,57.1
E00094399,55.2,2.8,42
E00094400,42.3,1.5,56.1
E00094402,65.2,3.4,31.5
E00094403,65.8,1.6,32.7
E00094404,52.3,1.9,45.8
E00094405,48.2,0.4,51.4
E00094406,59.8,1.6,38.5
E00094407,63.6,3.7,32.6
E00094408,40.9,1.4,57.7
E00094410,62.1,3.5,34.4
E00094412,63.3,0,36.7
E00094414,43.1,1.6,55.3
E00094415,59.1,1.9,39
E00094416,56.3,1.8,42
E00094417,65.3,1.4,33.3
E00094418,49.2,3.1,47.7
E00094419,53.6,5.1,41.3
E00094420,63.8,0.4,35.8
E00094421,50,0,50
E00094422,35.3,1.2,63.6
E00094423,49.6,1.3,49.1
E00094424,58.1,2.6,39.2
E00094425,52.8,0.7,46.5
E00094426,58.7,2.5,38.8
E00094427,54.4,1.8,43.8
E00094428,54.9,0.5,44.5
E00094429,57.9,4.2,37.9
E00094430,54,2.2,43.8
E00094431,56.7,2.1,41.3
E00094432,58.8,2.8,38.4
E00094433,57.4,2.1,40.4
E00094434,62.2,4.5,33.3
E00094435,51.2,2.8,46
E00094436,61.4,2,36.6
E00094437,57.5,0.9,41.6
E00094438,54.1,4.1,41.9
E00094439,58.1,3,39
E00094440,61.2,2.2,36.6
E00094441,67.5,0.8,31.6
E00094442,60,1.4,38.6
E00094443,50.7,4,45.3
E00094444,58.9,1.4,39.7
E00094445,65.1,4.8,30.2
E00094446,62.4,2.1,35.5
E00094447,74.8,5.3,19.9
E00094448,58,2.5,39.5
E00094449,57.4,5.6,37
E00094450,64.9,3.2,31.9
E00094451,67.5,2.1,30.3
E00094452,69.7,0.9,29.4
E00094453,64.6,2.6,32.8
E00094454,64.9,2.8,32.3
E00094455,60.8,2,37.1
E00094456,47.8,1.7,50.5
E00094457,61.9,1.6,36.4
E00094460,69.3,0.4,30.3
E00094462,68.1,3.3,28.6
E00094463,64.1,3.1,32.9
E00094464,76.8,1.3,21.9
E00094465,51.4,2.1,46.5
E00094466,58,3.7,38.4
E00094467,65.1,3.5,31.4
E00094468,66.7,2.4,31
E00094469,32.6,5,62.4
E00094470,55.8,2.3,41.9
E00094471,70.5,5.4,24.1
E00094472,61,2.7,36.3
E00094473,60.9,3,36.1
E00094474,71.1,4.4,24.5
E00094475,68.1,2.5,29.4
E00094476,44.7,3,52.3
E00094477,65.2,2.6,32.2
E00094478,56.3,1.2,42.5
E00094479,49.8,2.9,47.3
E00094480,48.3,4.1,47.5
E00094481,64.5,0.4,35
E00094482,54.6,4.1,41.3
E00094483,63.9,3.9,32.2
E00094484,72.6,5.6,21.8
E00094485,64.4,4.5,31.2
E00094486,46.6,2.5,50.8
E00094487,59.3,2.8,38
E00094489,58.8,2,39.2
E00094490,65,2,33
E00094491,57.3,2.4,40.3
E00094492,64.8,4.2,30.9
E00094493,56.7,4.3,39
E00094494,61.6,3.3,35.1
E00094495,54,1.8,44.2
E00094496,68,0.3,31.6
E00094497,67.6,2.4,30
E00094498,70.2,1.7,28
E00094499,52.7,3.8,43.5
E00094500,51.2,2.4,46.5
E00094501,66.9,0.4,32.7
E00094502,50.2,2.1,47.7
E00094503,51,3,46
E00094504,48.5,0.6,51
E00094505,60.1,0.8,39.1
E00094506,57.9,2.8,39.4
E00094515,64.2,3.2,32.6
E00094516,56.8,1.7,41.5
E00094517,55.2,2.8,42
E00094518,64.1,0.9,35
E00094519,63.8,3.8,32.4
E00094521,47.2,2.6,50.2
E00094522,42.1,2,55.9
E00094523,44.9,0,55.1
E00094524,54.2,1.9,43.9
E00094525,56.6,3.2,40.2
E00094526,52.5,0.4,47.1
E00094527,49.4,2.4,48.2
E00094528,35.7,3,61.3
E00094529,44.3,1.4,54.3
E00094530,66,1.5,32.4
E00094531,49.1,2.8,48.1
E00094532,60.6,2.5,36.9
E00094533,48.1,1.7,50.2
E00094534,57.2,2.7,40.1
E00094535,63.2,2.8,34
E00094536,58.6,3.4,38
E00094537,55.2,5.2,39.6
E00094538,65.8,3.6,30.5
E00094539,54.9,4.3,40.9
E00094540,59.3,0.4,40.3
E00094541,56.3,3.4,40.3
E00094542,60.1,1.2,38.7
E00094543,60.3,3.5,36.2
E00094544,51.9,0,48.1
E00094545,56.3,3.4,40.3
E00094546,55.5,2.3,42.2
E00094547,52.1,1.4,46.6
E00094548,56.8,3.8,39.5
E00094549,50,3.8,46.2
E00094550,61.7,2.2,36.1
E00094551,59.8,2.3,37.9
E00094553,41.7,4.1,54.1
E00094554,61,1.6,37.4
E00094555,55.1,0.4,44.4
E00094556,44.8,3.8,51.4
E00094557,50.6,2.6,46.8
E00094558,70.9,1.7,27.4
E00094559,68.9,2.9,28.1
E00094560,47.7,1.8,50.5
E00094561,63.4,0.3,36.2
E00094562,66,2.3,31.7
E00094563,62.3,0.4,37.2
E00094564,63.8,3.5,32.8
E00094565,62.4,0.3,37.2
E00094566,53.4,1.5,45.1
E00094567,41.5,2,56.5
E00094568,58.6,1.8,39.5
E00094569,55.8,1.8,42.4
E00094570,57,2.6,40.4
E00094571,62.4,4.1,33.5
E00094572,48.1,2.7,49.2
E00094573,65.5,1.3,33.2
E00094574,48.8,1.9,49.3
E00094575,57.8,2,40.2
E00094576,51.9,0,48.1
E00094577,69.6,2.1,28.3
E00094578,53.9,2.5,43.6
E00094579,48.1,5.1,46.8
E00094581,60.1,2.2,37.7
E00094582,72.4,0.7,26.9
E00094583,47.9,5,47.1
E00094584,63.2,2.4,34.3
E00094587,52.5,5.5,41.9
E00094589,43.2,5.7,51.1
E00094590,40.2,5.6,54.1
E00094591,60.8,3.5,35.7
E00094592,60.4,0.8,38.8
E00094593,46.4,1.5,52.1
E00094594,42.4,7.1,50.6
E00094595,42.7,2.2,55.1
E00094596,68.8,1.4,29.8
E00094597,48,5.1,47
E00094598,43.3,4.8,51.9
E00094599,47.9,4.2,47.9
E00094600,53.6,2.1,44.3
E00094601,54.7,2.6,42.7
E00094602,56.3,1.8,41.9
E00094603,52.7,3.9,43.5
E00094604,61.2,1.9,36.8
E00094606,64.2,6.2,29.6
E00094607,51.4,1.2,47.4
E00094608,57.8,3.3,38.9
E00094609,64.2,2.6,33.2
E00094611,63.2,5.3,31.6
E00094612,56.6,5.5,37.9
E00094613,57.6,3.9,38.4
E00094614,52.1,2.6,45.4
E00094615,55.7,1.7,42.6
E00094616,72.9,1.3,25.8
E00094617,44.5,5,50.4
E00094618,61.4,4.1,34.4
E00094619,49.1,1.8,49.1
E00094620,53.7,5.1,41.2
E00094621,71.6,3,25.3
E00094622,60.3,1.7,38
E00094623,44.6,1.2,54.1
E00094624,61.9,2.2,35.9
E00094625,38.6,7.9,53.4
E00094626,48.1,6.1,45.8
E00094627,54.3,5.5,40.2
E00094628,72.8,1.9,25.3
E00094629,52.8,3,44.2
E00094630,74.4,0.7,24.9
E00094632,74,3.9,22.1
E00094633,61.5,4.5,34
E00094634,59.7,6.7,33.6
E00094635,62.4,5.1,32.5
E00094636,70.9,1.8,27.3
E00094637,58.6,5.2,36.2
E00094638,36.7,7.7,55.6
E00094639,65.5,2.2,32.3
E00094640,62.9,4,33.2
E00094641,56.4,2.5,41.1
E00168838,60.2,3.1,36.6
E00168842,78.4,3,18.6
E00168844,64.3,7.8,27.9
E00168845,72,2.8,25.2
E00168846,68.9,1.9,29.3
E00168847,62.9,2.9,34.1
E00168848,73.5,2.1,24.4
E00168849,62,2.2,35.8
E00174389,46.4,0.5,53.1
E00184540,63.1,0.9,36
E00188762,82.3,5,12.7
E00188766,69.9,3.3,26.8
E00188767,69.4,2.1,28.5
E00188769,57.1,1.1,41.8
E00188772,51,7.5,41.5
E00188773,89.4,1.3,9.3
E00188776,79,1.8,19.2
E00188779,65,3.4,31.6
E00188781,82,3.4,14.6
E00188786,9.5,0,90.5
E00188791,71.5,1.4,27.1
E00188792,76.3,0,23.7
E00188793,56.1,2.1,41.7
E00188795,70.3,3.6,26.1
E00188798,61.3,3.8,34.9
E00188800,58.2,2.3,39.5
E00188801,65.7,5.8,28.5
E00188802,76.7,4.1,19.3
E00188805,70.6,2.3,27.1
E00188809,65.5,0.4,34.1
E00188812,56.3,5.1,38.7
E00188813,55,3.5,41.5
E00188814,79.7,4.1,16.3
E00188819,90.2,3.4,6.4
E00188820,74.3,3.2,22.5
E00188828,90.3,2.5,7.1
E00188829,58.2,3.6,38.3
E00188830,57.8,2.2,40.1
E00188833,64.8,5.6,29.6
E00188840,65.9,2.9,31.3
E00188851,53.4,2.6,44
E00188855,83.2,1.8,15
E00188856,65.1,4.3,30.6
E00188859,69.1,4.8,26.1
E00188866,77.9,4.6,17.4
E00188869,56.6,0,43.4
E00188871,76,1.9,22.1
E00188872,56.1,1.4,42.5
E00188873,44.3,6.2,49.5
E00188874,80.7,1.5,17.8
E00188878,36,2.5,61.5
E00188883,56.3,2.3,41.4
E00188886,73.9,2.7,23.5
E00188897,88.1,2.7,9.1
E00188898,47.7,2.6,49.7
E00188904,86.4,1.6,12.1
E00188907,78.1,1.1,20.7
E00188912,48.2,1.2,50.6
E00188914,65.2,2.4,32.4
E00188918,73.6,4.2,22.3
E00188919,69.9,3.7,26.5
E00188920,74.5,0.5,25
E00188921,55.1,2.4,42.4
E00188923,68,3.6,28.4
E00188926,82.2,2.7,15.1
E00188930,54.5,4.1,41.5
E00188934,88.3,1.3,10.4
E00188935,71.3,5.1,23.5
E00188938,81.2,2.4,16.4
