areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00073183,92.5,7.5
E00073184,88.1,11.9
E00073185,82,18
E00073186,89.6,10.4
E00073187,72.3,27.7
E00073188,89.6,10.4
E00073189,91.5,8.5
E00073190,82,18
E00073191,87.7,12.3
E00073192,81.7,18.3
E00073193,91.7,8.3
E00073194,86.3,13.7
E00073195,93,7
E00073196,80.5,19.5
E00073197,85.9,14.1
E00073198,88.3,11.7
E00073199,87.5,12.5
E00073200,88.9,11.1
E00073201,87.8,12.2
E00073202,77.2,22.8
E00073203,85.4,14.6
E00073204,87,13
E00073205,83.1,16.9
E00073206,87.3,12.7
E00073207,86.6,13.4
E00073208,90.3,9.7
E00073209,89.1,10.9
E00073210,92.5,7.5
E00073211,75.4,24.6
E00073212,61.7,38.3
E00073213,62.2,37.8
E00073214,81.8,18.2
E00073215,81.9,18.1
E00073216,76.8,23.2
E00073217,74.9,25.1
E00073218,70.8,29.2
E00073219,80.3,19.7
E00073220,77.7,22.3
E00073221,89.2,10.8
E00073222,85.3,14.7
E00073223,82.2,17.8
E00073929,84.3,15.7
E00073930,85.2,14.8
E00073931,86.9,13.1
E00073932,92.5,7.5
E00073933,85.7,14.3
E00073934,86.7,13.3
E00073935,91.7,8.3
E00073936,88.8,11.2
E00073937,82.5,17.5
E00073938,89.4,10.6
E00073939,80.3,19.7
E00073940,81.4,18.6
E00073941,82.5,17.5
E00073942,84.8,15.2
E00073943,80.9,19.1
E00073944,83.3,16.7
E00073945,75.4,24.6
E00073946,81.5,18.5
E00073947,85.3,14.7
E00073948,79.5,20.5
E00073949,76.7,23.3
E00073950,82.6,17.4
E00073951,85.3,14.7
E00073952,84,16
E00073953,82.6,17.4
E00073954,83.3,16.7
E00073955,91.2,8.8
E00073956,85.2,14.8
E00073957,85.4,14.6
E00073958,93.4,6.6
E00073959,89,11
E00073960,88.9,11.1
E00073961,88.5,11.5
E00073962,86.9,13.1
E00073963,86.9,13.1
E00073964,91.8,8.2
E00074302,81.6,18.4
E00074303,86.9,13.1
E00074304,84.2,15.8
E00074306,82.6,17.4
E00074308,90.5,9.5
E00074309,88.2,11.8
E00074311,79.4,20.6
E00074312,78.1,21.9
E00074317,91.5,8.5
E00074319,88.3,11.7
E00074320,79.9,20.1
E00074321,82.2,17.8
E00074326,89.5,10.5
E00074440,93,7
E00074441,93.5,6.5
E00074442,90.1,9.9
E00074443,95.2,4.8
E00074444,93,7
E00074445,93.1,6.9
E00074446,91,9
E00074448,93,7
E00074449,91.3,8.7
E00074450,97.7,2.3
E00074451,93.6,6.4
E00074452,93,7
E00074453,91.8,8.2
E00074454,93.8,6.2
E00074455,93.6,6.4
E00074456,96.3,3.7
E00074457,94.1,5.9
E00074588,89,11
E00074589,90.3,9.7
E00074590,95.5,4.5
E00074591,93.7,6.3
E00074592,92.4,7.6
E00074593,92.9,7.1
E00074594,92.2,7.8
E00074595,84.6,15.4
E00074598,95.2,4.8
E00074600,96.2,3.8
E00074601,93.2,6.8
E00074602,96.2,3.8
E00074603,92.4,7.6
E00074604,95,5
E00074606,94.7,5.3
E00074638,94.7,5.3
E00074639,95.3,4.7
E00074640,94.2,5.8
E00074641,93.8,6.2
E00074642,92.9,7.1
E00074643,92.8,7.2
E00074644,92,8
E00074645,94.7,5.3
E00074646,94.2,5.8
E00074647,94.4,5.6
E00074648,96.3,3.7
E00074649,93,7
E00074650,88.7,11.3
E00074651,93.6,6.4
E00074652,94.8,5.2
E00074653,94.5,5.5
E00074654,94.1,5.9
E00074655,87.8,12.2
E00074656,94.3,5.7
E00074657,93.6,6.4
E00074658,92.5,7.5
E00074659,97.8,2.2
E00074660,97.2,2.8
E00074661,88.8,11.2
E00074662,94.9,5.1
E00074663,96.1,3.9
E00074664,96.3,3.7
E00074665,88.2,11.8
E00074666,94.9,5.1
E00074667,92.8,7.2
E00074668,86,14
E00074669,96.1,3.9
E00074670,92.6,7.4
E00074671,90.1,9.9
E00074672,96.2,3.8
E00074673,97.1,2.9
E00074674,92.4,7.6
E00074675,89.7,10.3
E00074676,96.9,3.1
E00074677,92.2,7.8
E00074678,94.1,5.9
E00074679,94.7,5.3
E00074680,95.2,4.8
E00074681,95.1,4.9
E00074682,94.3,5.7
E00074683,90,10
E00074684,93.9,6.1
E00074685,97.4,2.6
E00074686,93.8,6.2
E00074687,89.8,10.2
E00074688,95.6,4.4
E00074689,95.9,4.1
E00074690,96.9,3.1
E00074691,94.8,5.2
E00074692,90,10
E00074693,94.3,5.7
E00074694,89.3,10.7
E00074695,95.9,4.1
E00074696,93,7
E00074697,94.7,5.3
E00074698,90,10
E00074699,94.6,5.4
E00074700,95.5,4.5
E00074701,95.2,4.8
E00074702,96,4
E00074703,92.2,7.8
E00074704,93.2,6.8
E00074705,90.9,9.1
E00074706,87.3,12.7
E00074707,95.7,4.3
E00074708,94.7,5.3
E00074709,91.6,8.4
E00074711,87.4,12.6
E00074712,95.3,4.7
E00074713,92,8
E00074714,91.2,8.8
E00074715,94.2,5.8
E00074716,91.3,8.7
E00074717,93.6,6.4
E00074718,90.2,9.8
E00074719,93.6,6.4
E00074720,94.7,5.3
E00074721,91,9
E00074722,94.1,5.9
E00074723,92.1,7.9
E00074724,92.2,7.8
E00074725,96.5,3.5
E00074726,88.2,11.8
E00074728,94.8,5.2
E00074729,93.8,6.2
E00074730,97.1,2.9
E00074731,95.4,4.6
E00074732,96.5,3.5
E00074733,92,8
E00074734,95.7,4.3
E00074735,94.6,5.4
E00074736,93.1,6.9
E00074737,87.8,12.2
E00074738,90,10
E00074739,95.8,4.2
E00074740,92.2,7.8
E00074741,97,3
E00074742,89.5,10.5
E00074743,97,3
E00074744,93.1,6.9
E00074745,91.8,8.2
