areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00073183,17.4,38.6,29.5,14.4
E00073184,14.9,47.1,30.6,7.4
E00073185,22.1,41.4,27.1,9.3
E00073186,13.3,38.1,31.9,16.8
E00073187,25.3,43.8,21.2,9.6
E00073188,24.3,40.9,24.3,10.4
E00073189,11.8,47.1,30.3,10.9
E00073190,24.8,40.5,24,10.7
E00073191,25.4,51.6,17.5,5.6
E00073192,25.8,39.2,32.5,2.5
E00073193,9.4,36.7,41.7,12.2
E00073194,25.6,48.7,21.4,4.3
E00073195,12.9,48.5,29.5,9.1
E00073196,34.4,52.5,12.3,0.8
E00073197,19.1,46.1,26.4,8.4
E00073198,43.1,45.5,9.8,1.6
E00073199,19,51.4,22.9,6.7
E00073200,32.5,39.7,24.6,3.2
E00073201,21.2,50,22.9,5.9
E00073202,27.3,56.5,13,3.1
E00073203,21.3,54.6,20.6,3.5
E00073204,13,43.5,33.9,9.6
E00073205,19.2,43.1,28.1,9.6
E00073206,16.7,46.7,28.3,8.3
E00073207,19.4,49.6,25.2,5.8
E00073208,22.2,46.2,21.4,10.3
E00073209,27.9,50.7,16.9,4.4
E00073210,8.8,40.8,36.7,13.6
E00073211,18.9,40.3,28.6,12.2
E00073212,31.3,44,19.3,5.4
E00073213,24.8,45.2,23.6,6.4
E00073214,13.3,49.3,30,7.3
E00073215,46.4,40,9.1,4.5
E00073216,32.8,43.5,19.1,4.6
E00073217,26.4,43.6,25,5
E00073218,21.5,41.7,28.5,8.3
E00073219,44.2,41.3,11.6,2.9
E00073220,26.4,37.5,28.5,7.6
E00073221,20,40.8,28.5,10.8
E00073222,26.7,39.3,28,6
E00073223,13.2,41.9,35.7,9.3
E00073929,13.5,42.1,35.7,8.7
E00073930,25.2,43.9,22.8,8.1
E00073931,14.3,47.3,26.8,11.6
E00073932,12.3,49.2,24.6,13.9
E00073933,30.1,46,15.9,8
E00073934,13.9,50.4,26.1,9.6
E00073935,13.8,48.8,23.6,13.8
E00073936,34.5,44.2,15,6.2
E00073937,21.6,37.6,30.4,10.4
E00073938,32,51.2,12,4.8
E00073939,15,40.9,32.3,11.8
E00073940,35.2,41.9,18.1,4.8
E00073941,16.5,47.9,27.3,8.3
E00073942,50.4,37.8,10.4,1.5
E00073943,24.3,37.1,32.1,6.4
E00073944,46.1,34.8,17.4,1.7
E00073945,28.3,48,18.1,5.5
E00073946,16.8,46.2,28,9.1
E00073947,21.2,40.7,26.5,11.5
E00073948,22.5,45.1,28.4,3.9
E00073949,48.4,39.1,10.2,2.3
E00073950,53.3,35.5,8.9,2.4
E00073951,40.8,38.4,16.8,4
E00073952,19.8,53.4,23.3,3.4
E00073953,21.2,53.1,19.5,6.2
E00073954,35.8,45,14.2,5
E00073955,2.8,37.8,42,17.5
E00073956,10.6,39.8,34.1,15.4
E00073957,18.8,53.4,22.6,5.3
E00073958,13.7,47.3,35.1,3.8
E00073959,7.4,52.2,30.9,9.6
E00073960,3.1,42.6,35.7,18.6
E00073961,12.1,47.6,29.8,10.5
E00073962,8.4,37.8,40.3,13.4
E00073963,17.9,43,21.9,17.2
E00073964,16.9,48.5,23.1,11.5
E00074302,12.6,50.4,27.6,9.4
E00074303,12.4,52.2,26.5,8.8
E00074304,9.2,35,36.7,19.2
E00074306,2.5,47.5,41.7,8.3
E00074308,6.7,39.2,39.2,15
E00074309,6.7,24.2,46.7,22.5
E00074311,14.8,53.9,27,4.3
E00074312,21.8,52.4,18.5,7.3
E00074317,9,37.6,44.4,9
E00074319,5.3,32.3,45.1,17.3
E00074320,5.8,34.8,47.8,11.6
E00074321,8.2,34.4,43.4,13.9
E00074326,8.7,42.3,36.5,12.5
E00074440,6.2,25.6,45.7,22.5
E00074441,5.8,39.4,37.2,17.5
E00074442,7.8,44.3,34.7,13.2
E00074443,8.1,33.3,41.4,17.1
E00074444,8.6,36.6,46.3,8.6
E00074445,5.2,29.3,46.6,19
E00074446,5.7,39.3,41,13.9
E00074448,7.7,34.2,41.9,16.2
E00074449,6,27.8,45.1,21.1
E00074450,16,34.4,32,17.6
E00074451,7.6,31.9,44.5,16
E00074452,6.9,40.5,41.4,11.2
E00074453,2.5,57.4,27,13.1
E00074454,2.2,30.9,43.3,23.6
E00074455,9.1,26.4,35.5,29.1
E00074456,6.6,35.1,31.8,26.5
E00074457,2.3,29,48.1,20.6
E00074588,0,28.9,40.5,30.6
E00074589,3.5,17.5,54.4,24.6
E00074590,9.2,32.9,36.8,21.1
E00074591,6.6,41.2,36,16.2
E00074592,3.6,36,43.2,17.3
E00074593,13.7,41,31.7,13.7
E00074594,4.3,30.9,41.4,23.5
E00074595,3.9,41.7,40.8,13.6
E00074598,4.8,26,44.5,24.7
E00074600,4.5,35.1,44.1,16.2
E00074601,12.2,39.1,32.2,16.5
E00074602,5.6,31.5,35.7,27.3
E00074603,9.6,24.3,38.3,27.8
E00074604,2.2,24.8,43.1,29.9
E00074606,5.6,33.6,43.2,17.6
E00074638,12.9,46,27.3,13.7
E00074639,5.4,39.5,40.3,14.7
E00074640,8.3,42.5,37.5,11.7
E00074641,32.2,36.4,23.1,8.3
E00074642,4.2,44.5,37,14.3
E00074643,4.7,32.3,47.2,15.7
E00074644,3.8,40.6,38.3,17.3
E00074645,3.9,28.9,60.2,7
E00074646,9.4,41.7,34.6,14.2
E00074647,0.8,45.7,38.6,15
E00074648,13,42.7,29,15.3
E00074649,5,44.6,37.2,13.2
E00074650,7.3,43.5,31.5,17.7
E00074651,6.9,28.5,43.8,20.8
E00074652,6.6,37.2,42.1,14
E00074653,4.7,36.9,43,15.4
E00074654,7.9,39.5,38.6,14
E00074655,12.6,45.4,35.3,6.7
E00074656,8.5,39,39,13.6
E00074657,4,35.2,43.2,17.6
E00074658,4.5,38.3,38.3,18.8
E00074659,6.9,39.3,35.9,17.9
E00074660,9.6,40,37.6,12.8
E00074661,5.8,39.6,42.4,12.2
E00074662,7,43.4,36.4,13.3
E00074663,5.5,40.2,40.9,13.4
E00074664,1.7,31.7,48.3,18.3
E00074665,0,27.6,50.6,21.8
E00074666,10.9,39.1,44.5,5.5
E00074667,6.7,39.5,41.2,12.6
E00074668,21,50,23.4,5.6
E00074669,19.8,44.4,27.8,7.9
E00074670,18.1,41.7,31.5,8.7
E00074671,17.6,45.6,27.2,9.6
E00074672,26.9,44.1,24.8,4.1
E00074673,28.7,46.3,15.7,9.3
E00074674,18.3,43.3,30,8.3
E00074675,30.7,48.2,16.1,5.1
E00074676,24.2,44,24.7,7.1
E00074677,24.6,44.7,21.9,8.8
E00074678,14,39.3,33.6,13.1
E00074679,12.2,43.9,31.7,12.2
E00074680,21.9,49.1,18.4,10.5
E00074681,11.9,33.1,39.8,15.3
E00074682,16.5,47.6,26.2,9.8
E00074683,18,58.6,18,5.4
E00074684,16.4,47.8,25.4,10.4
E00074685,14.4,41.7,32.4,11.5
E00074686,19.3,44.7,29.8,6.1
E00074687,37.5,51.7,6.7,4.2
E00074688,16.4,47.4,28.4,7.8
E00074689,14.5,34.5,36.4,14.5
E00074690,7.8,43.5,37.4,11.3
E00074691,14.8,45.3,28.1,11.7
E00074692,10.6,39.4,36.5,13.5
E00074693,9.4,41.9,40.2,8.5
E00074694,8.5,35.1,40.4,16
E00074695,18.8,43.8,30.5,7
E00074696,13,52.2,25.2,9.6
E00074697,12.5,44.2,33.3,10
E00074698,6.2,42,38.3,13.6
E00074699,8.5,47.5,30.5,13.6
E00074700,18.4,48.8,24,8.8
E00074701,30.6,47.1,19.8,2.5
E00074702,24.2,43.5,24.2,8.1
E00074703,13.8,42.3,32.5,11.4
E00074704,16.7,42,34.8,6.5
E00074705,12.4,36.2,41.9,9.5
E00074706,39.4,41.5,16,3.2
E00074707,24.1,40.2,29.5,6.3
E00074708,10.6,38.1,43.4,8
E00074709,39.4,36.7,19.3,4.6
E00074711,7.4,41.5,37,14.1
E00074712,9.2,36.6,41.2,13
E00074713,6.5,44.6,35.3,13.7
E00074714,8.5,45.3,37.6,8.5
E00074715,8.4,43,39.3,9.3
E00074716,18.3,35.7,42.1,4
E00074717,6.2,25.4,48.5,20
E00074718,4.7,20.6,54.2,20.6
E00074719,5.8,48.9,32.8,12.4
E00074720,0.8,28.3,52,18.9
E00074721,4.5,40.6,43.6,11.4
E00074722,7.3,34,40.8,17.8
E00074723,25,50.8,20.2,4
E00074724,12.4,42.1,33.1,12.4
E00074725,11.6,43,34.7,10.7
E00074726,9.8,40.2,37.1,12.9
E00074728,20.5,42,28.4,9.1
E00074729,23.9,41.5,26.6,8
E00074730,10.6,48.5,35.6,5.3
E00074731,5.3,44.2,39.8,10.6
E00074732,2.9,20.9,51.1,25.2
E00074733,6,36.1,45.9,12
E00074734,8.8,47.2,33.6,10.4
E00074735,6.2,37.2,44.2,12.4
E00074736,8.7,29.8,44.7,16.8
E00074737,8.5,44.2,34.9,12.4
E00074738,2,24.3,57.9,15.8
E00074739,6.4,24.8,45.5,23.3
E00074740,24.6,39,29.7,6.8
E00074741,6.3,28.1,49.2,16.4
E00074742,7.3,53.6,28.2,10.9
E00074743,10.1,45,37.2,7.8
E00074744,8.3,40.7,32.4,18.5
E00074745,17.4,43,28.9,10.7
E00074746,15.9,41.3,27,15.9
E00074747,36,46,15.5,2.5
E00074748,9.6,33.6,44,12.8
E00074749,22.7,48,24.7,4.5
E00074750,3.6,33.8,46.8,15.8
E00074751,17.1,36.9,35.1,10.8
E00074752,14,34.2,36.8,14.9
E00074753,1.6,22.6,56.5,19.4
E00074754,6,30.2,48.3,15.5
E00074755,20.6,43.7,27.8,7.9
E00074756,9.3,48.1,34.3,8.3
E00074757,21.9,44.7,21.1,12.3
E00074758,28.2,37.6,23.9,10.3
E00074759,12.7,41.5,38.1,7.6
E00074760,5.4,34.8,42,17.9
E00074761,6.5,36.4,45.8,11.2
E00074762,1.8,37.7,41.2,19.3
E00074763,6.4,32.1,49.5,11.9
E00075018,4.2,26.7,35,34.2
E00075027,14.6,56.1,22.8,6.5
E00075028,11.9,48.5,30.2,9.4
E00075029,6.3,44.1,43.3,6.3
E00075030,0.7,26.8,47.2,25.4
E00075031,4.5,36.6,48.5,10.4
E00075032,4.8,24.2,56.5,14.5
E00075033,20.3,39.8,37.3,2.5
E00075034,4.2,31.9,49.6,14.3
E00075035,22,40.9,33.9,3.1
E00075036,13.2,38.2,34.9,13.7
E00075037,5,41.4,43.6,10
E00075038,7.2,40,43.2,9.6
E00075039,17.3,48.2,26.6,7.9
E00075041,8,44.3,38.8,9
E00075042,3.6,25.5,44.5,26.3
E00075043,3.5,22.5,47.9,26.1
E00075044,3.7,14.8,56.5,25
E00075045,3,28.4,43.2,25.4
E00075046,4.5,37.2,44.9,13.5
E00075047,7,30.5,43.8,18.8
E00075048,10.8,31.5,40.5,17.1
E00166279,10.4,61.5,24.4,3.7
E00166280,8.2,56.5,28.5,6.8
E00166281,6.5,33.1,50,10.5
E00166282,54.7,36.8,8.5,0
E00166284,2.6,40.2,45.3,12
E00166285,4.9,27.9,52.5,14.8
E00166286,9.8,57.6,27.7,4.9
E00166289,9.6,39.7,38.2,12.5
