areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00073183,36.4,34.1,19.7,9.8
E00073184,20.7,35.5,32.2,11.6
E00073185,19.6,30.8,37.1,12.6
E00073186,27,32.4,27,13.5
E00073187,22.6,30.8,31.5,15.1
E00073188,21.4,35.7,33,9.8
E00073189,30.3,42,20.2,7.6
E00073190,20,27.5,37.5,15
E00073191,16.7,24.6,43.7,15.1
E00073192,23,41,22.1,13.9
E00073193,54.7,35.3,2.2,7.9
E00073194,19.3,25.4,46.5,8.8
E00073195,28.6,39.8,21.8,9.8
E00073196,20,17.5,49.2,13.3
E00073197,34.7,34.1,10.8,20.5
E00073198,10.6,8.1,69.9,11.4
E00073199,29.4,39.2,24.5,6.9
E00073200,20,27.7,44.6,7.7
E00073201,39.8,29.7,5.1,25.4
E00073202,25.8,25.2,5.5,43.6
E00073203,37.1,40.6,0.7,21.7
E00073204,31.3,44.3,13.9,10.4
E00073205,30.7,34.3,9,25.9
E00073206,31.6,40.8,12.6,14.9
E00073207,39.1,36.2,8,16.7
E00073208,42.7,20.5,26.5,10.3
E00073209,27.2,15.4,45.6,11.8
E00073210,41.5,44.2,3.4,10.9
E00073211,18,41.2,12.4,28.4
E00073212,7.1,20.1,20.7,52.1
E00073213,18.2,23.4,10.4,48.1
E00073214,30.9,35.6,10.7,22.8
E00073215,0,6.4,83.6,10
E00073216,7.6,15.9,68.9,7.6
E00073217,34.3,27.1,2.9,35.7
E00073218,26.9,38.6,6.2,28.3
E00073219,15.7,7.9,70,6.4
E00073220,17.1,33.6,35.6,13.7
E00073221,39.7,36.6,14.5,9.2
E00073222,24.8,35.6,34.9,4.7
E00073223,33.8,46.9,7.7,11.5
E00073929,28.6,37.3,23.8,10.3
E00073930,18.7,31.7,39.8,9.8
E00073931,36,29.8,24.6,9.6
E00073932,33.1,29,30.6,7.3
E00073933,17,15.2,66.1,1.8
E00073934,29.6,39.1,19.1,12.2
E00073935,26.8,26.8,37.4,8.9
E00073936,18.3,15.7,61.7,4.3
E00073937,28.2,27.4,36.3,8.1
E00073938,5,8.3,72.5,14.2
E00073939,30.5,35.9,23.4,10.2
E00073940,14.3,20,54.3,11.4
E00073941,23.1,35.5,28.9,12.4
E00073942,4.4,0.7,88.9,5.9
E00073943,23,28.8,32.4,15.8
E00073944,7.8,6.1,78.3,7.8
E00073945,15,26.8,46.5,11.8
E00073946,30.6,21.5,43.8,4.2
E00073947,26.4,24.5,37.3,11.8
E00073948,11.1,24.2,52.5,12.1
E00073949,18.1,10.2,60.6,11
E00073950,8.9,5.3,66.9,18.9
E00073951,13.7,13.7,62.1,10.5
E00073952,30.5,33.1,24.6,11.9
