areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00073183,43.1,56.9
E00073184,43.8,56.2
E00073185,38.5,61.5
E00073186,29.5,70.5
E00073187,30.8,69.2
E00073188,37.6,62.4
E00073189,41.7,58.3
E00073190,32.8,67.2
E00073191,40.5,59.5
E00073192,41.9,58.1
E00073193,50,50
E00073194,35.7,64.3
E00073195,40.6,59.4
E00073196,39.9,60.1
E00073197,50.3,49.7
E00073198,29.8,70.2
E00073199,40,60
E00073200,43.5,56.5
E00073201,35,65
E00073202,33.9,66.1
E00073203,41.4,58.6
E00073204,43.1,56.9
E00073205,44.8,55.2
E00073206,43.7,56.3
E00073207,44.3,55.7
E00073208,46.2,53.8
E00073209,43.1,56.9
E00073210,49.2,50.8
E00073211,31.4,68.6
E00073212,23.6,76.4
E00073213,38.2,61.8
E00073214,49.5,50.5
E00073215,27.5,72.5
E00073216,30.3,69.7
E00073217,33.9,66.1
E00073218,33.4,66.6
E00073219,34,66
E00073220,33.7,66.3
E00073221,45.1,54.9
E00073222,46.8,53.2
E00073223,45.1,54.9
E00073929,48.3,51.7
E00073930,32.8,67.2
E00073931,41.4,58.6
E00073932,37.2,62.8
E00073933,35.2,64.8
E00073934,46.2,53.8
E00073935,39,61
E00073936,37.3,62.7
E00073937,37.6,62.4
E00073938,15.2,84.8
E00073939,42.9,57.1
E00073940,37.7,62.3
E00073941,40.9,59.1
E00073942,21.2,78.8
E00073943,36.8,63.2
E00073944,23.8,76.2
E00073945,32.8,67.2
E00073946,40.4,59.6
E00073947,42.8,57.2
E00073948,36.3,63.7
E00073949,22.6,77.4
E00073950,26.7,73.3
E00073951,25,75
E00073952,38.5,61.5
E00073953,35.2,64.8
E00073954,24.3,75.7
E00073955,68.7,31.3
E00073956,61.2,38.8
E00073957,50,50
E00073958,48.1,51.9
E00073959,58.1,41.9
E00073960,58,42
E00073961,44.9,55.1
E00073962,51.2,48.8
E00073963,50.3,49.7
E00073964,40.5,59.5
E00074302,43.8,56.2
E00074303,52.8,47.2
E00074304,54.7,45.3
E00074306,64.6,35.4
E00074308,57.3,42.7
E00074309,72,28
E00074311,44.4,55.6
E00074312,30.3,69.7
E00074317,64.9,35.1
E00074319,60,40
E00074320,63.1,36.9
