areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00000668,16,34.9,1.3,45.4,2.5
E00000669,17.2,21.4,2.3,55.7,3.6
E00000670,15.3,29.7,3.7,47.4,4
E00000671,12.9,18.5,3.6,62.7,2.4
E00000672,11.6,20.9,3.3,60.8,3.3
E00000674,13.3,24.6,3.6,56,2.6
E00000675,11.6,18.5,3,63.4,3.4
E00000676,12.6,24.3,1.7,59.1,2.3
E00000677,20.9,27.7,2.9,47.1,1.5
E00000678,20.6,27.9,3,42.5,6
E00000679,14.7,33.7,7.1,40.5,4
E00000681,17.7,36.8,2.6,38.5,4.3
E00000682,19.3,35.4,2,40.6,2.8
E00000683,22.4,40.8,2.7,27.5,6.7
E00000684,23.2,30,6.8,36.8,3.2
E00000685,26.6,30.1,2,35.5,5.7
E00000686,25,25.8,2.5,41.3,5.4
E00000715,19,25.3,3,48.3,4.3
E00000718,20.5,31.7,4.8,39,4
E00000719,17.6,23.4,5.3,49.2,4.5
E00000721,14.5,24.1,5.4,52.4,3.6
E00000722,6.6,25.9,2.1,65.4,0
E00002383,15,25.2,3.5,56.3,0
E00002385,17.8,23.1,5.3,49.2,4.5
E00002386,9.8,12.5,2.7,71.9,3.1
E00002388,13.4,21.3,2.4,58.2,4.6
E00002390,15.9,24,3.9,52.8,3.4
E00002392,16.4,22.4,3,54.2,4
E00002393,10.9,21.4,2.6,61.8,3.3
E00002398,14.2,23.5,2,57.7,2.6
E00002406,17.1,20.1,1.2,57.2,4.5
E00002407,13.4,26.4,2.6,52.8,4.8
E00002408,25.9,29.7,2.2,36.2,5.9
E00002409,21.9,27.3,4.3,44.9,1.6
E00002410,24.6,23,2.7,44.9,4.7
E00002411,16.1,20.4,3.2,54.7,5.6
E00002412,13.3,18.6,2.7,63.8,1.6
E00002414,27.2,27.5,2.4,38.7,4.2
E00002415,28.7,26.5,4.8,39.3,0.7
E00002416,14.7,19,5,55,6.3
E00002420,11.8,22.7,1.9,63,0.5
E00002421,25.1,21.5,3.3,48.3,1.8
E00002639,12.3,23.4,1.6,60.4,2.3
E00002640,14.9,22.9,2.9,59.4,0
E00002641,6.5,20,1.8,69.2,2.5
E00002642,21.9,25.1,2.9,45.5,4.7
E00002643,10.6,27.6,2.3,57.1,2.3
E00002644,15.6,26.8,1.5,51.2,4.9
E00002645,11.8,25.5,3.6,56.8,2.3
E00002646,31.4,27.9,5.2,33.1,2.3
E00002647,13.3,19.6,2.9,60.4,3.8
E00002648,15.3,19.8,3.2,55.9,5.9
E00002649,13.2,15,4.1,65.4,2.3
E00002650,25.4,41.1,3.4,27.1,3
E00002651,15.1,32.6,2.9,48.1,1.3
E00002652,11.2,23.1,2.7,61.5,1.5
E00002653,29.5,29,2.4,32.9,6.2
E00002654,9.9,19.4,3.2,64.7,2.8
E00002655,18.4,17,1.4,60.8,2.4
E00002657,13.8,22.1,1.7,61.3,1.3
E00002658,8.5,23,1.4,62.9,4.2
E00002659,14.4,25.7,2.3,54.5,3.1
E00002683,19.2,28.6,5.5,43.4,3.3
E00002684,7,22.8,4.7,63.7,1.9
E00002685,9.1,27.4,0,63.1,0.4
E00002686,13.3,32.6,2.6,49.4,2.1
E00002687,21.2,24.8,1.9,48.6,3.6
E00002688,12.3,17.6,2.6,65.6,1.8
E00002689,24.6,20.5,1.9,47.4,5.6
E00002690,9.7,26.4,2.3,58.3,3.2
E00002691,26.4,24.3,2.9,43.5,2.9
E00002693,28.3,27.9,4.1,35.9,3.8
E00002694,33,34.8,3.8,25.8,2.6
E00002696,15.1,27,2.9,53.4,1.6
E00002698,15.9,29.7,2,50.4,2
E00002700,24.4,34.6,3.6,33.5,3.9
E00002701,21.2,28.5,8.9,36.4,5
E00002703,19.2,20.1,2.7,53.4,4.6
E00002704,19.8,29.9,3.2,42.8,4.3
E00002705,11.4,24.4,0.5,62.2,1.5
E00002708,26.2,24,5.4,44.4,0
E00002710,16.5,20.2,4.3,56.9,2.1
E00002711,17.4,28.6,2.1,49.8,2.1
E00002713,15.3,19.6,5.6,55.8,3.7
E00002714,9.5,20.7,1.1,66.5,2.2
E00002716,16.2,27.4,4.6,43.2,8.7
E00002718,10.8,18.7,1.2,66,3.3
E00002719,17,31.8,3.2,44.5,3.5
E00002720,8,17.6,4.8,68.8,0.8
E00002721,24.8,31.4,5.8,35.5,2.5
E00002722,8.7,19.6,3.4,66,2.3
E00002723,18.4,19,3.1,55.1,4.4
E00002724,9,23.5,3,62.8,1.7
E00002725,6.5,18.5,2.6,71.1,1.3
E00002726,28.8,33.2,5.4,31,1.6
E00002727,4.7,12.9,0.9,78.1,3.4
E00002731,24.9,29.1,5.2,37.4,3.4
E00002734,23.5,27.5,4.7,39.6,4.7
E00002736,35.4,21.7,4.5,32.6,5.8
E00002824,21,35.5,2.5,38.2,2.7
E00002825,8.5,23,2.1,63.5,2.8
E00002826,11,16.3,2.1,69.6,1.1
E00002828,9.2,30.6,3.5,55.5,1.3
E00002830,10.1,21.9,0.4,65.4,2.1
E00002831,9.6,24.1,1.9,63.3,1.2
E00002833,9.8,22.2,1.2,65.7,1.2
E00002838,9.9,24.1,1.1,62.8,2.2
E00004282,8.1,18.4,3.4,67.9,2.1
E00004283,9.9,18.9,1.9,64.2,5.2
E00004284,9.1,28.8,2.7,59.4,0
E00004285,7.6,14.8,1.8,70.9,4.9
E00004286,12.8,27.3,1.7,53.3,5
E00004287,7.5,19,1.8,68.6,3.1
E00004288,13.6,25.8,0,57.5,3.2
E00004289,8.8,14.4,0,73.7,3.1
E00004290,12.4,23.3,1.2,60.1,3.1
E00004291,21.3,29.7,3.5,44.1,1.4
E00004292,24.3,38.6,2.8,29.9,4.4
E00004293,17.4,23.7,4.5,51.8,2.7
E00004294,8.2,14.3,2.4,73.8,1.2
E00004295,6.7,18.1,0.8,72,2.4
E00004296,22.3,36.1,1,39.5,1
E00004297,11.2,20.2,1.9,64,2.7
E00004298,6.2,16.4,0,75.7,1.8
E00004299,7.9,14.8,2.2,75.1,0
