areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00103528,25.3,51.9,7.6,15.2
E00103529,24.8,47.5,14.9,12.8
E00103530,18.7,42.6,18.1,20.6
E00103531,26.7,47.3,14.4,11.6
E00103532,20.8,52,10.4,16.8
E00103533,15.9,58.9,15,10.3
E00103534,23.2,39.2,19.2,18.4
E00103535,20.1,52.2,17,10.7
E00103536,22.7,40.3,18.2,18.8
E00103537,27.8,36.7,18.9,16.6
E00103538,32.6,51.9,11,4.4
E00103539,21.7,58.7,9.8,9.8
E00103540,31.7,39,16.6,12.7
E00103541,29.3,42.1,12.8,15.8
E00103542,28.9,37.7,17.6,15.7
E00103543,25.4,41,13.1,20.5
E00103544,29.2,42.3,12.4,16.1
E00103545,33.3,46.7,11.3,8.7
E00103546,19.2,47.2,12.8,20.8
E00103547,43.4,38.8,11.6,6.2
E00103548,28.7,44.8,11.2,15.4
E00103549,40.6,36.1,9.8,13.5
E00103550,23.6,42.9,16.2,17.3
E00103551,32,40.6,13.3,14.1
E00103552,24.8,38.3,18.8,18
E00103553,37.9,33.1,15.2,13.8
E00103554,23.3,37.2,18.6,20.9
E00103555,18.7,46.3,13.8,21.1
E00103556,57.7,24.1,13.9,4.4
E00103558,23.4,44.8,11,20.8
E00103559,22.3,36.2,14.6,26.9
E00103561,25.2,41,11.5,22.3
E00103562,25.8,44.3,12.4,17.5
E00103563,23.6,38.2,12.2,26
E00103564,23.7,39,21.2,16.1
E00103565,24.4,58.3,11,6.3
E00103566,16.8,35.9,22.1,25.2
E00103567,52.5,35.3,8.6,3.6
E00103568,40.1,44.9,7.5,7.5
E00103569,41.5,34.8,12.2,11.6
E00103570,66.2,26.5,3.3,4
E00103571,68,26,2,4
E00103572,60,28.9,7.4,3.7
E00103573,36.5,36.5,8.8,18.2
E00103574,31.9,32.6,16.3,19.1
E00103575,39,30.9,16.2,14
E00103576,54.6,25,11.2,9.2
E00103577,26.2,33.3,19.1,21.3
E00103578,26.4,35.7,17.1,20.7
E00103579,50,25.2,13.6,11.2
E00103580,34.7,40.1,12.2,12.9
E00103581,27.7,44.5,10.2,17.5
E00103582,16.9,52.9,13.2,16.9
E00103583,25.8,40.9,10.6,22.7
E00103584,19.7,47.4,13.8,19.1
E00103585,30,45,10,15
E00103586,21.7,57.2,12,9
E00103587,25.9,51.9,11.1,11.1
E00103588,19.1,53.2,10.6,17
E00103589,22.4,44.8,18.4,14.4
E00103590,20.1,52.8,15.3,11.8
E00103591,31.1,41.1,16.7,11.1
E00103592,23.6,42.7,19.1,14.6
E00103593,25.3,51.9,12.7,10.1
E00103594,28.9,35.2,15.6,20.3
E00103595,17.8,51.6,15.9,14.6
E00103596,26.4,56.3,10.3,6.9
E00103598,28.2,39.1,16.7,16.1
E00103599,19,55.6,11.3,14.1
E00103600,23.5,42.8,19.9,13.9
E00103603,24,42.6,14,19.4
E00103604,42.6,34.8,13.9,8.7
E00103605,40,42.1,10,7.9
E00103606,52.6,31,8.9,7.5
E00103608,39.1,25.2,16.5,19.1
E00103609,45.2,29.3,13.8,11.7
E00103610,25,56.1,9.8,9.1
E00103611,35.5,43.6,9.9,11
E00103612,26.4,56.8,9.6,7.2
E00103613,25.9,43.1,11.2,19.8
E00103614,24,41.6,13,21.4
E00103615,24.5,53.9,5.9,15.7
E00103616,34.8,36.6,17,11.6
E00103617,19.2,56.3,10.2,14.4
E00103619,23.9,46,13.5,16.6
E00103620,23.7,41.2,18.1,16.9
E00103621,23.5,52.4,5.4,18.7
E00103622,16,45,16,22.9
E00103623,27.3,47.3,12.7,12.7
E00103624,31.3,35,16,17.8
E00103625,44.2,41.3,7.7,6.7
