areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00103528,11.6,25.6,47.7,15.1
E00103529,17.3,22.6,38.3,21.8
E00103530,10.3,14.6,63.8,11.4
E00103531,11.1,25,47.2,16.7
E00103532,10.8,28,53.2,8.1
E00103533,13.5,16.9,48,21.6
E00103534,13.7,27.4,48.6,10.3
E00103535,13.3,25.3,46.4,15.1
E00103536,12.3,22.9,54.2,10.6
E00103537,8.5,20.2,52.7,18.6
E00103538,16.1,25.9,45.5,12.6
E00103539,13.2,18.7,54.9,13.2
E00103540,13.8,23.8,44.6,17.9
E00103541,13.1,22.1,53.8,11
E00103542,12.9,24.5,51,11.6
E00103543,9.3,25.4,55.1,10.2
E00103544,15.7,23.5,53.9,7
E00103545,10.2,28.3,47.2,14.2
E00103546,17.1,17.9,37.9,27.1
E00103547,12.5,18.3,60.6,8.7
E00103548,8.4,21.4,55.7,14.5
E00103549,13.1,24.3,52.3,10.3
E00103550,15.3,15.3,53.4,15.9
E00103551,9.9,22.5,58.9,8.6
E00103552,8.3,28,56.1,7.6
E00103553,4.1,20,67.1,8.8
E00103554,10.8,19.9,56.8,12.5
E00103555,15.6,19.2,55.7,9.6
E00103556,10.2,28.6,53.1,8.2
E00103558,19.4,22.6,48.4,9.7
E00103559,13,19.1,57.4,10.5
E00103561,10.7,28.9,48.3,12.1
E00103562,13.5,19.5,55.5,11.5
E00103563,13.5,25.4,54.8,6.3
E00103564,13.4,21.4,62.5,2.7
E00103565,5.8,20.2,67.3,6.7
E00103566,15.6,22.3,52,10.1
E00103567,18.5,21.5,46.2,13.8
E00103568,6.5,24.3,60.4,8.9
E00103569,14.2,22.2,49.4,14.2
E00103570,6.5,21.5,63.6,8.4
E00103571,6.3,27.8,60.8,5.1
E00103572,8.2,17.1,61.2,13.5
E00103573,12.2,22.8,46.1,18.9
E00103574,16.6,19.4,55.4,8.6
E00103575,13.8,17.5,56.3,12.5
E00103576,10.5,24.8,55.6,9
E00103577,9.6,28.1,54.5,7.8
E00103578,20.1,22.1,49.4,8.4
E00103579,11.6,20.8,56.1,11.6
E00103580,16.1,27.4,43.5,12.9
E00103581,12.9,23.7,50.4,12.9
E00103582,18.3,19.8,50.4,11.5
E00103583,11,25.6,51.2,12.2
E00103584,13.8,23.1,44.4,18.8
E00103585,10.2,28.6,40.8,20.4
E00103586,16.6,20.7,44.1,18.6
E00103587,18.2,15.9,38.6,27.3
E00103588,21.1,19.3,38.6,21.1
E00103589,11.8,19.7,52,16.4
E00103590,15,19,55.8,10.2
E00103591,10.9,22.8,42.6,23.8
E00103592,17.3,22.7,45.5,14.5
E00103593,13.8,16.9,52.3,16.9
E00103594,7.4,23,54.1,15.5
E00103595,16.7,19,50,14.4
E00103596,20.8,24.7,37.7,16.9
E00103598,14.9,21.4,46.4,17.3
E00103599,12.7,16.7,53.3,17.3
E00103600,11.6,23.1,50.3,15
E00103603,8.7,26.2,53.5,11.6
E00103604,13.7,15.8,62.1,8.4
E00103605,16,23.6,46.2,14.2
E00103606,10.7,12.4,67.5,9.5
E00103608,11.9,19.5,57.6,11
E00103609,6.4,19.8,61.9,11.9
E00103610,18.2,16.2,44.4,21.2
E00103611,4.4,23.7,49.6,22.2
E00103612,17.8,12.2,56.7,13.3
E00103613,14,15,56.1,15
E00103614,14.4,19.8,56.1,9.6
E00103615,17.2,22.2,40.4,20.2
E00103616,16.2,23.5,44.9,15.4
E00103617,13.9,15.9,48.3,21.9
E00103619,15.9,24.4,47,12.8
E00103620,11.7,17.2,61.7,9.4
E00103621,15.9,22.5,45.7,15.9
E00103622,12.4,22.9,48.2,16.5
E00103623,15.6,16.4,57.8,10.2
E00103624,10.7,18.9,58,12.4
E00103625,11.8,15.8,56.6,15.8
E00103626,9.3,25.3,56,9.3
E00103627,10.6,25.9,57.6,5.9
E00103628,17.3,21.2,46.2,15.4
E00103629,7,21.1,60.5,11.4
E00103630,20.5,13.3,55.4,10.8
E00103631,12.3,20,56.9,10.8
E00103632,18.1,19,50.5,12.4
E00103633,10.2,23.8,51.7,14.3
E00103634,19.3,15.2,49.7,15.9
E00103635,14.7,14.7,52.7,18
E00103636,16.9,20.2,38.2,24.7
E00103637,15.6,19.9,44.7,19.9
E00103638,18.7,20,36,25.3
E00103639,18.2,21.2,47,13.6
E00103640,11.6,25,43.8,19.6
