areacd,in_full_time_education-001,in_full_time_education-002
E00025760,36,64
E00025761,39.6,60.4
E00025793,40.6,59.4
E00025997,38.7,61.3
E00025998,14.5,85.5
E00026006,16.7,83.3
E00026009,28,72
E00026012,9.2,90.8
E00026017,28.3,71.7
E00026019,12.1,87.9
E00026020,36.8,63.2
E00026023,29.8,70.2
E00026024,27.1,72.9
E00026025,35.4,64.6
E00026028,34.6,65.4
E00026032,18.6,81.4
E00026034,3.3,96.7
E00026454,28,72
E00026455,37.1,62.9
E00026457,35.2,64.8
E00026458,26.1,73.9
E00026460,20.2,79.8
E00026464,22.9,77.1
E00026465,45.6,54.4
E00026466,37.6,62.4
E00026468,19.5,80.5
E00026469,16.5,83.5
E00026470,35.4,64.6
E00026474,37.2,62.8
E00026475,34.8,65.2
E00026478,25.4,74.6
E00026479,24.9,75.1
E00026480,19.6,80.4
E00026481,20.2,79.8
E00026482,20.4,79.6
E00026483,14.4,85.6
E00026485,20.8,79.2
E00026487,23.5,76.5
E00026488,31.9,68.1
E00026575,12.8,87.2
E00026576,18,82
E00026577,17.8,82.2
E00026578,33.2,66.8
E00026579,19.2,80.8
E00026580,30.9,69.1
E00026581,26.7,73.3
E00026582,30,70
E00026583,13.6,86.4
E00026584,38.8,61.2
E00026585,22.3,77.7
E00026586,41.5,58.5
E00026587,23.9,76.1
E00026588,34.7,65.3
E00026589,29.2,70.8
E00026590,15.5,84.5
E00026591,21.7,78.3
E00026592,18.1,81.9
E00026593,21.7,78.3
E00026594,20.8,79.2
E00026595,38.8,61.2
E00026596,10.9,89.1
E00026597,17.2,82.8
E00026598,31.5,68.5
E00026599,35.9,64.1
E00026600,20.8,79.2
E00026601,15.6,84.4
E00026602,9.1,90.9
E00026603,20.6,79.4
E00026604,21.2,78.8
E00026605,17.4,82.6
E00026606,25,75
E00026608,13.4,86.6
E00026609,17.2,82.8
E00026610,12.6,87.4
E00026611,15.6,84.4
E00026613,21.3,78.7
E00026614,23.7,76.3
E00026615,18.9,81.1
E00026616,31.3,68.7
E00026617,34.9,65.1
E00026618,23.9,76.1
E00026619,19,81
E00026620,34.7,65.3
E00026621,19.5,80.5
E00026622,18.8,81.3
E00026623,21,79
E00026624,32.3,67.7
E00026625,16,84
E00026626,23.3,76.7
E00026627,34.7,65.3
E00026628,14.5,85.5
E00026629,34.1,65.9
E00026630,31.7,68.3
E00026631,20.7,79.3
E00026632,7.2,92.8
E00026634,28.2,71.8
E00026635,30.7,69.3
E00026636,24.8,75.2
E00026638,12.3,87.7
E00026639,33.2,66.8
E00026640,20.9,79.1
E00026641,17.4,82.6
E00026642,22.8,77.2
E00026643,31.2,68.8
E00026644,29.7,70.3
E00026645,30.9,69.1
E00026647,31,69
E00026648,36.6,63.4
E00026649,21,79
E00026650,23.3,76.7
E00026651,30.2,69.8
E00026652,34.1,65.9
E00026653,28.9,71.1
E00026654,28.8,71.2
E00026953,33.3,66.7
E00026954,41.8,58.2
E00026960,25.9,74.1
E00026962,34.4,65.6
E00026989,30.4,69.6
E00026992,18.1,81.9
E00026994,16.7,83.3
E00026995,21.8,78.2
E00026996,15.1,84.9
E00026997,27.2,72.8
E00026998,26.1,73.9
E00026999,19.8,80.2
E00027000,30.5,69.5
E00027001,19.3,80.7
E00027002,26.5,73.5
E00027003,21,79
E00027004,25,75
E00027005,19.4,80.6
E00027006,27.9,72.1
E00027007,26.7,73.3
E00027008,17.7,82.3
E00027009,25.6,74.4
E00027010,18,82
E00027047,29.4,70.6
E00027048,19.7,80.3
E00027049,15.9,84.1
E00027050,23.3,76.7
E00027051,26.8,73.2
E00027052,26.3,73.7
E00027053,21.1,78.9
E00027054,14.6,85.4
E00027055,23,77
E00027056,20,80
E00027057,22.7,77.3
E00027058,15.7,84.3
E00027059,19.6,80.4
E00027060,14.8,85.2
E00027061,27.4,72.6
E00027062,19.1,80.9
E00027063,27.8,72.2
E00027065,16,84
E00027066,20.7,79.3
E00027067,18.8,81.2
E00027068,19.8,80.2
E00027069,10.8,89.2
E00027070,16.1,83.9
E00027071,11.8,88.2
E00027072,22.8,77.2
E00027073,14.7,85.3
E00027074,23.8,76.2
E00027075,22.8,77.2
E00027076,12.6,87.4
E00027077,14.2,85.8
E00027078,15.5,84.5
E00027079,16.6,83.4
E00027097,29.3,70.7
E00027150,16.4,83.6
E00027151,13.1,86.9
E00027152,19.9,80.1
E00027153,13.2,86.8
E00027154,16.3,83.7
E00027155,21.5,78.5
