areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00025760,0,5.6,90.3,4
E00025761,2.2,2.9,94.9,0
E00025793,9.9,6.1,81.7,2.3
E00025997,4.9,14.8,73.8,6.6
E00025998,4.6,19.6,54.2,21.6
E00026006,20.3,56.6,22,1.1
E00026009,0.7,35.1,61.6,2.6
E00026012,34.2,58.9,5.1,1.9
E00026017,10.8,24.5,59.7,5
E00026019,77,10.8,10.8,1.4
E00026020,0.8,11.9,81.7,5.6
E00026023,0,38.5,56.7,4.8
E00026024,34.4,7.6,53.4,4.6
E00026025,0.9,4.3,86.3,8.5
E00026028,16.3,20.4,56.5,6.8
E00026032,0.7,11.1,78.5,9.6
E00026034,36,62.3,1.1,0.6
E00026454,3.4,44.1,41.9,10.6
E00026455,1.5,47.3,46.6,4.6
E00026457,7.6,57.9,23.4,11
E00026458,2.3,48.5,46.2,3.1
E00026460,32.2,33,30.4,4.3
E00026464,4,44.3,49.7,2
E00026465,2,41.5,42.9,13.6
E00026466,5.2,47.9,42.2,4.7
E00026468,0.8,24.4,73.2,1.6
E00026469,12.4,27.9,57.4,2.3
E00026470,0.7,21.1,72.1,6.1
E00026474,13.4,63.8,16.8,6
E00026475,0.6,47.5,48.8,3.1
E00026478,43.3,32.6,16.3,7.8
E00026479,54.1,18.3,22.9,4.6
E00026480,0,6.4,87.2,6.4
E00026481,0,8.3,85,6.7
E00026482,0,3.1,87.6,9.3
E00026483,0,5.1,83.9,11
E00026485,0.8,5.9,81.5,11.8
E00026487,2.7,21.2,71.7,4.4
E00026488,13.4,54.5,29.1,3
E00026575,6,17.3,57.1,19.5
E00026576,0.8,23.8,67.5,7.9
E00026577,0.8,32.8,42,24.4
E00026578,4.8,17.8,75.3,2.1
E00026579,8,22.6,65,4.4
E00026580,0,9.8,83.7,6.5
E00026581,9.9,9.9,64.9,15.3
E00026582,5.2,10.3,81.9,2.6
E00026583,48,30.6,19.4,2
E00026584,10.1,20.2,64,5.6
E00026585,1.6,12.3,77,9
E00026586,2.6,17.7,76.6,3.1
E00026587,1.5,7.4,85.3,5.9
E00026588,0.8,4.7,88.2,6.3
E00026589,0,6.6,90.2,3.3
E00026590,0,22.1,74.3,3.6
E00026591,1.3,35.3,54.9,8.5
E00026592,2.1,15.6,71.6,10.6
E00026593,16,18.3,53.8,11.8
E00026594,0,12.1,79.8,8.1
E00026595,0.8,6.5,89.5,3.2
E00026596,0,23.5,68.9,7.6
E00026597,0,14.8,72.2,13
E00026598,6.1,26.1,66.1,1.7
E00026599,0.8,8.3,85,6
E00026600,11.3,42.9,36.8,9
E00026601,1.9,18.1,61,19
E00026602,0,8.8,81.4,9.7
E00026603,2.9,11.5,73.4,12.2
E00026604,0.8,52.8,38.2,8.1
E00026605,8.7,27,51.6,12.7
E00026606,1.7,21.8,76.5,0
E00026608,0.8,5.1,86.4,7.6
E00026609,0,28,58.5,13.6
E00026610,0,4.4,78.9,16.7
E00026611,0.8,39,57.6,2.5
E00026613,0.8,38.2,51.2,9.8
E00026614,4.5,38.6,48.5,8.3
E00026615,1.6,12.1,77.4,8.9
E00026616,12.3,17.4,64.5,5.8
E00026617,0.8,29.5,65.9,3.8
E00026618,7.3,14.7,58.7,19.3
E00026619,31.9,37,30.4,0.7
E00026620,4.1,1.6,88.5,5.7
E00026621,1.7,41.7,46.1,10.4
E00026622,45.1,32,18.9,4.1
E00026623,2.3,25,66.7,6.1
E00026624,4.3,9.9,83.7,2.1
E00026625,1.7,7.4,81.8,9.1
E00026626,10.9,36.1,47.9,5
E00026627,1.5,27.3,69.7,1.5
E00026628,14.5,16.2,50.4,18.8
E00026629,4.1,17.4,73.6,5
E00026630,7.6,16.7,72.7,3
E00026631,50,16.1,30.5,3.4
E00026632,50,45.2,4.1,0.7
E00026634,10.4,31.6,51.5,6.5
E00026635,1.4,42.6,46.8,9.2
E00026636,11.2,56,29.9,3
E00026638,55.5,9.4,32,3.1
E00026639,8.8,37.7,47.2,6.3
E00026640,29.3,41.4,26.4,2.9
E00026641,33.8,43.8,20,2.3
E00026642,6.5,61.9,25.9,5.8
E00026643,3.1,52,33.1,11.8
E00026644,1.6,63.8,29.9,4.7
E00026645,33.6,28.6,27.1,10.7
E00026647,11.5,46.6,32.1,9.9
E00026648,8,68,21.6,2.4
E00026649,11.9,17.8,57.6,12.7
E00026650,40.5,13.5,42.9,3.2
E00026651,13,49.6,31.3,6.1
E00026652,0.7,12.1,79.4,7.8
E00026653,2.2,34.3,60.6,2.9
E00026654,8.3,49.2,30,12.5
E00026953,9.6,49.3,21.3,19.9
E00026954,0.9,27.7,50.9,20.5
E00026960,0,79.8,17.1,3.1
E00026962,0.7,73.6,22.1,3.6
E00026989,26.6,27.5,38.5,7.3
E00026992,7.7,18.3,60.6,13.5
E00026994,0,19.1,65.6,15.3
E00026995,20.2,23.3,51.2,5.4
E00026996,5.1,25.5,40.8,28.6
E00026997,35.3,41,17.3,6.4
E00026998,56.9,16.2,24.6,2.3
E00026999,3.7,24.8,57.8,13.8
E00027000,0.7,52.4,37.9,9
E00027001,14.7,25,52.6,7.8
E00027002,1.8,43.6,44.2,10.4
E00027003,0.9,28.3,62.8,8
E00027004,2.4,34.7,57.3,5.6
E00027005,0,48.1,45.4,6.5
E00027006,8.7,36.1,48.9,6.4
E00027007,15.8,34,41.1,9.1
E00027008,13.9,34.7,44.4,6.9
E00027009,32,25,40.6,2.3
E00027010,7.2,59.7,29.8,3.3
E00027047,0,19.4,76.3,4.3
E00027048,13.9,60.7,24.6,0.8
E00027049,0.9,29.6,60.9,8.7
E00027050,0,49.1,37.4,13.5
E00027051,2,47.3,41.9,8.8
E00027052,44.2,23.8,15.6,16.3
E00027053,0,45.5,51.5,3
E00027054,0,43.2,52.8,4
E00027055,0,28.2,68.7,3.1
E00027056,4.8,72.8,19.2,3.2
E00027057,2.2,42.5,47.8,7.5
E00027058,34.8,22.2,41.1,1.9
E00027059,0,7.6,87,5.3
E00027060,8.1,15.3,71.8,4.8
E00027061,2.1,40.7,48.3,9
E00027062,12.1,39.3,45.7,2.9
E00027063,4.5,67.3,25.6,2.6
E00027065,64.7,22.1,11,2.2
E00027066,0.7,22.4,66.4,10.5
E00027067,0,11.9,81,7.1
E00027068,0,51.6,37.9,10.5
E00027069,10.7,36.9,43.4,9
E00027070,0.9,5.5,81.7,11.9
E00027071,4.2,27.5,62.5,5.8
E00027072,11.3,48.9,32.6,7.1
E00027073,11.1,27.8,47.6,13.5
E00027074,1,7.8,87.4,3.9
