areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00025760,23,23.8,18,35.2
E00025761,19,22.6,20.4,38
E00025793,24.2,19.5,26.6,29.7
E00025997,20.3,21.1,21.1,37.4
E00025998,27.6,35.5,15.1,21.7
E00026006,56.5,30.4,7.1,6
E00026009,20.5,32.9,25.3,21.2
E00026012,62.7,26.6,7.6,3.2
E00026017,28.9,30.4,19.3,21.5
E00026019,82,8,5.3,4.7
E00026020,25.6,16.5,18,39.8
E00026023,23.8,31.4,18.1,26.7
E00026024,47.7,21.5,13.1,17.7
E00026025,23.3,21.6,19,36.2
E00026028,35.6,19.2,17.8,27.4
E00026032,24.6,36.6,15.7,23.1
E00026034,80.6,17.7,0.6,1.1
E00026454,24.7,27.5,15.2,32.6
E00026455,21.8,27.1,20.3,30.8
E00026457,25,19.4,29.2,26.4
E00026458,32.6,26.4,22.5,18.6
E00026460,47.8,23.9,16.8,11.5
E00026464,31.8,31.1,16.9,20.3
E00026465,21.4,14.5,20,44.1
E00026466,26,29.2,18.8,26
E00026468,31.7,35.8,15.8,16.7
E00026469,34.1,44.2,9.3,12.4
E00026470,24.7,24,19.3,32
E00026474,24.8,32.2,22.1,20.8
E00026475,21,31.5,21,26.5
E00026478,52.1,19.7,16.9,11.3
E00026479,61.8,11.8,8.2,18.2
E00026480,28.8,32.8,23.2,15.2
E00026481,18.2,39.7,21.5,20.7
E00026482,23.8,25.4,20,30.8
E00026483,29.9,33.3,17.9,18.8
E00026485,24.4,32.8,16.8,26.1
E00026487,28.8,34.2,18,18.9
E00026488,35.3,25,16.9,22.8
E00026575,31.1,34.1,14.8,20
E00026576,26.8,37.8,17.3,18.1
E00026577,19.7,48.5,12.9,18.9
E00026578,20.9,27,23,29.1
E00026579,30.9,29.5,18,21.6
E00026580,20.2,33.9,18.5,27.4
E00026581,27.1,27.8,18.8,26.3
E00026582,23.5,20.2,20.2,36.1
E00026583,71.7,17.2,3,8.1
E00026584,30.9,16.9,20.2,32
E00026585,22,39,13,26
E00026586,19.2,17.1,22.8,40.9
E00026587,18.4,33.1,23.5,25
E00026588,20.6,23,20.6,35.7
E00026589,22.3,25.6,19.8,32.2
E00026590,24.3,39.3,18.6,17.9
E00026591,20.7,39.3,24.7,15.3
E00026592,26.1,29,22.5,22.5
E00026593,37.6,24.1,18.2,20
E00026594,29.8,29,17.7,23.4
E00026595,22.8,23.6,20.5,33.1
E00026596,29.5,34.8,22.7,12.9
E00026597,18.1,37.9,23.3,20.7
E00026598,25,32.8,17.2,25
E00026599,23.3,21.8,19.5,35.3
E00026600,48.1,24.4,16.3,11.1
E00026601,29.2,34.9,18.9,17
E00026602,24.3,43.5,21.7,10.4
E00026603,25,29.4,21.3,24.3
E00026604,36.8,34.4,14.4,14.4
E00026605,35.8,33.3,13.8,17.1
E00026606,46.6,22,14.4,16.9
E00026608,24.2,35,20,20.8
E00026609,33.6,33.6,16.8,16
E00026610,30.4,39.1,17.4,13
E00026611,35.9,30.8,18.8,14.5
E00026613,36.6,33.3,11.4,18.7
E00026614,30.3,34.1,15.9,19.7
E00026615,25,35.5,23.4,16.1
E00026616,34.8,22.2,14.8,28.1
E00026617,28.8,24.2,20.5,26.5
E00026618,33.9,26.6,15.6,23.9
E00026619,54.3,23.9,8.7,13
E00026620,18.9,27,18.9,35.2
E00026621,28.3,31,21.2,19.5
E00026622,65,22.5,5,7.5
E00026623,29.9,32.8,17.2,20.1
E00026624,17.1,32.1,15,35.7
E00026625,30.8,34.2,19.2,15.8
E00026626,40.3,26.1,16,17.6
E00026627,19.1,29,22.9,29
E00026628,41,25.6,16.2,17.1
E00026629,19.5,35.8,16.3,28.5
E00026630,27.9,19.4,18.6,34.1
E00026631,63.6,16.1,6.8,13.6
E00026632,82.2,14.4,0.7,2.7
E00026634,38.2,22.7,15.9,23.2
E00026635,31.2,24.8,22.7,21.3
E00026636,37.6,21.8,26.3,14.3
E00026638,61.4,18.1,12.6,7.9
E00026639,30.8,22,21.4,25.8
E00026640,52.2,25.4,13,9.4
E00026641,54.6,23.1,14.6,7.7
E00026642,36,29.5,19.4,15.1
E00026643,29.7,30.5,17.2,22.7
E00026644,35.4,26,15,23.6
E00026645,41.8,13.5,17,27.7
E00026647,45,18.3,17.6,19.1
E00026648,25,27.4,22.6,25
E00026649,29.7,26.3,23.7,20.3
E00026650,54,19.8,11.1,15.1
E00026651,39.8,31.9,11.5,16.8
E00026652,24.5,17.5,16.1,42
E00026653,21.5,31.9,16.3,30.4
E00026654,39.7,21.5,13.2,25.6
E00026953,30.7,19,8,42.3
E00026954,15,8.8,12.4,63.7
E00026960,19.8,30.5,22.9,26.7
E00026962,25.5,23.4,20.4,30.7
E00026989,37.6,24.8,10.1,27.5
E00026992,21.2,38.5,21.2,19.2
E00026994,26.9,29.2,24.6,19.2
E00026995,45.3,24.2,10.9,19.5
E00026996,33.7,31.6,10.2,24.5
E00026997,50.9,22.6,8.2,18.2
E00026998,60,15.4,9.2,15.4
E00026999,24.3,38.3,14,23.4
E00027000,16.6,29,19.3,35.2
E00027001,25.6,32.2,21.5,20.7
E00027002,25.9,34,16.7,23.5
E00027003,23.5,40,17.4,19.1
E00027004,30.9,29.3,17.1,22.8
E00027005,29.1,31.8,17.3,21.8
E00027006,26.4,31.8,16.4,25.5
E00027007,36.4,24.4,16.7,22.5
E00027008,38.9,28.5,13.9,18.8
E00027009,51.6,19,12.7,16.7
E00027010,44.7,35.2,9.5,10.6
E00027047,21.1,27.1,20.3,31.6
E00027048,38.7,29,16.1,16.1
E00027049,24.3,34.8,16.5,24.3
E00027050,34.8,29.8,13.7,21.7
E00027051,18.9,29.1,22.3,29.7
E00027052,54.7,16.9,8.1,20.3
E00027053,29.6,27.6,28.6,14.3
E00027054,34.4,32.8,17.6,15.2
E00027055,25.6,32.3,18.8,23.3
E00027056,36.9,35.2,18,9.8
E00027057,20.3,41.4,12.8,25.6
E00027058,47.4,34,9.6,9
E00027059,31.1,22.7,23.5,22.7
E00027060,33.6,33.6,11.2,21.6
E00027061,31.7,26.2,11,31
E00027062,36.6,30.3,17.9,15.2
E00027063,29.5,30.1,21.2,19.2
E00027065,78.8,8.8,2.9,9.5
E00027066,29.7,29,19.4,21.9
E00027067,24.2,37.5,14.8,23.4
E00027068,31.7,35.8,16.3,16.3
E00027069,32.8,44.3,9,13.9
E00027070,26.5,38.1,9.7,25.7
E00027071,29.4,42,17.6,10.9
E00027072,41,18.1,18.8,22.2
E00027073,38.4,28,16,17.6
E00027074,23.3,29.1,21.4,26.2
E00027075,17.3,40.9,15.7,26
E00027076,29.8,32.5,24.6,13.2
E00027077,30.3,29.5,22.1,18
E00027078,24.1,34.8,21.4,19.6
E00027079,29.1,27.3,24.5,19.1
E00027097,25.3,19.5,14.3,40.9
E00027150,39.3,33,17.9,9.8
E00027151,22.6,51.3,15.9,10.3
E00027152,23.9,34.7,19.3,22.2
E00027153,58.5,21.3,11,9.1
E00027154,20.5,38.5,21.4,19.7
E00027155,35,31.4,15,18.6
E00027156,34.6,28.3,15,22
E00027157,24.6,35.1,17.9,22.4
E00027158,20.8,37.7,20,21.5
E00027159,44.4,26.2,14.3,15.1
E00027160,42.8,28.3,18.3,10.6
E00027161,42.9,27.8,15.1,14.3
E00027162,36.8,37.5,15.4,10.3
E00027163,24.8,38.8,16.5,19.8
E00027164,39.5,35.7,11.5,13.4
E00027165,46.6,30.1,13.5,9.8
E00027166,26.2,35.5,23.4,15
E00027167,25.4,33.3,19.8,21.4
E00027168,26.7,32.8,26.7,13.8
E00027169,30,35.5,21.8,12.7
E00027170,33.1,30.9,18.4,17.6
E00027171,29.7,38.1,16.9,15.3
E00027172,41.3,38.5,14.4,5.8
E00027173,32.8,33.6,20.6,13
E00027174,50,26.7,10.3,12.9
E00027175,38,38,14.5,9.5
E00027176,19.3,34.9,24.8,21.1
E00027177,63.3,20,7.8,8.9
