geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00006057,16.8,42.1,27.1,14
E00006058,32.9,41.9,20,5.2
E00006059,16,36.1,34.5,13.4
E00006060,13.3,41.8,28.6,16.3
E00006061,19.3,44.5,21.8,14.3
E00006062,21,37.7,31.9,9.4
E00006063,46.4,39.9,10.1,3.6
E00006064,39,32.6,18.4,9.9
E00006065,41.5,35.6,16.1,6.8
E00006066,42.7,39.3,12,6
E00006067,27.9,33.8,29.4,8.8
E00006068,58.2,31.8,7.6,2.4
E00006069,34.3,49.4,13.3,3
E00006071,28.7,52.8,13.9,4.6
E00006072,44,47.8,7.5,0.7
E00006073,43.7,39.2,14.6,2.5
E00006074,43.1,39.7,12.1,5.2
E00006075,34.7,36.1,20.8,8.3
E00006076,46.8,39.7,11.1,2.4
E00006077,38.1,32.4,23.7,5.8
E00006078,23.4,39.5,26.6,10.5
E00006079,12.6,39.4,32.3,15.7
E00006080,23.7,38.6,25.4,12.3
E00006081,43.4,35.5,16.3,4.8
E00006082,24.2,41.4,24.2,10.2
E00006083,40.1,32.8,20.4,6.6
E00006084,12.1,43.5,23.4,21
E00006085,29.3,43.1,14.7,12.9
E00006086,47.5,33.3,10.6,8.5
E00006087,60.9,31,6.3,1.7
E00006088,48,29.3,16.3,6.5
E00006089,34.1,43,17,5.9
E00006090,39.7,46.3,9.1,5
E00006270,32.8,39.8,21.1,6.3
E00006271,31.9,44.9,20.3,2.9
E00006272,33.5,51,10.3,5.2
E00006273,36.4,46.9,15.4,1.4
E00006274,20.3,47.5,24.6,7.6
E00006275,38.7,42.3,15.3,3.6
E00006276,25.2,52.9,19.3,2.5
E00006277,27.4,44.4,20,8.1
E00006278,33.6,42.9,16.8,6.7
E00006279,19.3,40.3,32.8,7.6
E00006280,27,43.4,25.4,4.1
E00006281,36.3,47.5,10.8,5.4
E00006282,35.5,40.2,20.6,3.7
E00006283,44.9,33.9,12.7,8.5
E00006284,18.6,43.2,28.8,9.3
E00006285,11.3,43.5,34.7,10.5
E00006286,24.1,57.1,15,3.8
E00006287,21.3,45.7,26.8,6.3
E00006288,32.4,51.4,11.7,4.5
E00006289,28.9,34.1,26.7,10.4
E00006290,31.7,47.2,19.7,1.4
E00006291,18.5,43.5,28.2,9.7
E00006292,39.2,47.9,11.5,1.4
E00006295,32.9,47.4,13.2,6.6
E00006296,41,40.2,15.6,3.3
E00006300,27,50.4,17,5.7
E00006301,27.7,45.4,15.6,11.3
E00006304,26.6,41.3,22.4,9.8
E00006305,35.1,44,15.7,5.2
E00006307,29.8,43.9,20.2,6.1
E00006308,29.8,40.5,21.5,8.3
E00006309,40.7,45.3,12,2
E00006310,36.4,35.5,22.7,5.5
E00006311,32.1,38.8,21.6,7.5
E00006312,23.8,56.2,19.2,0.8
E00006317,15.3,44.4,30.6,9.7
E00006318,17.1,47.9,23.9,11.1
E00006320,13.2,46.2,32.1,8.5
E00006322,28.7,43.4,19.9,8.1
E00006324,26.6,44.5,24.2,4.7
E00006327,23.1,52.9,19,5
E00006328,22.1,47.3,25.2,5.3
E00006329,34.2,52.1,8.5,5.1
E00006334,14.6,46.2,25.4,13.8
E00006337,23.1,51.3,23.1,2.6
E00006338,18.9,43.9,30.3,6.8
E00006340,11.8,46.2,30.3,11.8
E00006341,25.8,46.2,20.5,7.6
E00006342,30.3,39.3,21.4,9
E00006344,23.8,47.7,19.2,9.2
E00006347,18,52.5,27,2.5
E00006351,16.2,47.7,27.9,8.1
E00006443,18.8,43.6,26.5,11.1
E00006444,11.1,43.8,33.3,11.8
E00006445,18.8,37.5,24.2,19.5
E00006446,21.5,42.3,21.5,14.6
E00006447,17.1,41.1,30.2,11.6
E00006448,18.2,43.1,24.8,13.9
E00006449,17.9,35.8,31.1,15.2
E00006450,23.7,41,23.7,11.5
E00006451,20.5,38.5,31.1,9.8
E00006452,13.5,38.9,29.4,18.3
E00006453,17.2,35.9,31.3,15.6
E00006454,36.3,37.9,17.7,8.1
E00006455,23.5,40.9,21.5,14.1
E00006456,22.8,34.6,30.1,12.5
E00006457,19,38.8,27.2,15
E00006458,22.6,33.8,32.3,11.3
E00006459,36,41.4,17.1,5.4
E00006460,17.6,37.3,33.1,12
E00006462,30.8,36.9,23.8,8.5
E00006464,41.4,36.4,16.4,5.7
E00006465,15.7,41.3,30.6,12.4
E00006466,20.2,49.2,22.6,8.1
E00006467,14.8,55.7,22.1,7.4
E00006468,17.2,39.3,32,11.5
E00006469,21.6,44.6,20.1,13.7
E00006470,21,38.7,31.9,8.4
E00006471,27.2,46.3,16.7,9.9
E00006472,21.6,43.2,23.7,11.5
E00006473,37.8,37.8,15.2,9.1
E00006522,25.5,40,26.4,8.2
E00006541,18.8,49.2,27.3,4.7
E00006543,19.5,43.1,26.8,10.6
E00006545,33.6,49.3,15.6,1.4
E00006546,14.7,42.3,26.3,16.7
E00006548,23.9,48.6,18.3,9.2
E00006549,23.5,57.1,16.8,2.5
E00006555,41.9,45.9,11,1.2
E00006556,27.1,47.1,23.2,2.6
E00006557,39.8,42.5,15.1,2.7
E00006558,23.3,52.6,18,6
E00006559,18.4,52,19.2,10.4
E00006560,28.5,40.9,19,11.7
E00006561,29.4,42.2,20.6,7.8
E00006562,43.5,41.5,12.2,2.7
E00006563,15.5,51.9,25.6,7
E00006564,38.8,39.7,15.5,6
E00006565,44.1,37.6,16.5,1.8
E00006566,43.9,39.5,12.3,4.4
E00006567,36.2,46.2,15.4,2.3
E00006568,34.1,46.2,15.9,3.8
E00006569,27.7,47.7,15.4,9.2
E00006570,16.2,54.7,24.3,4.7
E00006571,25.2,50.4,17.9,6.5
E00006572,25.8,42.2,22.7,9.4
E00006573,31.5,49.6,15.7,3.1
E00006574,18.5,44.5,28.6,8.4
E00006575,48.8,28.9,17.4,5
E00006576,21.4,54.8,18.3,5.6
E00006577,25.3,46.4,23.7,4.6
E00006578,20.8,51.2,22.4,5.6
E00006579,39.1,35.9,22.7,2.3
E00006580,37.9,45,15.4,1.8
E00006581,16.4,48.4,26.2,9
E00006582,22.3,48,23,6.8
E00006583,32.9,48.8,13.5,4.8
E00006585,45.1,36.9,15.6,2.5
E00006586,20.4,50.4,21.2,8
E00006587,14.2,45.7,29.9,10.2
E00006588,32.7,42.8,18.9,5.7
E00006589,32.6,50,13.6,3.8
E00006590,36.3,45.2,13.7,4.8
E00006591,31.8,41.7,20.5,6.1
E00006592,25.6,40.8,22.4,11.2
E00006593,18.4,53.6,19.2,8.8
E00006594,22,43.3,28,6.7
E00006595,29.5,50,16.4,4.1
E00006596,26.5,47.8,18.4,7.4
E00006597,36.8,46.1,11.8,5.3
E00006598,32.3,46.9,19.2,1.5
E00006599,35.8,33.6,23.9,6.7
E00006600,38.8,41.2,17.6,2.4
E00006601,15.2,40,28.8,16
E00006602,22.2,42.2,23.7,11.9
E00006603,23.8,51.5,20,4.6
E00006604,42.7,38.2,13.6,5.5
E00006605,27,54.1,15.6,3.3
E00006606,41.1,38.8,14.7,5.4
E00006607,29.9,35,26.5,8.5
E00006608,43.3,48.5,6.7,1.5
E00006609,34.1,48.8,12.4,4.7
E00006610,22,45.7,23.6,8.7
E00006611,15.1,36.5,31,17.5
E00006612,26.4,40.8,24.8,8
E00006613,28,52,14.4,5.6
E00006614,37.4,42.6,13.9,6.1
E00006615,40,53,7,0
E00006616,47,40.2,10.3,2.6
E00006617,41.1,50.8,6.5,1.6
E00006618,20.4,40.9,27.7,10.9
E00006619,15.9,45.1,28.3,10.6
E00006620,32.2,53.4,8.5,5.9
E00006621,23,43.7,22.2,11.1
E00006622,22.4,51.5,19.4,6.7
E00006623,20.8,45.8,25,8.3
E00006624,26.2,33.6,25.4,14.8
E00006625,26.9,40.3,27.7,5
E00006626,14,39.5,34.1,12.4
E00006627,11.3,41.7,35.7,11.3
E00006628,47.5,38.5,13.1,0.8
E00006629,41.4,39.1,15,4.5
E00006630,16.3,42.6,29.5,11.6
E00006631,30,47.5,19.2,3.3
E00006632,36.8,40.8,18.4,4
E00006633,41.7,48,8.7,1.6
E00006634,37.7,47.6,11,3.7
E00006635,38.2,47.2,8.9,5.7
E00006636,34.6,47.1,14.7,3.7
E00006637,26.9,55.4,14.6,3.1
E00006638,30.1,47.4,16.5,6
E00006639,33.6,47.5,16.4,2.5
E00006640,52.8,34.4,10.4,2.4
E00006664,23.4,37.6,22,17
E00006665,20.2,43.9,21.1,14.9
E00006668,29,37.9,24.8,8.3
E00006761,33.3,46.7,15,5
E00006763,47.7,34.6,14.4,3.3
E00006764,34.3,35.7,21,9.1
E00006766,39.8,43.1,13,4.1
E00006767,39.7,37.5,14.7,8.1
E00006771,51.5,26.5,18.9,3
E00006772,42.6,33.8,19.1,4.4
E00006773,36,40.8,16.8,6.4
E00006774,47.8,32.1,14.5,5.7
E00006776,42.4,39.2,12.8,5.6
E00006777,35.3,42.4,15.1,7.2
E00006778,44.3,40.7,8.6,6.4
E00006782,27.8,42.9,18,11.3
E00006783,40.3,34.9,16.3,8.5
E00006785,32,46.9,14.8,6.3
E00006786,22.7,37.9,28,11.4
E00011050,24.4,45.8,24.4,5.3
E00011068,11,37.6,40.4,11
E00011072,44.6,38.8,14,2.5
E00011073,33.1,37,23.6,6.3
E00011074,30.8,47.5,18.3,3.3
E00011075,31.1,46.7,18,4.1
E00011076,46.2,31.7,18.3,3.8
E00011077,16.6,45.5,30.3,7.6
E00011082,9.4,35,37.6,17.9
E00011083,33.3,45.7,14.5,6.5
E00011084,11.2,44.8,28.8,15.2
E00011085,35.3,42.9,16.5,5.3
E00011086,14.2,50,23.9,11.9
E00011087,11.3,43.5,31.5,13.7
E00011088,16.4,40.9,32.7,10
E00011089,18.5,44.5,24.4,12.6
E00011090,22.2,40.2,29.1,8.5
E00011091,19.8,56.4,19.8,4
E00011092,16,40.5,30.5,13
E00011093,30,38.6,24.3,7.1
E00011094,18.6,43.2,27.1,11
E00011095,15.1,42.5,34.9,7.5
E00011096,40,40.8,14.6,4.6
E00011097,17.4,38,33.1,11.6
E00011098,16.4,42.1,32.1,9.3
E00011099,13.3,42.5,32.5,11.7
E00011100,11.5,51.6,29.5,7.4
E00011101,14,48.2,28.9,8.8
E00011102,33.3,41.9,19.7,5.1
E00011103,14.3,34.8,34.2,16.8
E00011104,35.6,38.6,19.7,6.1
E00011107,20.8,52,20.8,6.4
E00011108,33,45.2,18.3,3.5
E00011109,32.3,48.4,16.1,3.2
E00011110,33.1,46.3,14.7,5.9
E00011112,45.8,42.5,10,1.7
E00011941,17.4,39.1,28.3,15.2
E00011942,14.4,37.1,33.3,15.2
E00011943,15.6,41.3,30,13.1
E00011944,15.5,38,27.1,19.4
E00011945,26.2,43,22.1,8.7
E00011946,16.3,42.3,26.8,14.6
E00011947,26.2,44.3,15.6,13.9
E00011948,10.9,47.7,27.3,14.1
E00011949,24.4,38.5,26.7,10.4
E00011950,46.3,44.5,7.3,1.8
E00011951,14.7,41.9,33.3,10.1
E00011952,15,38.1,32.7,14.2
E00011953,22,42.4,22.7,12.9
E00011954,17.1,32.9,32.1,17.9
E00011955,16,50.4,24.8,8.8
E00011956,12.7,40.5,27,19.8
E00011957,12.8,42.6,28.4,16.3
E00011958,15.4,39,27.6,17.9
E00011959,28.3,45.5,16.6,9.7
E00011960,57.3,28,8.7,6
E00011961,25.8,40.3,25,8.9
E00011962,24.4,48.9,17.6,9.2
E00011963,31.4,47.5,13.6,7.6
E00011964,28.4,34.5,25.7,11.5
E00011965,23.1,44,27.6,5.2
E00011966,32.6,48.1,17.1,2.3
E00011967,22.6,48.4,26.5,2.6
E00011968,20.3,40.5,26.8,12.4
E00011969,22.9,56.5,14.5,6.1
E00011970,19.5,34.4,30.5,15.6
E00011971,19.1,50,26.5,4.4
E00011972,33,41.5,17.9,7.5
E00011973,24.6,43.5,23.2,8.7
E00011975,31.1,40.4,22.5,6
E00011977,14.7,40.5,30.2,14.7
E00011978,27.7,39,24.5,8.8
E00011979,26.7,39.7,20.7,12.9
E00011986,39.8,37.3,17.8,5.1
E00011987,24.2,50,18.9,6.8
E00011988,32.1,47.3,12.5,8
E00011991,25.2,41.7,25.8,7.3
E00011993,13.4,40.1,37.6,8.9
E00011994,27.6,42.5,20.5,9.4
E00011995,21.6,47.7,26.1,4.6
E00011996,17.7,40.8,30,11.5
E00011997,18.3,44.2,22.5,15
E00011998,22.6,41.1,25.8,10.5
E00011999,33.8,45.6,11,9.6
E00012001,26.2,52.4,15.9,5.6
E00012003,18,38.3,33.8,9.8
E00012004,35.4,42.3,20,2.3
E00012005,15.6,43.8,28.1,12.5
E00012006,19.6,40.6,28.3,11.6
E00012007,48.1,34.6,12,5.3
E00012008,16.1,40.6,34.3,9.1
E00012009,29,40.3,20.2,10.5
E00012010,28.5,32.3,31.5,7.7
E00012059,13,49.3,24.6,13
E00012060,12.7,40.5,31,15.9
E00012062,11.1,52.6,28.1,8.1
E00012079,43.9,33.8,16.9,5.4
E00012080,13.9,46.5,29.2,10.4
E00012081,10.2,39.1,39.1,11.7
E00012082,22.1,43.4,21.3,13.1
E00012083,20.9,40,26.1,13
E00012084,22.8,41.6,26.4,9.1
E00012085,15.7,35.1,32.8,16.4
E00012086,11.8,38.7,37,12.6
E00012087,18.5,29.6,34.1,17.8
E00012088,9,33.6,37.7,19.7
E00012089,19.2,49.6,24,7.2
E00012091,20.3,29.4,39.2,11.2
E00012092,15.2,35.9,27.6,21.4
E00012093,7.5,34.2,38.3,20
E00012094,19.8,49.6,25.6,5
E00012095,17.5,35.7,28.6,18.3
E00012096,16,33.6,34.5,16
E00012097,15.3,27.1,44.1,13.6
E00012098,17.6,52.8,24.8,4.8
E00012099,28.3,44.1,19.7,7.9
E00012100,25.9,51.9,20,2.2
E00012101,17.4,45.5,28.1,9.1
E00012102,21.9,43.8,27,7.3
E00012103,39,46.7,11.4,2.9
E00012104,20.5,44.1,24.4,11
E00012105,14.6,36.9,26.9,21.5
E00012106,19.6,38.5,24.5,17.5
E00012107,13,29.8,32.8,24.4
E00012108,12.2,35.9,26,26
E00012109,16.9,34.6,38.2,10.3
E00012110,23.7,40.7,26.3,9.3
E00012111,10.5,30.7,33.3,25.4
E00012112,43.2,47.7,8.3,0.8
E00012210,19.8,49.6,22.9,7.6
E00012211,12.5,33.8,39.7,14
E00012237,15.4,41.2,32.4,11
E00012238,10.9,41.8,33.6,13.6
E00012264,6.9,45.7,37.1,10.3
E00012265,14.1,46.5,29.6,9.9
E00012269,13.6,42.4,37.6,6.4
E00012271,6.6,54.1,31.1,8.2
E00012272,6.1,50.4,33,10.4
E00012420,17.6,50.9,25.9,5.6
E00012421,12.1,47.7,30.3,9.8
E00012422,28.9,55.3,13.8,2
E00012423,13.6,47.7,29.5,9.1
E00012424,43.3,39.4,16.5,0.8
E00012425,10.1,52.7,27.1,10.1
E00012426,19.8,42.9,26.2,11.1
E00012427,24.1,49.1,22.4,4.3
E00012428,18.6,49.7,24.9,6.8
E00012431,19.2,46.4,27.2,7.3
E00012432,34.2,44.1,16.4,5.3
E00012433,28.7,44.9,24.3,2.2
E00012434,28.4,58.6,9.5,3.4
E00012435,19.6,52.2,20.3,8
E00012436,18.8,49,23.5,8.7
E00012437,17.5,43.4,25.2,14
E00012438,11.9,54.5,23.1,10.4
E00012439,17.1,48,25.2,9.8
E00012441,27.8,47,21.7,3.5
E00012445,14.6,48.2,28.5,8.8
E00012446,11.9,43.2,28.8,16.1
E00012447,11.6,37.5,38.4,12.5
E00012448,10,47.7,28.5,13.8
E00012449,12.3,48.5,30,9.2
E00012450,14.2,48.9,26.2,10.6
E00012451,12.2,48.1,31.3,8.4
E00012452,17.5,38.3,33.3,10.8
E00012453,11.6,49,32,7.5
E00012454,12.3,52.9,31.2,3.6
E00012455,17.9,56,18.5,7.7
E00012456,22.9,29.5,33.3,14.3
E00012457,17.6,40.5,29.8,12.2
E00012458,15.7,33.1,31.4,19.8
E00012459,33.5,39.8,22.4,4.3
E00012460,8.9,28.6,38.4,24.1
E00012461,29.3,51,18.4,1.4
E00012462,19,37.2,25.6,18.2
E00012463,28.3,36.7,23.3,11.7
E00012465,23.5,42.9,14.3,19.3
E00012466,50.3,32.7,10.5,6.4
E00012467,42.2,48.1,5.9,3.7
E00012468,28.9,44.5,20.3,6.3
E00012469,43.8,41.4,12.5,2.3
E00012470,25.7,40,27.9,6.4
E00012471,32,31.1,26.2,10.7
E00012480,16.3,44.8,25.6,13.4
E00012481,46.3,26.6,14.4,12.8
E00012482,22.1,46.6,22.1,9.2
E00012483,37,33.1,17.3,12.6
E00012485,35.2,48.3,11.7,4.8
E00012486,52.9,31.9,10.1,5
E00012487,38.7,27,25.2,9.2
E00012488,27.5,45.8,20.3,6.5
E00012489,37.3,32.4,20.6,9.8
E00012490,29,30.2,31.5,9.3
E00012639,20.3,42.8,29,8
E00012640,31.2,46.5,19.1,3.2
E00012641,13.2,45.7,32.5,8.6
E00012642,13.7,41.1,33.9,11.3
E00012643,24.8,56.8,11.2,7.2
E00012644,17.6,28.4,34.3,19.6
E00012645,15.2,37.4,37.4,10.1
E00012646,15.8,37.7,29.8,16.7
E00012647,30.5,43.5,19.1,6.9
E00012648,12.1,39.3,34.6,14
E00012649,25.8,44.2,20.8,9.2
E00012650,20.8,39.2,28.3,11.7
E00012651,15.3,39.5,29,16.1
E00012652,22,45.8,24.6,7.6
E00012653,36.3,40,19.3,4.4
E00012654,40.9,38.6,15.2,5.3
E00012656,32.7,46.7,17.8,2.8
E00012657,20.7,48.8,23.1,7.4
E00012658,8.2,45.1,26.2,20.5
