geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00112696,4.8,50,33.9,11.3
E00112697,6.4,35.1,47.9,10.6
E00112698,7,40,27.8,25.2
E00112699,1.4,40.8,40.8,16.9
E00112700,3,27.3,47,22.7
E00112701,2.3,39.8,38.1,19.9
E00112702,28.1,44.9,18,9
E00112703,30,44,15,11
E00112704,17.8,34.7,32.2,15.3
E00112705,28.5,37.2,25.5,8.8
E00112706,17.6,45.4,21.3,15.7
E00112707,11.7,40.6,33.6,14.1
E00112708,10.8,43.2,30.2,15.8
E00112709,15.8,50.7,27.4,6.2
E00112710,3,22.6,48.1,26.3
E00112711,14.1,40.8,31.7,13.4
E00112712,6,45.9,30.1,18
E00112714,0.7,43.3,41,14.9
E00112719,10.5,41.2,34,14.4
E00112721,24.3,51.4,19.6,4.7
E00112722,14.9,52.1,28.1,5
E00112723,7,39.1,36.7,17.2
E00112724,13.8,46.6,33.9,5.8
E00112725,12.1,48.9,31,8
E00112726,8.8,50.4,32.8,8
E00112728,24.3,43.1,22.9,9.7
E00112851,7.1,37.9,38.5,16.5
E00112852,8,37.7,39.5,14.8
E00112854,3.1,38.3,37.7,21
E00112855,9.4,34.4,39.1,17.2
E00112856,6.7,36.4,33.3,23.6
E00112887,10.1,39.5,37.2,13.2
E00112888,30.4,42,17.4,10.1
E00112889,49.2,34.9,13.5,2.4
E00112890,9.9,38,42.1,9.9
E00112891,7.8,46.6,31.9,13.8
E00112894,15.5,42.3,28.9,13.4
E00112895,26.3,48.2,22.6,2.9
E00112897,10.7,51.9,28.2,9.2
E00112898,13.4,45.5,27.6,13.4
E00112905,5,30.8,44,20.1
E00112906,10.7,26.8,42.9,19.6
E00112907,6.7,29.2,43.8,20.2
E00112908,6.1,33.7,36.7,23.5
E00112910,6.2,29,41.4,23.5
E00112911,4.8,29.8,47,18.5
E00112954,3.8,32.4,41.6,22.2
E00145138,6.6,31.4,38.8,23.1
E00145139,5.2,27.6,51.5,15.7
E00145140,7.9,45.3,34.5,12.2
E00145141,4,28,40,28
E00145142,12.2,37.1,36.3,14.3
