geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00112696,7.5,23.9,38.8,29.9
E00112697,12.6,25.3,44.2,17.9
E00112698,20,22.5,32.5,25
E00112699,12.2,13.5,47.3,27
E00112700,15.1,17.8,38.4,28.8
E00112701,10.1,23.2,42,24.6
E00112702,6.8,12.2,50,31.1
E00112703,9.1,25.8,50,15.2
E00112704,10.9,22.7,51.3,15.1
E00112705,21.8,16.7,44.9,16.7
E00112706,19.5,12.6,52.9,14.9
E00112707,12.2,23,56.8,8.1
E00112708,9,22.8,49.7,18.6
E00112709,16.5,22.9,45,15.6
E00112710,14,25.5,40.1,20.4
E00112711,18,20.1,52.5,9.4
E00112712,13,19.5,55.2,12.3
E00112714,20,19.1,43.6,17.3
E00112719,10.4,18.1,60.1,11.4
E00112721,11.9,16.4,46.3,25.4
E00112722,15.8,25.7,40.6,17.8
E00112723,19.6,20.6,37.1,22.7
E00112724,12.7,19,55.3,13.1
E00112725,13.1,13.6,60.2,13.1
E00112726,10.9,21.7,57.6,9.8
E00112728,15.9,16.7,49.2,18.2
E00112851,12.9,18,49.5,19.6
E00112852,9.3,22.7,48,20
E00112854,17.2,15.9,49,17.8
E00112855,13.1,16.4,62.3,8.2
E00112856,12.4,18.1,49.7,19.7
E00112887,16,20.2,49.1,14.7
E00112888,9.7,17.2,61.3,11.8
E00112889,22.1,22.1,48.5,7.4
E00112890,11.6,21.9,52.1,14.4
E00112891,12,17,52,19
E00112894,12.6,17.2,60.3,9.8
E00112895,10.3,10.3,60.9,18.4
E00112897,6.8,19.7,51.5,22
E00112898,10.2,16.8,63.5,9.5
E00112905,17.4,16.9,52.3,13.3
E00112906,22,17.4,44,16.5
E00112907,18.9,11.6,47.4,22.1
E00112908,14.1,22.2,43.4,20.2
E00112910,15,19.4,54.2,11.5
E00112911,10.2,15.9,59.1,14.8
E00112954,16.1,18.9,46.1,18.9
E00145138,14.1,10.1,59.1,16.8
E00145139,9.2,24.6,47.7,18.5
E00145140,11.7,24.1,50.4,13.9
E00145141,8.8,20.9,46.2,24.2
E00145142,11.4,19.9,54.1,14.6
E00145143,16,22.7,44.3,17
E00145144,12.7,21.2,51.5,14.5
E00145145,14.2,11.2,57.5,17.2
E00145146,13.4,21.6,47.4,17.5
E00145220,16,12.3,50.8,20.9
E00145221,15.6,19.5,44.5,20.3
E00145222,13.8,17.9,47.2,21.1
E00145223,24.1,13.9,42.6,19.4
E00145224,13.4,21,48.3,17.2
E00146496,14.2,17.6,49.3,18.9
E00146497,11.9,16.9,58.5,12.7
E00146498,15,11.3,56.3,17.5
E00146499,8.2,25.1,46.8,19.9
E00146500,12.2,16.3,49,22.4
E00146501,13.9,15.3,51.8,19
E00146502,10.8,17.6,53.2,18.5
E00146568,17.5,16.1,43.1,23.4
E00146569,16.3,24.5,47.6,11.6
E00146570,14.2,21.3,55.1,9.4
E00146571,10.8,13.3,54.2,21.7
E00146572,20.8,16.7,49,13.5
E00146573,12.7,20,50.9,16.4
E00146574,11.3,26,46.3,16.4
E00146575,15.7,19.7,52,12.6
E00146576,10.2,17.8,62.4,9.6
E00146577,14.8,18.8,53.1,13.3
E00146578,11.1,19.6,60.8,8.5
E00146579,10.5,16.8,58,14.7
E00146580,10.1,14.1,59.6,16.2
E00146581,19.1,25.8,48.3,6.7
E00146582,15.4,25.3,51.6,7.7
E00146583,8.4,17.3,63.7,10.6
E00146584,17.2,16.1,54.8,11.8
E00146585,17.7,15.6,55.2,11.5
E00146586,18.8,18.8,58,4.3
E00146587,11.9,19.8,59.5,8.7
E00146588,12.7,19.1,43.6,24.5
E00146589,14.6,21.1,53.7,10.6
E00146590,12.5,22.5,60,5
E00146591,15.4,20.6,55.1,8.8
E00146592,11.8,12.4,63.4,12.4
E00146593,11.2,19.9,60.7,8.2
E00146594,10.1,24.7,58.2,7
E00146595,13.8,23.3,56,6.9
E00146596,10.1,18,64.6,7.4
E00146598,15.6,19.5,53.2,11.7
E00146599,13.9,16.4,63.9,5.7
E00146600,16.5,29.6,48.7,5.2
E00146601,15.1,14.3,57.9,12.7
E00146602,13.6,20.7,54.4,11.2
E00146603,10,18.7,61.3,10
E00146605,9.1,18.3,58.5,14
E00146606,12.8,15.6,61.1,10.4
E00146607,13.8,12.6,62.9,10.8
E00146608,14.4,23.2,43.2,19.2
E00146609,14.7,24.8,52.3,8.3
E00146654,8.5,18.8,56.4,16.2
E00146661,12.7,19.1,49,19.1
E00146662,10.6,16.7,45.5,27.3
E00146663,16.4,20,51.8,11.8
E00146664,13,20.8,41.6,24.7
E00146665,15.6,22.7,44.5,17.2
E00146666,10.2,22.4,55.8,11.6
E00146667,16.2,8.1,46.5,29.3
E00146668,11.6,23.2,54.1,11.1
E00146669,10.6,16.9,51.7,20.8
E00146670,14.9,11.5,55.7,17.8
E00146671,12.4,25.7,41.9,20
E00146672,15.1,18.7,53.2,12.9
E00146673,13.5,18.1,45.2,23.2
E00146674,9.4,17.9,58.1,14.5
E00146675,15.9,20.6,53.2,10.3
E00146676,25,15.3,41.7,18.1
E00146677,12.5,15,51.7,20.8
E00146678,15.2,21.2,48.5,15.2
E00146679,13.9,20.6,52.8,12.8
E00146680,12.7,21.2,52.1,13.9
E00146681,17.4,16.8,51.6,14.2
E00146682,10.3,20,61.3,8.4
E00146683,12.7,17.6,60.5,9.3
E00146705,13.8,22.5,53.6,10.1
E00146706,12.1,22.6,49.5,15.8
E00146707,13.2,22,50.5,14.3
E00146708,11.4,15.4,64.2,8.9
E00146709,7.1,21.2,60.6,11.2
E00159008,9.9,25.4,47.9,16.9
E00159010,9.3,25.8,54.3,10.6
E00159012,9.8,15.8,53.4,21.1
E00159013,17,17,45.3,20.8
E00159014,8.4,20.5,53,18.1
E00159016,22.2,20.7,40.9,16.3
E00159105,10.5,16.7,50.9,21.9
E00159107,13.7,18,49.2,19.1
E00159109,14.2,17.4,49,19.4
E00159110,13.2,17.1,52,17.8
E00159111,17.9,23.6,39.6,18.9
E00159112,14.3,24.3,47.1,14.3
E00159113,16,20.7,46.7,16.7
E00168925,17.4,13,56.5,13
E00168926,8.6,16.4,62.1,12.9
E00168927,0,21.9,57.5,20.5
E00169069,13.1,10.3,61.7,14.9
E00169070,10.5,17.6,54.7,17.2
E00172277,17.3,20,51.3,11.3
E00185896,5.9,20.9,61.9,11.4
E00185923,10,20.5,65.3,4.2
E00186330,12.1,15,57.2,15.6
E00186336,8.2,17.7,60.9,13.2
E00186344,14.1,22.9,48.2,14.7
E00186374,12.9,20.5,51.3,15.2
E00186376,9.5,19,58.1,13.3
E00186420,12.9,16.8,54.3,16.1
E00186432,8.6,17.8,59.2,14.5
E00186438,10.5,23.8,58.1,7.6
E00186440,7,4.2,74.6,14.1
E00186463,10.8,22.6,54.7,11.8
E00186465,10.3,17.6,55.8,16.4
E00186498,15.1,18.9,47.2,18.9
