geography_code,disability_3a-001,disability_3a-002
E02000984,12.6,87.4
E02000985,16.9,83.1
E02000986,16.3,83.8
E02000987,24.3,75.7
E02000988,19,81
E02000989,17.9,82.1
E02000990,16,84
E02000991,15.8,84.2
E02000992,17.4,82.6
E02000993,20.5,79.5
E02000994,17.6,82.4
E02000995,18.6,81.4
E02000996,24,76
E02000997,19.7,80.3
E02000998,15.6,84.4
E02000999,23.8,76.2
E02001000,21.2,78.8
E02001001,15.3,84.7
E02001002,20.5,79.5
E02001003,14.7,85.3
E02001004,15.3,84.7
E02001005,15.6,84.4
E02001006,14.6,85.4
E02001007,20.9,79.1
E02001008,15.3,84.7
E02001009,18.1,81.9
E02001010,17.9,82.1
E02001011,15.3,84.7
E02001012,15.1,84.9
E02001013,17.1,82.9
E02001014,21.8,78.2
E02001015,23.8,76.2
E02001016,21.9,78.1
E02001017,18,82
E02001018,16.2,83.8
E02001019,16.3,83.7
E02001020,16.2,83.8
E02001021,17.3,82.7
E02001022,21.9,78.1
E02001023,18.2,81.8
E02001024,16.8,83.2
E02001025,22.3,77.7
E02001026,17.3,82.7
E02001027,19.6,80.4
E02001028,16.6,83.4
E02001029,18.4,81.6
E02001030,16.1,83.9
E02001031,18.1,81.9
E02001032,21.3,78.7
E02001033,18,82
E02001034,25.3,74.7
E02001035,16.8,83.2
E02001036,17.5,82.5
E02001037,16.8,83.2
E02001038,21.7,78.3
E02001039,19.8,80.2
E02001040,19,81
E02001041,20.2,79.8
E02001042,17.3,82.7
E02001043,20.4,79.6
E02001044,13,87
E02001045,22.2,77.8
E02001046,19.5,80.5
E02001047,21.7,78.3
E02001048,16.7,83.3
E02001049,19.8,80.2
E02001050,17.8,82.2
E02001051,17,83
E02001052,14.3,85.7
E02001053,19.7,80.3
E02001055,22.2,77.8
E02001056,21.9,78.1
E02001059,18.2,81.8
E02001061,19.1,80.9
E02001062,16.6,83.4
E02001063,14.7,85.3
E02001064,18.6,81.4
E02001065,18,82
E02001066,15.8,84.2
E02001067,17.2,82.8
E02001068,14.9,85.1
E02001069,14.6,85.4
E02001070,16.4,83.6
E02001072,18,82
E02001073,16,84
E02001074,19.3,80.7
E02001075,16.3,83.7
E02001076,14.9,85.1
E02001077,15.7,84.3
E02001078,16.9,83.1
E02001079,19.3,80.7
E02001080,16.3,83.7
E02001081,15.9,84.1
