geography_code,heating_type_3a-001,heating_type_3a-002
E02000984,0.5,99.5
E02000985,0.6,99.4
E02000986,1.3,98.7
E02000987,1,99
E02000988,1.8,98.2
E02000989,0.6,99.4
E02000990,1.3,98.7
E02000991,1.8,98.2
E02000992,1.1,98.9
E02000993,1.3,98.7
E02000994,2.3,97.7
E02000995,1,99
E02000996,1.7,98.3
E02000997,0.6,99.4
E02000998,3.5,96.5
E02000999,1.8,98.2
E02001000,2.2,97.8
E02001001,1.8,98.2
E02001002,1.6,98.4
E02001003,0.7,99.3
E02001004,2.1,97.9
E02001005,1.9,98.1
E02001006,2,98
E02001007,1.1,98.9
E02001008,2,98
E02001009,1.8,98.2
E02001010,1.9,98.1
E02001011,1.4,98.6
E02001012,1.3,98.7
E02001013,0.8,99.2
E02001014,1.1,98.9
E02001015,1.5,98.5
E02001016,1.6,98.4
E02001017,1.2,98.8
E02001018,0.7,99.3
E02001019,1.3,98.7
E02001020,0.4,99.6
E02001021,0.7,99.3
E02001022,0.9,99.1
E02001023,0.5,99.5
E02001024,0.7,99.3
E02001025,1.5,98.5
E02001026,2.6,97.4
E02001027,2.2,97.8
E02001028,0.3,99.7
E02001029,2.2,97.8
E02001030,0.7,99.3
E02001031,1.2,98.8
E02001032,1.5,98.5
E02001033,1,99
E02001034,1.7,98.3
E02001035,0.9,99.1
E02001036,1,99
E02001037,0.9,99.1
E02001038,1.7,98.3
E02001039,1.1,98.9
E02001040,2.3,97.7
E02001041,0.9,99.1
E02001042,1.7,98.3
E02001043,1.6,98.4
E02001044,1.1,98.9
E02001045,1.4,98.6
E02001046,1.5,98.5
E02001047,1.7,98.3
E02001048,2.3,97.7
E02001049,1.5,98.5
E02001050,3,97
E02001051,2.6,97.4
E02001052,2.1,97.9
E02001053,2.3,97.7
E02001055,2.2,97.8
E02001056,2,98
E02001059,2,98
E02001061,2.5,97.5
E02001062,2.1,97.9
E02001063,3.6,96.4
E02001064,2.6,97.4
E02001065,3,97
E02001066,2.5,97.5
E02001067,2.1,97.9
E02001068,3.1,96.9
E02001069,2.6,97.4
E02001070,2.6,97.4
E02001072,2.4,97.6
E02001073,2,98
E02001074,2.1,97.9
E02001075,2.3,97.7
E02001076,2.1,97.9
E02001077,1.9,98.1
E02001078,1.9,98.1
E02001079,1.5,98.5
E02001080,1.7,98.3
E02001081,1.3,98.7
E02001082,1.8,98.2
E02001083,1.4,98.6
E02001084,1.6,98.4
E02001085,1.3,98.7
E02001086,1.3,98.7
E02001087,1.2,98.8
E02001088,1.2,98.8
E02001089,1.4,98.6
E02001090,1,99
E02001091,1.7,98.3
E02001092,1.4,98.6
E02001093,1.3,98.7
E02001094,1.3,98.7
E02001095,1.1,98.9
E02001096,1.1,98.9
E02001097,1.6,98.4
E02001098,0.7,99.3
E02001099,1.2,98.8
E02001100,0.6,99.4
E02001101,0.5,99.5
E02001102,0.9,99.1
E02001103,0.9,99.1
E02001104,0.6,99.4
E02001105,0.6,99.4
E02001106,1.2,98.8
E02001107,0.7,99.3
E02001108,1.4,98.6
E02001109,1.3,98.7
E02001110,0.9,99.1
E02001111,1.8,98.2
E02001112,1,99
E02001113,1.2,98.8
E02001114,1.1,98.9
E02001115,1,99
