geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E02000984,61.1,2.5,36.4
E02000985,55,2.2,42.8
E02000986,59.3,2.2,38.5
E02000987,56.3,3.3,40.4
E02000988,53.4,3.7,42.9
E02000989,53.3,1.9,44.8
E02000990,61.9,2.4,35.7
E02000991,58.9,3.8,37.2
E02000992,58.6,2.4,39
E02000993,56.5,4.6,38.9
E02000994,45.3,6.2,48.5
E02000995,53.4,3.2,43.4
E02000996,46.5,6.3,47.3
E02000997,57.9,2.4,39.7
E02000998,48.4,6.5,45.1
E02000999,39.9,8.1,51.9
E02001000,54.7,4.8,40.5
E02001001,54.7,3.8,41.4
E02001002,54.4,4.1,41.4
E02001003,52.1,2.3,45.6
E02001004,42.2,6.3,51.5
E02001005,48.9,5,46.1
E02001006,49.9,5.1,45
E02001007,54.6,2.7,42.7
E02001008,45.7,5.4,48.9
E02001009,53.7,4.3,42
E02001010,54.1,4.9,41
E02001011,61,2.2,36.8
E02001012,53.7,3.4,42.9
E02001013,55.5,2.5,42
E02001014,57.3,3.3,39.4
E02001015,52.2,4.2,43.6
E02001016,54,4.8,41.1
E02001017,61.4,3.5,35
E02001018,64.1,2.4,33.5
E02001019,60.9,2.4,36.7
E02001020,51.9,1.7,46.4
E02001021,60.1,1.7,38.2
E02001022,53.3,2.9,43.8
E02001023,53.6,2.9,43.5
E02001024,61.6,2.2,36.2
E02001025,50.7,5.1,44.2
E02001026,51.7,5.8,42.5
E02001027,61.3,3.5,35.2
E02001028,51.8,1.7,46.5
E02001029,52.8,4.3,42.9
E02001030,61.9,2.2,35.9
E02001031,55.3,3.1,41.6
E02001032,58.4,2.6,39
E02001033,61.2,3.8,35
E02001034,51.5,4.6,43.9
E02001035,57.7,2.4,39.9
E02001036,60.4,3.8,35.9
E02001037,57.8,2.2,40
E02001038,59.2,2.9,37.9
E02001039,57.4,4.1,38.5
E02001040,57.7,3.2,39.1
E02001041,60.1,3.7,36.2
E02001042,60.2,3,36.8
E02001043,58.9,3.4,37.7
E02001044,60.9,2.9,36.1
E02001045,51.1,4.8,44.1
E02001046,55.5,5.2,39.2
E02001047,53.2,4.8,42.1
E02001048,52.5,4.6,42.9
E02001049,55.8,4.2,40
E02001050,48.7,6.3,44.9
E02001051,54.3,5.8,39.9
E02001052,46.9,6,47.1
E02001053,47.1,6.9,46
E02001055,50.5,5,44.6
E02001056,47.8,6.2,46
E02001059,53.7,6,40.3
E02001061,51.3,5.6,43.1
E02001062,44.2,7.6,48.2
E02001063,39.9,9.2,50.9
E02001064,48.2,6.2,45.6
E02001065,53.4,6,40.6
E02001066,38.7,8.8,52.5
E02001067,51.1,7.5,41.5
E02001068,46.1,7.6,46.3
E02001069,44.4,9,46.6
E02001070,34.9,7.5,57.6
E02001072,62.4,5.4,32.3
E02001073,67.5,3.5,29
E02001074,52.1,5.6,42.3
E02001075,56.5,5.6,37.9
E02001076,32.7,8.9,58.3
E02001077,65.8,3.3,31
E02001078,54,5.2,40.8
