geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02000984,97.7,0.5,1.8
E02000985,97.4,0.6,1.9
E02000986,95.8,0.9,3.3
E02000987,96.5,0.6,2.8
E02000988,90.7,1.3,8
E02000989,98.1,0.4,1.5
E02000990,95.7,0.9,3.4
E02000991,91.8,1.1,7.1
E02000992,97.7,0.6,1.7
E02000993,89.5,1.6,8.9
E02000994,78.8,1.7,19.5
E02000995,94.5,1.3,4.1
E02000996,91.6,0.8,7.6
E02000997,94.6,1.2,4.1
E02000998,72,2,26
E02000999,77.5,2.2,20.3
E02001000,89.2,1.5,9.3
E02001001,84.4,1.7,14
E02001002,95.3,0.8,3.9
E02001003,92.2,2.4,5.4
E02001004,71,2.9,26.1
E02001005,73.1,3,24
E02001006,76,2.4,21.6
E02001007,97.6,0.5,1.9
E02001008,75.9,3.1,21
E02001009,85.3,1.6,13.1
E02001010,86.3,1.3,12.4
E02001011,96.5,0.5,3
E02001012,84.3,2.3,13.5
E02001013,93.9,1,5.2
E02001014,96.2,0.7,3.1
E02001015,92.8,0.7,6.4
E02001016,90.3,1,8.6
E02001017,96.6,0.7,2.7
E02001018,97.2,0.5,2.2
E02001019,96.3,1,2.6
E02001020,97.5,0.6,1.9
E02001021,97.1,0.9,2
E02001022,93.7,1,5.4
E02001023,94.9,1.1,4
E02001024,97,0.6,2.4
E02001025,87.1,1.1,11.8
E02001026,77.6,1.9,20.5
E02001027,93.5,1.3,5.3
E02001028,97.3,0.5,2.2
E02001029,81.7,2.4,15.9
E02001030,97.4,0.5,2.1
E02001031,91.1,1.1,7.8
E02001032,96.2,0.5,3.3
E02001033,93.3,1,5.6
E02001034,91.7,1,7.2
E02001035,95.3,1,3.7
E02001036,93.8,0.8,5.3
E02001037,94.4,1.1,4.5
E02001038,90.2,1.7,8.1
E02001039,90.1,1.3,8.6
E02001040,92.2,1.4,6.4
E02001041,90.6,1.9,7.5
E02001042,89.6,2.1,8.3
E02001043,89.8,1.8,8.4
E02001044,90.1,1.7,8.2
E02001045,86.2,1.2,12.6
E02001046,80.5,2.4,17.1
E02001047,83.8,1.6,14.6
E02001048,78.7,2.3,19
E02001049,87.8,1.2,11
E02001050,67.8,2.6,29.6
E02001051,74.5,2,23.5
E02001052,65.7,4.2,30.1
E02001053,72.4,2.1,25.5
E02001055,81.5,2,16.4
E02001056,77.2,2,20.8
E02001059,71,2.8,26.2
E02001061,72.8,2.5,24.6
E02001062,66.7,3.5,29.8
E02001063,67.8,3.2,29
E02001064,71.5,2.8,25.7
E02001065,72.3,1.8,25.9
