geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00092339,78.6,13.4,7.9
E00092340,75.7,15.3,9
E00092341,77.6,13.5,8.9
E00092342,79,13.4,7.7
E00092343,76.9,17.2,5.9
E00092344,77.7,11.3,11
E00092345,80.3,12.4,7.4
E00092346,82,10.2,7.8
E00092347,64.7,22.7,12.6
E00092348,80.3,12.2,7.5
E00092349,76.3,14,9.7
E00092350,77.3,13.1,9.7
E00092351,73.6,15.2,11.1
E00092352,83.2,11,5.8
E00092353,79.6,13,7.4
E00092354,80.3,12,7.7
E00092355,72,17.9,10.1
E00092356,75.7,15.8,8.5
E00092357,76.2,14.6,9.3
E00092358,81.5,13.1,5.4
E00092359,72.6,17.1,10.3
E00092360,83.3,12.8,4
E00092361,82.9,12.4,4.8
E00092362,54.8,26.5,18.7
E00092363,80.9,13,6.1
E00092364,76.1,13.3,10.6
E00092365,74.5,17.8,7.7
E00092366,72.3,19.1,8.6
E00092367,80.7,12.7,6.6
E00092368,75.1,17.5,7.4
E00092369,75.1,21.1,3.8
E00092370,61.2,29.2,9.6
E00092371,74.5,16.1,9.4
E00092372,69,18.4,12.7
E00092373,83.4,12.2,4.4
E00092374,81.8,14.8,3.4
E00092375,81.2,14,4.8
E00092376,76.4,16.1,7.5
E00092377,77.7,15.3,6.9
E00092378,71.5,19.1,9.4
E00092379,79.8,12.8,7.5
E00092380,79,13.3,7.6
E00092381,67.4,21.9,10.7
E00092382,76.4,14.2,9.3
E00092383,74.5,13.6,11.9
E00092384,81.2,14.4,4.5
E00092385,87.1,10,2.9
E00092387,80.5,13.9,5.6
E00092388,55.9,26.5,17.5
E00092389,81.9,11.9,6.3
E00092392,84.5,13.4,2.2
E00092393,84.2,13.1,2.7
E00092394,87,10.6,2.4
E00092395,87.9,7.5,4.5
E00092396,70.5,17.9,11.6
E00092397,91.2,6.4,2.4
E00092398,84.2,11,4.8
E00092399,89.9,8.4,1.7
E00092400,85.7,10.4,3.9
E00092401,64.5,22.8,12.7
E00092402,88.2,9.3,2.5
E00092403,80.4,13.7,5.9
E00092404,72.9,21.2,5.9
E00092405,80.9,14.6,4.5
E00092406,86.6,10.3,3.2
E00092407,85.6,9.7,4.7
E00092408,84.3,13.1,2.6
E00092409,91.8,6.5,1.6
E00092410,85.5,10.3,4.2
E00092411,90.7,6.9,2.4
E00092412,67.4,17.6,15
E00092413,89.3,9.9,0.8
E00092414,84,10.9,5.1
E00092415,81,14.7,4.4
E00092416,92.1,5.9,2
E00092417,82.3,14.2,3.4
E00092418,89,8.3,2.8
E00092419,88.9,10.7,0.3
E00092420,84.7,11.3,4
E00092421,92.7,5.8,1.5
E00092422,88.5,9.7,1.9
E00092423,85.8,10.7,3.5
E00092424,89.1,8.4,2.6
E00092425,74.3,16.2,9.5
E00092426,77.7,19.4,2.9
E00092427,91,6.7,2.2
E00092428,84.7,11.6,3.7
E00092430,90.6,8.5,0.9
E00092431,82.8,11.8,5.4
E00092434,70.1,15.9,14
E00092435,57.1,26.5,16.3
E00092437,84.1,13.5,2.4
E00092438,84.9,12.2,2.9
E00092439,60.8,23.9,15.3
E00092440,75.5,19.1,5.3
E00092441,85.1,11.7,3.2
E00092442,88.6,9.8,1.6
E00092443,91.5,7.7,0.8
E00092444,84.8,11.3,3.9
E00092447,89.5,6.6,3.9
E00092448,84,11.7,4.3
E00092449,87.9,8.4,3.7
E00092450,87.6,9.6,2.7
E00092453,72.4,22.4,5.1
E00092454,64.7,23.5,11.8
E00092455,86.1,11.1,2.8
E00092456,83.1,13.3,3.6
E00092457,88.7,9.5,1.9
E00092458,86.9,10.8,2.3
E00092459,84.4,13.9,1.8
E00092460,84.4,11.7,3.9
E00092461,83.8,12.4,3.9
E00092462,90.7,7.7,1.6
E00092463,91.9,6.4,1.7
E00092464,88.9,7.5,3.6
E00092465,84.9,12.2,2.9
E00092466,85.1,10.7,4.2
E00092467,79.8,14.1,6
E00092468,89.3,8.7,2
E00092469,88.3,8.9,2.8
E00092470,89.7,8.7,1.6
E00092471,89.8,7.5,2.6
E00092472,63,22.7,14.3
E00092473,85.2,12.9,1.8
E00092474,80.1,12.9,7.1
E00092475,84.8,10.2,5
E00092478,87.1,8.6,4.3
E00092479,84.1,11.7,4.2
E00092480,86.3,9.8,3.9
E00092503,85,11.2,3.8
E00092504,87.3,10.5,2.2
E00092505,91,6.6,2.4
E00092506,82.6,12.9,4.5
E00092507,89.9,6.2,3.9
E00092508,68.3,17.7,14
E00092509,79.9,16,4.1
E00092510,77.5,16,6.4
E00092511,83.2,13,3.8
E00092512,82.8,11.8,5.4
E00092513,85,11.5,3.6
E00092514,82.9,12.4,4.7
E00092515,80.6,14.2,5.2
E00092516,81.6,13.4,4.9
E00092517,80.4,12.5,7
E00092518,79.7,17.3,3
E00092519,82.9,11.4,5.7
E00092520,87.9,8.1,4
E00092521,52.6,29.6,17.8
E00092522,80.5,14.6,4.9
E00092523,84.2,12.1,3.7
E00092524,89.5,7.8,2.6
E00092525,91.5,7.7,0.9
E00092526,80.7,11.7,7.6
E00092527,84.9,11.3,3.8
E00092528,92.1,5.7,2.2
E00092529,84.7,11.3,4
E00092530,90.9,5,4.1
E00092531,90.2,8.7,1.2
E00092532,84.5,10.6,5
E00092533,86.9,9.5,3.6
E00092534,80.1,10,10
E00092535,84.1,9.1,6.7
E00092536,80,13.7,6.3
E00092537,86.8,9.9,3.3
E00092538,88.6,7,4.4
E00092539,87.3,9.6,3.1
