geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00092339,96.1,0.3,3.6,0
E00092340,94.7,0,5.3,0
E00092341,92.7,1,4.3,2
E00092342,95.3,0,3.3,1.4
E00092343,88.6,0,11.4,0
E00092344,95.4,0,4.6,0
E00092345,96.3,0,3.7,0
E00092346,94.1,0,4.7,1.2
E00092347,92.4,0.3,7.3,0
E00092348,92.8,0.6,6.3,0.3
E00092349,93.8,0,6.3,0
E00092350,94.7,0,5.3,0
E00092351,93.8,0.8,5.5,0
E00092352,95.1,0.3,4.2,0.3
E00092353,95,0,4.2,0.9
E00092354,93,0.3,6.3,0.5
E00092355,93.9,1.4,4.7,0
E00092356,87.4,0,12.1,0.4
E00092357,94.4,0.7,4,1
E00092358,93,1,5.4,0.6
E00092359,96.8,0,3.2,0
E00092360,93.6,0.5,5.5,0.5
E00092361,90.4,0,9.3,0.3
E00092362,89.9,0,10.1,0
E00092363,93.1,0,6.9,0
E00092364,94.6,0.2,5.1,0
E00092365,94.5,0,5.5,0
E00092366,94.7,0,5.3,0
E00092367,94.9,0,4.9,0.3
E00092368,91.2,0,8.2,0.6
E00092369,96.2,0,3.8,0
E00092370,93.2,0.4,5,1.4
E00092371,91.2,0,8.8,0
E00092372,94.3,0,5.7,0
E00092373,96.3,0,3.4,0.3
E00092374,91.5,0,8.5,0
E00092375,96.9,0,3.1,0
E00092376,95.8,0,3.1,1.1
E00092377,94.1,0,5.9,0
E00092378,97,0,3,0
E00092379,94.1,0,5.9,0
E00092380,93.6,0,6.4,0
E00092381,91.3,0.5,8.2,0
E00092382,88.3,0,11.3,0.4
E00092383,89.5,0,10.5,0
E00092384,81.2,2.1,15.8,1
E00092385,86.9,0.3,12.2,0.6
E00092387,59.2,3.4,33.3,4
E00092388,90,0,6.7,3.3
E00092389,82.5,0.7,16.4,0.4
E00092392,72.1,1.5,15.1,11.4
E00092393,76.9,2.7,17.7,2.7
E00092394,80.2,0,17.9,1.9
E00092395,85.8,0,14.2,0
E00092396,80,0,17.6,2.4
E00092397,87.3,0.9,10.5,1.2
E00092398,88.9,0,10.5,0.6
E00092399,91.8,0,8.2,0
E00092400,94,0.3,5.7,0
E00092401,90.9,0,9.1,0
E00092402,92,0.6,7.2,0.3
E00092403,90,0,8.6,1.5
E00092404,86.4,0,12.8,0.9
E00092405,92.5,0.8,6.8,0
E00092406,87.6,0.8,8.8,2.8
E00092407,95.3,0,4.7,0
E00092408,91,0.3,8.6,0
E00092409,88.3,0,11.7,0
E00092410,86.5,1,12.6,0
E00092411,95.9,0.8,3.3,0
E00092412,96.6,0,3.4,0
E00092413,85.3,1.2,13.1,0.4
E00092414,94.1,0.7,3.8,1.4
E00092415,89.7,0.4,8.7,1.2
E00092416,92.2,0.6,5.8,1.3
E00092417,88.7,0,7.4,3.9
E00092418,89.5,0.3,9.1,1.1
E00092419,93.7,0,6.3,0
E00092420,92.2,0.9,6.2,0.6
E00092421,90.7,0,8.6,0.8
E00092422,94.1,0,5.6,0.4
E00092423,91.1,0.5,8.4,0
E00092424,96.4,0.7,2.6,0.4
E00092425,88.9,0.9,9.3,0.9
E00092426,94.5,0.3,5.2,0
E00092427,90.7,0,7.9,1.4
E00092428,81.1,1.7,16.8,0.3
E00092430,66.1,2.7,27.3,3.9
E00092431,83.4,0,16.1,0.5
E00092434,95.3,0,4.7,0
E00092435,87.3,0,12.7,0
E00092437,74,2.1,17,6.8
E00092438,61,4.5,27.9,6.6
E00092439,94.3,0,5.7,0
E00092440,70.1,1.1,25.2,3.6
E00092441,75.8,1.6,21.7,0.8
E00092442,43.8,24.1,28.9,3.2
E00092443,57.6,16.3,21.3,4.7
E00092444,67.3,6.8,20.1,5.8
E00092447,42.7,22.3,29.2,5.8
E00092448,76.4,0,18.9,4.7
E00092449,60.8,8.5,25.7,5
E00092450,67.2,8,20.6,4.2
E00092453,90.5,1.4,8.1,0
E00092454,62.6,8.9,21.7,6.9
E00092455,95.1,0.3,4.2,0.3
E00092456,64.5,7.8,22.3,5.3
E00092457,37.7,13.6,44.2,4.5
E00092458,48.9,21.6,27,2.6
E00092459,92.3,0.3,7.4,0
E00092460,92.2,0.4,7.4,0
E00092461,94.6,0,5.2,0.3
E00092462,90.4,1,8,0.6
E00092463,84.4,0,14.8,0.8
E00092464,85.7,0,14.3,0
E00092465,92.8,0.4,5,1.8
E00092466,91.1,0,5,3.9
E00092467,93.5,0,6.1,0.4
E00092468,95.1,0,3.6,1.3
E00092469,91.9,0.3,7.5,0.3
E00092470,92.6,1.6,4.8,1
E00092471,90.4,0,9.6,0
E00092472,80.8,0,19.2,0
E00092473,91.1,0,7.4,1.5
E00092474,92.3,0,7.4,0.3
E00092475,93.1,0,6.5,0.3
E00092478,95.6,0.7,2.9,0.7
E00092479,89.1,0,8.6,2.3
E00092480,91.1,0.3,8.3,0.3
E00092503,89.6,0,9.7,0.7
E00092504,96.2,0.4,2.6,0.8
E00092505,91.6,0.3,7.3,0.7
E00092506,88.2,0.7,9.2,2
E00092507,80.9,0.5,17.8,0.8
E00092508,96.1,0,2,2
E00092509,75.6,5.7,17.1,1.6
E00092510,89.4,1.1,8.5,1.1
E00092511,81.7,0.9,16.6,0.9
E00092512,84.6,1.3,12.8,1.3
E00092513,86.5,0.8,12.7,0
E00092514,87.8,0,11,1.2
E00092515,95,0,4.1,0.9
E00092516,96.4,0.7,2.9,0
E00092517,95.2,0,4.4,0.4
E00092518,90.3,0,9.7,0
E00092519,79,0.5,19.6,0.9
E00092520,75,0,22.8,2.2
