geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00092339,6.4,23.6,70
E00092340,6.1,23.5,70.5
E00092341,10.7,25.4,63.9
E00092342,5.7,28.9,65.4
E00092343,4.1,40.2,55.7
E00092344,4.5,23.6,71.8
E00092345,4.2,27.7,68.1
E00092346,4.2,37,58.8
E00092347,4.8,34.7,60.5
E00092348,6.9,19.2,73.8
E00092349,9,26.9,64.2
E00092350,3,16.4,80.6
E00092351,6,39.9,54.2
E00092352,7.8,21.7,70.5
E00092353,7.8,24.2,68
E00092354,5.8,22.6,71.5
E00092355,8.3,30.8,60.9
E00092356,0,26.9,73.1
E00092357,6.2,22.1,71.7
E00092358,6.1,25.2,68.7
E00092359,7.6,25.7,66.7
E00092360,2,24.5,73.5
E00092361,4.5,21.6,73.9
E00092362,0.7,74.5,24.8
E00092363,4.2,32.8,63
E00092364,3.4,33.3,63.2
E00092365,1.8,41.1,57.1
E00092366,4,27.8,68.3
E00092367,4.9,13.9,81.1
E00092368,6,38.9,55
E00092369,6.9,32.7,60.4
E00092370,2.8,61.7,35.5
E00092371,5.9,42,52.1
E00092372,3.4,41.2,55.5
E00092373,0,19.1,80.9
E00092374,3.6,31.2,65.2
E00092375,4.8,29.4,65.9
E00092376,7,30.8,62.2
E00092377,3.4,31.1,65.5
E00092378,0,33.3,66.7
E00092379,1.5,22.3,76.2
E00092380,7.5,20.8,71.7
E00092381,2.8,61.5,35.8
E00092382,6.4,27.5,66.1
E00092383,1.5,50.4,48.1
E00092384,12.6,35.7,51.7
E00092385,7.1,27,66
E00092387,9.8,52,38.2
E00092388,4.1,62.8,33.1
E00092389,9.7,38.9,51.4
E00092392,18,27,54.9
E00092393,10.2,42.3,47.4
E00092394,8.4,42.1,49.5
E00092395,9.4,40.6,50
E00092396,6.5,58.9,34.6
E00092397,3.3,20.5,76.2
E00092398,2.9,33.6,63.5
E00092399,1.7,32.8,65.5
E00092400,5.6,15.2,79.2
E00092401,0,39.2,60.8
E00092402,2.7,26.4,70.9
E00092403,3.9,34.6,61.4
E00092404,4,46.8,49.2
E00092405,1.6,29.5,68.9
E00092406,1.7,29.1,69.2
E00092407,0.8,17.7,81.5
E00092408,5.3,26,68.7
E00092409,0,24.8,75.2
E00092410,4.8,20.2,75
E00092411,0,30,70
E00092412,1.7,45,53.3
E00092413,2.4,40.5,57.1
E00092414,5.3,27.2,67.5
E00092415,2.9,37.5,59.6
E00092416,10,28.3,61.7
E00092417,3.5,16.3,80.2
E00092418,1.4,25.2,73.4
E00092419,1.6,21.4,77
E00092420,0.7,24.1,75.2
E00092421,1.9,18.7,79.4
E00092422,0,20.5,79.5
E00092423,6.4,21.4,72.3
E00092424,4.6,15.6,79.8
E00092425,3.6,58.9,37.5
E00092426,2.4,27,70.6
E00092427,5.9,21.5,72.6
E00092428,13.4,45.3,41.3
E00092430,9,43.3,47.6
E00092431,3.1,54.6,42.3
E00092434,4.3,55.2,40.5
E00092435,3.4,68.5,28.1
E00092437,5.4,39.2,55.4
E00092438,5,57.5,37.6
E00092439,1.6,66.4,32
E00092440,6.2,60.1,33.7
E00092441,5.7,43.3,51.1
E00092442,42.3,21.9,35.8
E00092443,33.3,30.4,36.3
E00092444,14,52.9,33.1
E00092447,33.7,46.3,20
E00092448,10,47.3,42.7
E00092449,27.2,36.4,36.4
E00092450,25.2,36.6,38.2
E00092453,5.2,23.7,71.1
E00092454,9.8,72.2,18
E00092455,4.4,27.7,67.9
E00092456,20,32.1,47.9
E00092457,36.3,21.6,42.2
E00092458,37.2,26.2,36.6
E00092459,4.1,23.4,72.4
E00092460,3.4,31.9,64.7
E00092461,5.4,22.3,72.3
E00092462,2.9,24.5,72.7
E00092463,3.9,31.6,64.5
E00092464,0.7,26.8,72.5
E00092465,4.7,24.8,70.5
E00092466,1.7,27.3,71.1
E00092467,2.7,31.3,66.1
E00092468,2.7,19.5,77.9
E00092469,5.2,23,71.9
E00092470,0.8,26.2,73
E00092471,4.7,28.1,67.2
E00092472,1.1,75.9,23
E00092473,4.3,27.6,68.1
E00092474,5.5,29.9,64.6
E00092475,2.9,17.5,79.6
E00092478,3.5,17.5,78.9
E00092479,6.1,27.5,66.4
E00092480,0.8,27.8,71.4
E00092503,4.4,31.1,64.4
E00092504,2.4,18.5,79
E00092505,2.1,29.2,68.8
E00092506,12,21.6,66.4
E00092507,1.1,29.7,69.1
E00092508,3,23.8,73.2
E00092509,0.7,71.7,27.6
E00092510,0.8,58.7,40.5
E00092511,2.3,43.8,53.8
E00092512,7.9,19.7,72.4
E00092513,3.3,41,55.7
E00092514,1.4,43.5,55.1
E00092515,5.8,45.6,48.5
E00092516,4,25.6,70.4
E00092517,3.1,34.4,62.6
E00092518,2.9,30.4,66.7
E00092519,12,36.8,51.3
E00092520,10.4,43.2,46.4
E00092521,7.3,60.6,32.1
E00092522,7.6,62.9,29.5
E00092523,9.7,37.1,53.2
E00092524,28.4,36.8,34.8
E00092525,8.6,37.9,53.4
E00092526,3.8,41.4,54.9
E00092527,7.5,53.3,39.2
E00092528,5.7,19.7,74.6
E00092529,4.9,33.6,61.5
E00092530,0.9,37.1,62.1
E00092531,5.1,40,54.9
E00092532,4.3,27.9,67.9
E00092533,1.2,20.5,78.4
E00092534,4.1,28.9,66.9
E00092535,4.6,19.8,75.6
E00092536,6.2,27.7,66.2
E00092537,3.2,11.9,84.9
E00092538,7.9,22,70.1
E00092539,2.5,22.9,74.6
E00092540,4.6,17.6,77.9
E00092541,3,41.8,55.2
E00092542,0,37.9,62.1
E00092543,3.4,31.4,65.3
E00092544,4.1,38.5,57.4
E00092545,6.3,22.5,71.2
E00092546,0,43.6,56.4
E00092547,0.8,14.3,84.9
E00092549,2.6,26.3,71.1
E00092550,5.1,24.6,70.3
E00092551,3.5,22.6,73.9
E00092564,9,22.1,68.9
E00092565,3.1,34.6,62.2
E00092566,4.5,26.5,68.9
E00092567,4.1,29.7,66.3
E00092568,7.2,25.2,67.6
E00092569,1.5,44.1,54.4
E00092570,8.8,37.7,53.5
E00092571,0,19.7,80.3
E00092572,8.5,34.5,57
E00092573,2.3,24.8,72.9
E00092574,3.6,20.9,75.5
E00092575,5.6,48,46.4
E00092576,3.9,25.6,70.5
E00092577,3.7,22.8,73.5
E00092578,5.3,63.6,31.1
E00092579,3.9,22.8,73.2
E00092580,5.3,13.8,80.9
E00092581,7.1,20.6,72.2
E00092582,0,32.5,67.5
E00092583,4.4,28.9,66.7
E00092584,2.9,65.9,31.2
E00092602,9.4,17.7,72.9
E00092603,4.5,18,77.5
E00092604,5,16.3,78.8
E00092605,2.4,33.1,64.5
E00092606,2.6,20.2,77.2
E00092607,5.9,21.8,72.3
E00092608,0.8,25.2,73.9
E00092614,6.5,27.1,66.5
E00092617,30,32.3,37.7
E00092618,3.3,22.5,74.2
E00092619,6.2,17.7,76.1
E00092620,2.8,39.3,57.9
E00092621,4.6,26.9,68.5
E00092622,2.8,25,72.2
E00092623,1.4,33.8,64.9
E00092624,2.6,29.8,67.5
E00092625,0.6,27.4,72
E00092626,0.9,42.3,56.8
E00092627,5.7,19,75.2
E00092628,16.5,41.4,42.1
E00092629,0,43.7,56.3
E00092630,4.1,17.4,78.5
E00092631,1.4,30.3,68.3
E00092632,8.1,27.4,64.5
E00092633,0,51.6,48.4
E00092634,3.3,52.1,44.6
E00092635,3.4,30.8,65.8
E00092636,0.8,64.2,35
E00092637,1.7,28.9,69.4
E00092638,0,36.2,63.8
E00092639,5.7,19.7,74.6
E00092640,5.2,27.6,67.2
E00092641,0.8,42.3,56.9
E00092642,1.9,29,69.2
E00092643,0.7,40.6,58.7
E00092645,5.6,27.8,66.7
E00092646,2,22.4,75.7
E00092647,0.7,20.1,79.2
E00092648,7.5,25,67.5
E00092652,3.9,27.6,68.5
E00092653,2.4,40.1,57.5
E00092654,2.3,35.6,62.1
E00092677,9.3,24.4,66.3
E00092696,3.6,24.1,72.3
E00092697,11.7,46.6,41.7
E00092698,6.8,33.3,59.9
E00092699,8.6,37.1,54.3
E00092700,10.2,40.1,49.7
E00092701,5.8,45.3,48.9
E00092702,4.2,22,73.7
E00092703,6.3,39.6,54.1
E00092704,6.7,64.4,28.9
E00092705,5.6,21.8,72.6
E00092706,3.4,21.6,75
