geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00092339,0.3,0.8,1.7,95.8,1.4
E00092340,2.8,0,1.9,94.4,0.9
E00092341,1.3,0,2.6,94.4,1.6
E00092342,0.8,1.4,0.5,96.2,1.1
E00092343,0,0,1.3,98.7,0
E00092344,2.5,0,1.8,95.7,0
E00092345,1,0,2.3,94.3,2.3
E00092346,0,0,0.4,99.6,0
E00092347,1.3,0.6,2.6,93.6,1.9
E00092348,2.2,0,0.3,97.5,0
E00092349,1.6,0.9,2.8,94,0.6
E00092350,2.9,2.1,1.6,89.6,3.9
E00092351,2.1,0,1.6,96.1,0.3
E00092352,0.3,0.6,1.3,97.7,0
E00092353,2.1,2.1,2.1,91.7,2.1
E00092354,1.2,1,0.7,96.8,0.2
E00092355,1,2,1.3,94.3,1.3
E00092356,1.6,0,0.8,97.6,0
E00092357,2,0,1.3,95.7,1
E00092358,2.2,0,1.9,94.9,1
E00092359,0.4,0.4,1.6,97.6,0
E00092360,0.4,0.4,0,98.7,0.4
E00092361,2.5,1,0.6,95.5,0.3
E00092362,0,0.9,1.4,96.8,0.9
E00092363,1.1,0.4,0,98.6,0
E00092364,1.9,1.4,1.2,95.2,0.2
E00092365,2.5,0,0,97.5,0
E00092366,1.7,0.3,1.3,93.4,3.3
E00092367,0.8,2.1,4.8,91.8,0.5
E00092368,0,0.6,1.5,97.8,0
E00092369,3.8,0,0,96.2,0
E00092370,5,1.1,2.1,91.8,0
E00092371,1.6,0,1.6,94,2.8
E00092372,3.7,0,0.8,95.5,0
E00092373,0.6,1.4,1.7,95.5,0.8
E00092374,0.7,0,2.3,97,0
E00092375,1,0,0,99,0
E00092376,0.3,0.8,2.2,96.7,0
E00092377,0.4,1.1,2.2,90.5,5.9
E00092378,0,0,0.7,99.3,0
E00092379,1.6,0,1.6,94.4,2.5
E00092380,1.9,1.9,0,94.3,1.9
E00092381,0.5,2.2,0,95.7,1.6
E00092382,2.4,0.4,2.4,91.5,3.2
E00092383,0.4,0.4,2.1,95.5,1.7
E00092384,2.1,0.3,0.3,95.5,1.7
E00092385,1.8,0.6,1.5,96.2,0
E00092387,5.6,2.8,1.6,89.2,0.8
E00092388,0,4.3,1,94.8,0
E00092389,4.4,0,2.6,90.4,2.6
E00092392,1.1,1.8,2.2,94.3,0.7
E00092393,4.8,1.6,4.8,88.5,0.3
E00092394,1,1,1.4,96.1,0.5
E00092395,3.5,0.5,1.5,94.4,0
E00092396,0,0,2.3,97.7,0
E00092397,1.8,0.3,2.1,95.7,0
E00092398,6.3,0.3,1.2,90.7,1.5
E00092399,9.4,0,3.4,87.2,0
E00092400,2.4,1.8,1.8,94.1,0
E00092401,2.3,0.3,1.3,96.1,0
E00092402,3.5,0,1.9,94.6,0
E00092403,0,1.5,0,98.5,0
E00092404,5.5,1.3,1.3,88.6,3.4
E00092405,3,0,2.2,93.6,1.1
E00092406,1.6,0,2,96,0.4
E00092407,0.7,0.7,1.3,93.6,3.7
E00092408,0.3,0,0,97.7,2
E00092409,0,0,4.2,93.2,2.6
E00092410,1,0.3,1.6,96.5,0.6
E00092411,4.9,0.4,1.6,93.1,0
E00092412,4.3,0,0.4,95.3,0
E00092413,0.8,0.4,0.8,98,0
E00092414,2.1,0,4.1,92.1,1.7
E00092415,2.4,0.4,4.3,92.5,0.4
E00092416,2.6,0.7,2.6,93.4,0.7
E00092417,9.9,0,1.3,86.2,2.6
E00092418,1.4,0.3,2.2,95.6,0.5
E00092419,1.3,0,0.3,97.4,1
E00092420,1.5,0.3,1.2,96.9,0
E00092421,1.9,0.4,2.3,94.6,0.8
E00092422,3.3,0,0.4,95.9,0.4
E00092423,2.4,0.2,1.6,95.8,0
E00092424,1.8,0,3.6,93.8,0.7
E00092425,0,0.9,0.9,98.2,0
E00092426,1.4,0.3,3.1,94.3,0.9
E00092427,4.7,1.1,1.4,91.3,1.4
E00092428,6.6,0,1,92.4,0
E00092430,5.8,0.7,3.1,89.4,0.9
E00092431,4.9,2.5,3,89.7,0
E00092434,5.6,0.5,4.7,83.6,5.6
E00092435,1.5,0,3.1,92.3,3.1
E00092437,3.7,3.8,2.9,87.2,2.4
E00092438,8.5,3.1,5.5,79.6,3.3
E00092439,0,0.6,1.1,93.7,4.6
E00092440,2.1,2.5,2.8,92.2,0.4
E00092441,7.3,0,4.4,87.5,0.8
E00092442,3.2,5.9,3.5,85.9,1.6
E00092443,2.1,2.9,2.6,90.6,1.8
