geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00069658,8.9,68.8,0.8,21.1,0.4
E00069659,7.2,68.2,1.3,23.1,0.3
E00069663,35.9,39,2.4,20,2.7
E00069664,30,38.8,4.8,21.1,5.3
E00069665,27.5,35,4.6,23.8,9.2
E00069666,25,45.7,4.3,22.7,2.3
E00069667,29.4,46.8,3,17.4,3.4
E00069668,33.4,37.6,5.6,18.5,4.9
E00069670,21.6,51.5,4.1,19.9,2.9
E00069671,33.5,34.3,8.3,20.7,3.3
E00069673,22.6,54.1,2.9,16.3,4
E00069676,23.2,54,0.4,22.1,0.4
E00069685,41.6,33.2,2.8,19.6,2.8
E00069686,29.2,38.8,1.7,26.7,3.8
E00069687,26.6,34.3,5.2,30.5,3.4
E00069688,22.9,39,4,30,4
E00069689,31.8,29.1,6.4,30,2.7
E00069690,24.8,39.6,5.4,23.8,6.4
E00069691,12.5,54.8,2,27.4,3.2
E00069692,29,36.7,6.3,23.2,4.8
E00069693,18.9,47.7,3.6,23.8,6
E00069694,33.2,41.1,7.5,13.6,4.7
E00069695,33.3,42.4,2.9,16.5,4.9
E00069696,21.7,49,2.3,24.7,2.3
E00069697,22.4,50,3.7,20.2,3.7
E00069698,33.2,34.7,4.8,23.3,4
E00069699,29.7,45.3,3.9,17.6,3.5
E00069700,23.8,46,7.3,19.9,3.1
E00069701,25.4,51.1,3,17.2,3.4
E00069702,28.8,43.8,7.3,16.2,3.8
E00069703,25.8,43.6,5.3,19.7,5.7
E00069704,34.1,40.3,4.1,20.3,1
E00069705,46.4,26,3.9,19.9,3.9
E00069706,24.2,46.5,2.3,22.3,4.6
E00069707,23.8,44.9,4.7,21,5.6
E00069708,20.7,50.8,4.7,21,2.7
E00069709,19.7,48,4,25.8,2.5
E00069710,28.3,48.6,2.9,17.4,2.9
E00069711,31.1,40.3,3.6,22,3
E00069712,32.7,40.5,4.3,19.5,3.1
E00069713,33.3,33.3,5.2,21.4,6.7
E00069714,27.1,42,5.6,23,2.2
E00069715,34.8,42.9,3.8,14.8,3.8
E00069716,20.5,52,6.6,15.2,5.7
E00069717,26.3,47.1,6.3,20,0.4
E00069718,24,46.3,4.8,18.8,6.1
E00069719,26.6,43.2,8.7,17.5,3.9
E00069720,22.3,46.2,4,24.3,3.2
E00069721,29.3,41.4,9.9,15.8,3.7
E00069722,28.1,42.4,11.1,17,1.4
E00069723,28.5,42.6,5.2,18.9,4.8
E00069724,20.9,51,4.3,18.6,5.1
E00069725,24.4,42.3,2.8,26,4.5
E00069726,32.3,41.3,2.4,23.2,0.8
E00069727,36.2,39.1,5.8,18.9,0
E00069728,27.8,40.1,8,19.3,4.7
E00069729,26.7,38.8,5,25.4,4.2
E00069730,21.3,49.7,4.6,21.3,3
E00069731,30.9,34.5,10.4,19.3,4.8
E00069732,24.4,46.1,5.8,22.1,1.6
E00069733,29.7,45.7,5,17.4,2.3
E00069734,26.2,49.1,2.5,20.4,1.8
E00069735,38.6,34.2,5.1,13.9,8.2
E00069736,32.7,39.7,5.6,20.1,1.9
E00069737,23.2,43.2,3.6,26.8,3.2
E00069738,24.3,42.8,2.1,30.9,0
E00069739,25.6,45.7,5.5,20.4,2.8
E00069740,14.8,40.9,7,33.5,3.9
E00069741,28.5,49.1,6,15,1.5
E00069742,28.9,40.7,3.6,25.3,1.5
E00069743,20.4,39.6,4.8,35.2,0
E00069744,29.1,41.1,6,22.1,1.7
E00069745,30.1,40.8,4.4,22.3,2.4
E00069746,14.3,45.5,5.8,33.1,1.4
E00069747,20.7,36.9,9.5,29.1,3.9
E00069748,19.9,51.1,4.3,23.4,1.3
E00069749,24.9,49.8,3.7,18.3,3.3
E00069750,27.1,45.2,3.4,18.1,6.2
E00069751,27,49.6,5.6,17.9,0
E00069752,21.9,49.1,6.3,21,1.8
E00069753,37.9,31.6,9.8,20.7,0
E00069754,21,53.6,8.2,14.6,2.6
E00069755,24.6,43.1,8.1,22.3,1.9
E00069756,22.5,36.6,6.5,32.4,2
E00069757,25.7,35.6,7.3,30.4,1
E00069758,26.7,45.2,6.2,20,1.9
E00069759,29.6,40.9,4.3,23,2.2
E00069760,25.4,48.8,4.8,16.7,4.4
E00069761,26.1,40,10,20,3.9
E00069762,18.3,47.6,4.8,25.5,3.8
E00069763,20.7,38.9,5.7,32.6,2.1
E00069764,25,34.7,7.6,28,4.7
E00069765,26.8,42,5.4,25.9,0
E00069766,25.7,35.6,5.1,30.8,2.8
E00069767,20.5,46.2,5.1,27.2,1
E00069768,25,42.5,5.7,23.7,3.1
E00069769,20.4,37.8,4.2,35.7,1.8
E00069770,21.1,44.5,4.8,26,3.5
E00069771,34,39.2,5.2,18,3.6
E00069772,24,39.9,8.5,23.3,4.2
E00069773,25.3,40.3,4.7,27.5,2.1
E00069774,23.4,38.6,4.8,29,4.1
E00069775,14.4,44.3,8.5,27.3,5.5
E00069776,22.2,43.3,2.9,28.7,2.9
E00069777,17.7,47,10,20.5,4.8
E00069778,21.4,37.3,5.1,31.9,4.3
E00069779,32.3,32.3,7.2,28.2,0
E00069780,10.3,46.3,5.4,36,2
E00069781,21.8,47.1,8.6,20.2,2.3
E00069782,18.9,44.6,4.7,25.3,6.4
E00069783,15,44,6.8,31.2,3
E00069784,28.1,40.5,3.3,24.7,3.3
E00069785,19.4,39.3,5.3,32.4,3.6
E00069786,22.6,43.9,3.8,28,1.7
E00069787,24.1,40.9,5.9,25.7,3.3
E00069788,14.3,57.7,5,19.8,3.2
E00069789,30.6,37.6,7.4,20.3,4.1
E00069790,27.7,38,9.5,20.7,4.1
E00069791,26.5,44.7,8.7,17.4,2.7
E00069792,29.1,41.8,3,23.1,3
E00069793,19.4,45.9,4.7,25.4,4.7
E00069794,40.4,37.8,3.8,13.5,4.5
