geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00056839,83.7,10,3.7,1.6,1
E00056840,82.4,13.3,3.7,0.2,0.2
E00056841,91.6,4.4,1,2.7,0.3
E00056842,93.6,3.5,0.6,1,1.3
E00056850,85.2,8.5,4.5,0.6,1.2
E00056851,82.8,11.4,2.5,1.5,1.8
E00056852,75.6,10.8,8.1,2.3,3.2
E00056853,86.9,5.5,2.4,3.7,1.5
E00056854,83.6,10.6,3.8,1.4,0.7
E00056855,73.2,19.1,5.9,1.8,0
E00056856,96.6,1.5,1.5,0.4,0
E00056858,70.1,9.9,9.2,9.9,1.1
E00056859,81.8,10.5,6.2,0.3,1.2
E00056861,92.1,3.7,2.2,1.1,0.7
E00056862,86.3,7.1,4.2,1.8,0.7
E00056863,91.2,5.9,1.6,1.1,0.3
E00056864,89.9,7.3,0.3,1.6,0.9
E00056865,90.5,4.7,4,0.7,0
E00056866,94.8,2,0.4,0.4,2.4
E00056867,95.7,3.1,1.2,0,0
E00056868,88.9,7.9,2.6,0.6,0
E00056869,92.2,5.5,0.6,1,0.6
E00056871,80.3,15.2,3.6,0.4,0.4
E00056873,97,2.4,0.6,0,0
E00056874,69.3,9.8,10,7.4,3.5
E00056875,64.9,15.1,12,4.8,3.2
E00056877,90.5,7.9,1.2,0.4,0
E00056904,84.5,9,0.3,2.7,3.6
E00056905,88.2,6.4,2,2.4,1
E00056906,93.9,3.5,1.7,0.6,0.3
E00056907,79.2,8.1,9.5,2.1,1.1
E00056908,90.2,7.8,1.6,0,0.5
E00056909,69,18.9,6.1,2.6,3.3
E00056910,97.9,1.7,0.4,0,0
E00056911,92.6,2.1,2.5,2.5,0.4
E00056912,90.8,7.1,0,2,0
E00057048,85.4,10.2,2.4,1.8,0.2
E00057049,84.4,12.9,1.8,0.2,0.7
E00057050,91.8,3.9,1.6,0.8,2
E00057051,93,2.9,1.5,1.3,1.3
E00057052,95.9,2.5,1.3,0.3,0
E00057053,87.6,10.7,1.5,0.3,0
E00057054,88.9,5.7,3.2,1,1.2
E00057055,93.1,4.8,1.8,0,0.3
E00057056,89.3,7,2.3,0.9,0.6
E00057057,94.1,4.1,1.4,0.5,0
E00057058,95.3,2,1,1.7,0
E00057059,88.9,4.8,1.5,3,1.9
E00057060,94.7,3.9,1.1,0.4,0
E00057062,96.9,0.3,0.6,2.2,0
E00057063,94.9,4.3,0.8,0,0
E00057064,89.6,5.9,4.2,0.3,0
E00057065,91.3,3.9,1.5,1.5,1.9
E00057066,96.5,2.1,1,0.3,0
E00057067,93,3.5,1.2,0.9,1.4
E00057068,91.4,3.7,1.1,2.6,1.1
E00057069,89.3,5.2,1.3,2.9,1.3
E00057070,88.2,5.9,1,3,2
E00057071,93.8,3.3,1.2,0,1.7
E00057072,90.9,5.6,2.5,0,1
E00057073,96.1,3.6,0,0.4,0
E00057074,92,4,2,1.2,0.8
E00057075,93,7,0,0,0
E00057076,80.7,9.7,8.9,0.7,0
E00057077,88.7,4.5,4.5,1.1,1.1
E00057078,90.8,4.1,3.7,0.9,0.5
E00057079,92.7,4.5,0,0.7,2.1
E00057080,87,8.3,1.8,2.9,0
E00057081,74.9,14.2,6.3,1.6,3
E00057082,96.3,3.4,0.4,0,0
E00057083,90.6,4.5,3.6,1.3,0
E00057084,90.5,6,2,0,1.5
E00057085,79.2,14.6,2.6,2.6,1
E00057086,86.6,11.5,0.8,1.2,0
E00057087,93.7,3.5,1,0.7,1
E00057088,81.7,12.7,4.2,1.1,0.3
E00057089,96.3,2.5,0.8,0.4,0
E00057090,93.5,5,0.4,0,1.1
E00057091,94,5,0.3,0.6,0
E00057092,81.5,14,3.2,0.9,0.4
E00057093,96.6,3.4,0,0,0
E00057094,92.5,5.6,1.9,0,0
E00057095,93.3,4.2,0.4,0.4,1.7
E00057096,96,4,0,0,0
E00057097,93.5,4.6,1,0.3,0.7
E00057098,94.4,0.4,0,3.9,1.3
E00057099,92,7.6,0,0.4,0
E00057100,91,5.7,1.4,1.9,0
E00057101,94.1,2.9,2.9,0,0
E00057102,93.6,3.6,2.4,0,0.4
E00057103,94.3,2.2,0.9,2.2,0.4
E00057104,90.4,6.5,0.9,1.9,0.3
E00057105,88.8,7,0.8,1.2,2.3
E00057106,93.9,5.2,0.9,0,0
E00057107,91.1,7.8,0.7,0.4,0
E00057108,95.9,3.3,0.4,0,0.4
E00057109,87.1,9.6,1.3,1,1
E00057110,91.9,3.6,3.3,1.1,0
E00057111,95.2,3.9,0.6,0,0.3
E00057112,91.4,3.2,1.4,2.9,1.1
E00057113,90,8.4,0.4,1.2,0
E00057114,91.7,4,2.2,0.7,1.4
E00057115,88.9,5.6,2.8,2,0.8
E00057116,96.5,2.6,0.9,0,0
E00057117,94.9,4.3,0,0.9,0
E00057118,95.8,1.5,1.1,1.1,0.4
E00057119,92.8,3.4,0.4,3,0.4
E00057120,93.5,1.9,1.4,2.8,0.5
E00057121,94,4.2,0,1.9,0
E00057122,91.9,2,2,2.4,1.7
E00057123,91.2,6,2.4,0.4,0
E00057340,81.1,11.4,4.5,1.5,1.5
E00057344,90.4,8,1.6,0,0
E00057345,81.4,11.7,1.7,1.7,3.5
E00057346,83.9,11.6,2.1,0.3,2.1
E00057347,84.8,8.2,5.2,1.9,0
E00057348,85.6,8,3.4,1.5,1.5
E00057377,83.4,9.5,2.8,4,0.3
E00057382,83.1,12.6,2.6,1.4,0.2
E00057383,90,6.3,1.3,1.7,0.8
E00057385,83.8,8.7,3.5,1.3,2.6
