geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00056839,67.7,10.8,21.5
E00056840,56.2,11.5,32.3
E00056841,81.6,7.7,10.7
E00056842,84.2,4.5,11.3
E00056850,66.3,10.3,23.4
E00056851,74.6,9,16.4
E00056852,64.8,16.1,19.1
E00056853,70.9,9.1,20
E00056854,75.9,11.7,12.4
E00056855,58,14.5,27.5
E00056856,80.8,2.3,16.9
E00056858,59.6,30.2,10.2
E00056859,56.6,12.8,30.6
E00056861,77.1,7.5,15.4
E00056862,77.7,11.7,10.6
E00056863,78.2,6.1,15.6
E00056864,83.8,4.1,12.1
E00056865,81.8,5.5,12.8
E00056866,81.5,3.2,15.3
E00056867,81.9,1.9,16.2
E00056868,82.5,6.5,10.9
E00056869,80.9,4.2,14.9
E00056871,74.2,8.4,17.3
E00056873,86.6,2.1,11.3
E00056874,54.8,27.1,18.1
E00056875,62.2,23.2,14.6
E00056877,82.9,1.6,15.5
E00056904,77.9,4.8,17.3
E00056905,76.9,9.8,13.2
E00056906,65.7,5.2,29.1
E00056907,67.1,9.5,23.3
E00056908,61.7,7.3,31.1
E00056909,65.9,22.7,11.4
E00056910,77.9,2.1,20
E00056911,71.2,4.5,24.3
E00056912,79,4.4,16.6
E00057048,57.5,10,32.5
E00057049,56.8,15.2,27.9
E00057050,77.4,7.8,14.8
E00057051,85.7,5.9,8.4
E00057052,71.7,2.5,25.7
E00057053,67.8,8,24.2
E00057054,87.7,7.8,4.4
E00057055,69.8,3.9,26.3
E00057056,58.6,9,32.5
E00057057,85.4,4.6,10
E00057058,78.3,3.7,18
E00057059,77.2,9.3,13.4
E00057060,88.4,1.8,9.9
E00057062,74.3,4,21.7
E00057063,87,2.4,10.6
E00057064,68.2,8.8,23
E00057065,81.6,6.3,12.1
E00057066,73.3,1.7,25
E00057067,85,4.2,10.8
E00057068,76.9,4.1,19
E00057069,72.5,6.6,21
E00057070,75.1,7.2,17.7
E00057071,78.2,4.1,17.7
E00057072,74.7,5.2,20.1
E00057073,88.5,1.8,9.7
E00057074,68.4,7.3,24.3
E00057075,89.9,1.3,8.8
E00057076,42.2,19.7,38.1
E00057077,81.5,4.9,13.6
E00057078,74.8,6.4,18.8
E00057079,77.4,4.5,18.1
E00057080,76.1,9.8,14.1
E00057081,55,20.4,24.5
E00057082,67.9,2.6,29.5
E00057083,72.2,7.2,20.6
E00057084,82.6,5,12.4
E00057085,56.7,12.1,31.3
E00057086,76,7.5,16.5
E00057087,87.7,2.1,10.2
E00057088,53.9,11.4,34.7
E00057089,73.9,3.3,22.8
E00057090,79.8,2.3,17.9
E00057091,78.2,4.7,17.1
E00057092,58.5,13.3,28.1
E00057093,76.9,0.4,22.8
E00057094,81.6,3.8,14.7
E00057095,76.8,3.4,19.8
E00057096,69,1.8,29.1
E00057097,70.6,4.8,24.5
E00057098,77.2,3.9,19
E00057099,83.1,1.6,15.3
E00057100,81.1,7.1,11.8
E00057101,89.1,4.4,6.6
E00057102,80.8,3.2,16
E00057103,84.3,3.9,11.8
E00057104,69.3,6.6,24.1
E00057105,86.2,4.6,9.2
E00057106,71.8,4.7,23.5
E00057107,74.9,7.4,17.7
E00057108,85.1,1.2,13.7
E00057109,54.7,7.1,38.2
E00057110,75.6,5.3,19.1
E00057111,79.8,2.4,17.9
E00057112,73.1,7.8,19.1
E00057113,82.5,6.4,11.2
E00057114,69.3,6.6,24.1
E00057115,59.1,7.9,32.9
E00057116,85,1.7,13.3
E00057117,81.3,3.4,15.3
