geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00043835,100,0,0
E00043836,95.7,4.3,0
E00043837,81.8,18.2,0
E00043838,99.2,0.8,0
E00043839,92.9,7.1,0
E00043841,100,0,0
E00043842,39.6,60.4,0
E00043844,28.8,71.2,0
E00043901,100,0,0
E00043902,72.5,26.8,0.7
E00043903,69.2,30.8,0
E00043908,100,0,0
E00043909,95,5,0
E00043910,100,0,0
E00043911,87.2,12.8,0
E00043913,86.1,13.9,0
E00043914,98.1,1.9,0
E00043917,94,6,0
E00043918,98.4,1.6,0
E00043919,94,6,0
E00043920,67.9,32.1,0
E00043921,86.8,13.2,0
E00043922,100,0,0
E00043923,100,0,0
E00043924,93,7,0
E00043925,98.6,1.4,0
E00043926,98.3,1.7,0
E00044107,97.2,2.8,0
