geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00043835,41.7,37,18.5,2.8,0
E00043836,41.4,34.5,23.3,0.9,0
E00043837,23.1,44.6,29.8,2.5,0
E00043838,44.8,32.8,18.1,4.3,0
E00043839,42.4,36,18.4,3.2,0
E00043841,31.6,40.4,21.3,5.9,0.7
E00043842,20.2,38.5,31.7,9.6,0
E00043844,38.7,33.6,21,6.7,0
E00043901,50.3,37.8,11.2,0.7,0
E00043902,27,33.3,30.5,9.2,0
E00043903,46.2,30,16.9,6.9,0
E00043908,50,36.8,13.2,0,0
E00043909,54.7,33.1,10.1,2.2,0
E00043910,57.9,30,12.1,0,0
E00043911,43.6,37.6,18.8,0,0
E00043913,34.2,36.8,22.4,6.6,0
E00043914,33.3,41.9,17.1,6.7,1
E00043917,38.1,28,25.4,8.5,0
E00043918,27.3,42.2,21.1,8.6,0.8
E00043919,38.6,37.1,16.7,7.6,0
E00043920,37,28.7,21.3,13,0
E00043921,35,33.3,23.9,7.7,0
E00043922,60,30.4,9.6,0,0
E00043923,52.3,29.7,13.5,4.5,0
E00043924,33.3,50.8,15.1,0.8,0
E00043925,21.7,45.7,27.5,4.3,0.7
E00043926,39.5,31.9,26.9,1.7,0
E00044107,37.6,40.4,19.3,2.8,0
