geography_code,heating_type_3a-001,heating_type_3a-002
E00043835,0.9,99.1
E00043836,0,100
E00043837,0.8,99.2
E00043838,0,100
E00043839,0,100
E00043841,0.7,99.3
E00043842,1.9,98.1
E00043844,0.8,99.2
E00043901,0,100
E00043902,0,100
E00043903,2.3,97.7
E00043908,1.7,98.3
E00043909,0,100
E00043910,0,100
E00043911,0,100
E00043913,0,100
E00043914,0.9,99.1
E00043917,1.7,98.3
E00043918,0.8,99.2
E00043919,1.5,98.5
E00043920,2.7,97.3
E00043921,2.6,97.4
E00043922,0.8,99.2
E00043923,0.9,99.1
E00043924,0,100
E00043925,1.4,98.6
E00043926,0.8,99.2
E00044107,0,100
