geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00043835,7.4,25.3,57.9,9.5
E00043836,4.6,24.8,59.6,11
E00043837,9.4,22.6,58.5,9.4
E00043838,9.5,23.8,60.5,6.1
E00043839,10.3,20.5,61.5,7.7
E00043841,4.4,23,66.4,6.2
E00043842,7.4,11.1,74.1,7.4
E00043844,11.7,20.2,60.6,7.4
E00043901,8.9,25.8,54.8,10.5
E00043902,16.7,22.2,57.8,3.3
E00043903,7.3,23.6,58.5,10.6
E00043908,5.4,16.1,72,6.5
E00043909,10.4,18.7,58.2,12.7
E00043910,5.4,18.4,68.7,7.5
E00043911,11.2,19.2,61.6,8
E00043913,5,28.3,58.3,8.3
E00043914,10.8,32.5,51.8,4.8
E00043917,15.2,40,38.1,6.7
E00043918,9.5,20,69.5,1.1
E00043919,9.7,24.1,58.6,7.6
E00043920,13.6,36.4,44.3,5.7
E00043921,6.7,30.3,55.1,7.9
E00043922,12.6,16.6,57.6,13.2
E00043923,10.9,18.6,62,8.5
E00043924,9.4,27.1,56.3,7.3
E00043925,9.4,29.5,55.4,5.8
E00043926,3.3,15.6,74.6,6.6
E00044107,11.5,20.5,59,9
