geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00001591,9.7,9.2,4.5,76.7,0
E00001596,7.3,12.9,3.4,74.8,1.5
E00001598,12.2,6.8,3.1,76,1.8
E00001599,2.6,13.9,5,78.5,0
E00001600,6.6,11.3,4.8,73.4,3.9
E00001662,2,4.4,2,90.5,1
E00001664,4.9,5.7,2.7,83.8,3
E00001665,6.1,2.4,3,87.5,0.9
E00001666,5.7,2.3,0.8,91.2,0
E00001668,5.1,0,2.8,91,1.1
E00001669,0.3,1.5,2.4,92.9,2.9
E00001670,1.2,3.1,0,91.1,4.7
E00001671,9.8,7.4,3.3,78.6,0.9
E00001672,4.7,5.8,3.6,84.5,1.4
E00001673,2.1,3.2,3.2,87.9,3.5
E00001674,6.3,1.3,3.4,87.7,1.3
E00001675,1.4,3.8,3.8,91,0
E00001676,4.9,5.8,2.7,85.7,0.8
E00001677,3.6,0.7,4.3,90.7,0.7
E00001678,8.9,0.5,1.2,88.2,1.2
E00001679,2.3,4.4,3.4,87.9,2
E00001685,2.4,4.3,2.4,87.6,3.2
E00001686,7.3,2.7,2.1,84.8,3
E00001688,11.8,4.8,3.1,79.8,0.4
E00001689,4.6,1.4,1.4,90.2,2.3
E00001690,2.9,0,2.1,90.9,4.1
E00001691,10.7,6.4,3.3,77,2.6
E00001692,15.2,7.6,0,74.9,2.3
E00001693,7.7,1.8,4,83.4,3.1
E00001694,2.8,0.8,4.6,89.5,2.3
E00001695,9.9,11.1,1.9,73.8,3.1
E00001696,3.7,1.9,2.2,91.6,0.6
E00001697,1.3,3.7,0.3,93,1.7
E00001698,4.3,2.5,1.5,88.9,2.8
E00001699,3.7,0,0.8,94.5,1.1
E00001700,4.3,2,3.7,89.7,0.3
E00001701,2.5,0.8,1.7,93.1,1.9
E00001702,7.3,0,1.9,88.9,1.9
E00001703,11.6,4,4.6,79.2,0.6
E00001704,7.5,3.1,3.4,85.7,0.3
E00001705,15.6,8,1,73.9,1.6
E00001706,8.6,9.2,4.9,74.3,3
E00001707,17.3,9,4.9,67.1,1.7
E00001708,8.2,3.6,1.4,85.7,1.1
E00001709,10.4,6.4,2.8,79.3,1.1
E00001710,3.1,4.1,3.1,89.6,0
E00001711,5.5,2.4,3,86.3,2.7
E00001712,13,5.6,2.1,79.4,0
E00001713,8.6,1.8,2.2,87.4,0
E00001714,5.5,6.1,2.2,84.6,1.7
E00001715,11.2,6.4,2,78.2,2.2
E00001716,7.8,3.8,2.8,82.1,3.5
E00001717,2.2,6,1.9,88.6,1.3
E00001718,7.6,3.4,0.5,86.4,2.1
E00001719,9.8,0.8,4.8,84,0.6
E00001720,5.8,2.2,2.2,85.6,4.2
E00001721,4.7,3.4,5,86.8,0
E00001722,7.4,4.4,1.6,86.6,0
E00001723,9,2.1,1.3,84.3,3.2
E00001724,8.9,0.8,5.8,83.7,0.8
E00001725,6.5,2.2,1.5,88.1,1.7
E00001726,4.7,1.2,0,94.1,0
E00001727,2.2,1.6,2.8,89.3,4.1
E00001761,9.3,0.3,4,84,2.3
E00001762,12.6,4,3.7,79.7,0
E00001763,11.5,9.4,5.9,69.7,3.5
E00001780,16.5,0,1.1,81.8,0.7
E00001781,5.9,5.9,3.3,81.5,3.3
E00001782,7.1,5,5,83,0
E00001783,8.4,5.6,0.7,82.1,3.2
E00001786,12.2,4.9,3.8,75.9,3.3
E00001788,14.4,8.3,3.2,72.8,1.3
E00001789,6.1,3.4,3,87.5,0
E00001790,19,6.5,0.5,71.5,2.4
E00001791,11.2,8.5,4.3,76,0
E00001792,9.8,11.8,2,74,2.5
E00001845,1.3,4.2,3,87.7,3.8
E00001846,3.4,5.1,1.7,88.1,1.7
E00001849,9.3,8.2,4.9,72.8,4.9
E00001867,8.4,21.7,3.5,61.7,4.6
E00001868,11.2,2.7,4.8,79.7,1.5
E00001869,3.1,3.7,0.9,87.2,5
E00001870,4.4,1.9,2.8,90.3,0.6
E00001871,0.8,7.4,1.6,90.2,0
E00001872,3.9,2.9,0.6,92.5,0
E00001873,2.5,4.9,4.6,87.1,0.9
E00001874,4.3,10.9,4.3,75.6,5
E00001875,12.4,18.3,4,59.1,6.2
E00001876,8.3,2.1,2.7,86.1,0.9
E00001877,1.5,1.5,0,96.3,0.7
E00001878,5.2,6,5.8,83,0
E00001879,2.8,9.3,3.7,80.4,3.7
E00001880,14.3,8.1,2.2,71.1,4.3
E00001881,7,0.4,3.3,89.3,0
E00001882,2.5,4.6,3.3,88,1.7
E00001883,9.3,0,3.9,85,1.8
E00001884,5.6,0,0.7,93.7,0
E00001885,1.9,4.9,1.6,90.1,1.4
E00001886,1.7,5.6,1.7,90.7,0.3
E00001887,4,4.6,3.5,86.7,1.2
E00001888,6,7.7,5.5,79,1.9
E00001889,2.6,5.5,8.1,79.9,4
E00001890,8,6.7,8,74.4,2.9
E00001891,2.2,3.7,5.6,86.9,1.6
E00001892,2.6,9.5,3.2,80.5,4.3
E00001893,3.4,17.9,8.9,68.4,1.4
E00001894,3.6,15.9,0,79.4,1.2
E00001895,5.2,13.4,3.2,76.5,1.7
E00001896,6.1,10.7,5.7,74.8,2.6
E00001897,1.6,13.8,5.8,78.8,0
E00001898,9.8,8.8,3.7,72.5,5.1
E00001899,7.1,1.9,4.7,83.9,2.5
E00001900,11,3.7,3.3,80.3,1.7
