geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00001591,22.9,50.5,8.3,15.9,2.5
E00001596,20,42.4,5.1,29.9,2.7
E00001598,16.3,40.5,4.4,35.7,3.1
E00001599,17.5,40.2,7.9,29.7,4.8
E00001600,24.4,38.5,6.9,27.1,3.1
E00001662,16.3,45.4,7.9,27.1,3.3
E00001664,19.7,42.6,8.4,26.1,3.2
E00001665,20.6,50.4,7.3,19.5,2.3
E00001666,17.7,49.5,5.7,25.1,2
E00001668,18.4,46.8,6.7,24.3,3.7
E00001669,19.9,45.6,7,25.1,2.4
E00001670,12.9,58.2,5.5,20.4,3
E00001671,16.2,49.2,5.2,27.7,1.6
E00001672,19.7,43.5,7.6,25.6,3.6
E00001673,18,52.8,4.1,22.8,2.2
E00001674,17,45.3,5.7,29,3
E00001675,11.8,49.8,6.6,29.7,2.2
E00001676,13.2,51.2,3.8,29.6,2.1
E00001677,22.4,46.9,5.3,21.9,3.5
E00001678,17.6,45.3,5.9,29.5,1.7
E00001679,16.9,47.5,5.9,28.6,1.2
E00001685,12.5,52.3,6.1,26.2,2.9
E00001686,18.6,47.3,5.7,25.4,3
E00001688,28.6,43.8,5.2,17.7,4.7
E00001689,20.4,44.6,6.8,23.6,4.6
E00001690,23.7,45.9,4.3,22.2,3.9
E00001691,19.7,44.3,7.2,25.2,3.6
E00001692,15,38.9,7.8,36.5,1.7
E00001693,21,46.4,6.5,23.9,2.2
E00001694,13.7,56.5,5.9,21.7,2.2
E00001695,14.9,43.5,4.6,35.6,1.5
E00001696,17.2,52.5,8.4,19.9,1.9
E00001697,16.3,46.2,4.8,27.1,5.6
E00001698,20.5,44.9,7.1,26,1.6
E00001699,7.7,53.3,6,29.3,3.7
E00001700,11.3,46.1,8.2,30.7,3.8
E00001701,11.1,52,4,29.9,3
E00001702,14.1,45.9,11.4,25.5,3.2
E00001703,14,45.4,6.6,28,5.9
E00001704,22.4,48.4,6.9,19.9,2.4
E00001705,22.9,46.6,3.2,22.9,4.3
E00001706,18.7,52.3,2.9,22.8,3.3
E00001707,18.3,42,6.5,32.1,1.1
E00001708,30.4,37.9,4.9,23.2,3.6
E00001709,24.1,44.7,4.6,22.7,3.9
E00001710,35.1,34.5,6.5,20.8,3
E00001711,17.7,53,4.9,22.9,1.5
E00001712,15.8,49.1,5.7,28,1.4
E00001713,12.7,44.1,5.6,32.4,5.2
E00001714,19.6,47.2,5.6,24.3,3.3
E00001715,13.2,43.2,6.6,35.9,1.1
E00001716,13.5,45.5,6.1,33.9,1
E00001717,18.8,55.9,4.2,19.9,1.1
E00001718,16.5,45.2,5.5,28.4,4.5
E00001719,10.7,46.4,6.4,33.6,2.9
E00001720,14.7,51,9,25.3,0
E00001721,18.1,45.2,4.2,26.3,6.2
E00001722,15.8,50.5,5.7,25.4,2.5
E00001723,15.8,46.9,7.4,27.3,2.6
E00001724,17.4,48.4,3.9,28.3,2
E00001725,10.6,48.2,7.4,30.9,2.9
E00001726,18.9,41.4,8.4,28.1,3.2
E00001727,14.4,56,5.8,21,2.7
E00001761,15.9,45,5.5,30,3.6
E00001762,14.6,44.2,3.8,34.2,3.3
E00001763,19.4,40.8,6.8,31.3,1.7
E00001780,14.8,41,3.9,36.7,3.5
E00001781,16,44.3,6.6,30.3,2.9
E00001782,34.6,35.1,7.6,20.4,2.4
E00001783,12.8,45.8,4.4,33.5,3.5
E00001786,14.8,43.6,8.6,31.6,1.4
E00001788,14.7,40.2,6.4,33.5,5.2
E00001789,22.2,44.8,4.6,25.1,3.3
