geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00088611,49.8,2.8,47.5
E00088612,72.7,1.4,25.9
E00088613,71.5,3.7,24.8
E00088615,62.2,5.2,32.6
E00088616,62.5,1.3,36.2
E00088617,69.9,3.1,27
E00088618,65.6,1.5,32.8
E00088619,58.7,3.8,37.6
E00088620,74.2,3.4,22.5
E00088621,49.4,2.6,48.1
E00088622,52.6,6.3,41.1
E00088623,76.9,2.7,20.4
E00088624,75,1.8,23.2
E00088625,48.9,3.4,47.6
E00088626,67.4,1.4,31.1
E00088627,67.9,0,32.1
E00088663,61.2,1.8,37
E00088664,62.9,2.9,34.2
E00088665,67.4,2.7,29.9
E00088666,54.9,0.7,44.4
E00088668,45.9,1.6,52.5
E00088669,54.3,2.4,43.3
E00088670,53.5,1.5,45
E00088673,64.2,2.3,33.5
E00088674,55.8,6.2,38
E00088675,55,0.4,44.6
E00088679,70,3,27
E00088680,47.9,1.4,50.7
E00088682,60.7,4.9,34.4
E00088688,70.9,4.1,25
E00088690,67.5,5.1,27.5
E00088692,64,4.7,31.3
E00088693,65.8,5.5,28.7
E00088694,48.2,1.1,50.7
E00088695,49.2,0.8,50
E00088696,53.6,2.3,44.1
E00088697,68.5,2.5,29.1
E00088698,53.5,4.7,41.7
E00088699,57.1,2.6,40.3
E00088700,57,1.9,41.1
E00088701,61.1,1.2,37.7
E00088702,55.1,4,40.9
E00088704,65.7,0.4,34
E00088705,61.1,5.2,33.7
E00088706,67.2,2.3,30.6
E00088707,70.5,2.6,27
E00088708,77.9,1.3,20.8
E00088709,66.4,1.9,31.7
E00088710,61,2.4,36.7
E00088711,41.7,1.7,56.7
E00088712,71.2,0,28.8
E00088713,59.5,3,37.6
E00088714,48.9,3.9,47.2
E00088715,59.9,1.2,38.9
E00088717,66.8,3.3,29.9
E00088718,58.3,0.3,41.3
E00088719,49.4,5.3,45.3
E00088720,67.1,1.6,31.3
E00088723,50.7,2.9,46.4
E00088725,71.7,1.6,26.7
E00088726,67,3.3,29.7
E00088734,67.1,2.1,30.7
E00088738,70.8,3.2,26
E00088777,48.9,1.9,49.2
E00088778,53.2,2.5,44.3
E00088779,63.2,0.6,36.2
E00088780,58.1,2.3,39.6
E00088781,47.6,2.4,50
E00088783,16.7,4.7,78.7
E00088785,71.9,0.4,27.7
E00088786,50.8,2.4,46.8
E00088787,45.3,1.9,52.8
E00088788,62.7,3.2,34.1
E00088789,54.3,3.9,41.8
E00088790,51.9,3.5,44.6
E00088791,60.4,3.6,36
E00088792,66.9,2.7,30.4
E00088793,72.7,3.8,23.5
E00088794,76,2.9,21.1
E00088795,66.4,2.3,31.3
E00088796,74.4,1.7,24
E00088797,50.2,2.2,47.5
E00088798,47.5,3.8,48.7
E00088816,57.8,4.3,37.8
E00088817,58.6,1.5,39.9
E00088818,60.2,4.8,34.9
E00088819,59.4,2.2,38.4
E00088820,70.8,3.2,25.9
E00088821,63.5,4.1,32.4
E00088822,63.1,2.8,34.1
E00088823,61.8,0.3,37.8
E00088824,67.6,2.9,29.5
E00088825,70.4,2.2,27.4
E00088828,69.7,3.2,27.1
E00088829,55.9,4.8,39.3
E00088830,58.9,3.2,37.9
E00088831,55.6,4,40.5
E00088832,65.2,2.9,31.9
E00088833,54.4,3.6,42.1
E00088834,60.7,5.8,33.5
E00088835,70.6,3.3,26.1
E00088836,71.3,2.3,26.4
E00088837,67.7,5,27.4
E00088854,52.2,0.9,46.9
E00088855,66.7,4.5,28.8
E00088856,62.4,3.8,33.8
E00088857,71.9,2.3,25.8
E00088858,64.2,2.2,33.6
E00088859,61.1,2.5,36.5
E00088860,70.7,4.1,25.2
E00088861,63.2,3.5,33.3
E00088862,58.5,3.7,37.8
E00088863,68,2.6,29.4
E00088864,58.8,3.7,37.5
E00088865,62.8,7.7,29.5
E00088866,66.2,4.1,29.6
E00088867,53.9,1.7,44.4
E00088868,57.5,2.1,40.4
E00088869,62.3,1.7,36
E00088870,61.2,3.8,34.9
E00088871,40.6,1.1,58.3
E00088872,54.5,1.6,43.9
E00088873,41.8,2,56.3
E00088874,59,1.1,39.9
E00088876,65.7,4,30.2
E00088877,65.5,3.6,30.9
E00088878,58.3,3.6,38
E00088879,47.2,3.1,49.7
E00088880,62.8,3.3,33.9
E00088881,65.4,2.6,32
E00088882,52.8,1.8,45.4
E00088883,49.2,4.1,46.7
E00088884,63,2.6,34.3
E00088885,49.8,4,46.2
E00088886,63.5,1.6,34.9
E00088887,67.6,1.6,30.9
E00088888,57.2,1.7,41.1
E00088889,59.4,2.4,38.2
E00088890,57.7,2.1,40.2
E00088891,70.1,2.6,27.4
E00088892,73.6,1.7,24.7
E00088893,62.1,0.4,37.5
E00088894,67.4,1.8,30.8
E00088895,56.5,1.3,42.2
E00088896,65.8,1.2,33.1
E00088897,61.4,2.8,35.9
E00088898,55.3,1.4,43.3
E00088899,57.4,0.8,41.8
E00088900,62.6,2.1,35.3
E00088901,58.7,1.8,39.6
E00088902,72.8,2.3,24.8
E00088903,48.5,1.1,50.4
E00088904,44.1,0,55.9
E00088905,75.4,1.5,23.1
E00088906,65.1,1.6,33.3
E00088907,66.9,3.6,29.5
E00088908,50,1.7,48.3
E00088909,63.9,3.1,33
E00088910,58.9,3.2,37.9
E00088912,49.8,1.9,48.3
E00088913,56.5,1.3,42.2
E00088914,62.9,0.3,36.8
E00088938,65.6,3.2,31.2
E00088939,66.1,2,31.9
E00088940,71,2.5,26.6
E00088950,74,2.8,23.3
E00088951,66.8,2.3,30.9
E00089093,62.9,2.1,35
E00089094,55.9,3.1,41
E00089095,61.4,4,34.7
E00089096,55.2,5.4,39.4
E00089097,65.4,3.8,30.8
E00089098,64.5,0.9,34.6
E00089099,66.2,3.4,30.4
E00089102,62.8,1.1,36.1
E00089103,61.9,3.9,34.2
E00089126,63.1,0.7,36.2
E00089127,64.6,0,35.4
E00089128,56.6,1.2,42.2
E00089129,68.1,2.6,29.4
E00089130,72.1,3,24.9
E00089131,42.4,3.5,54.1
E00089132,61.4,3.2,35.4
E00089133,59.5,1.4,39.1
E00089134,57.2,3.1,39.7
E00089135,61.5,3.8,34.6
E00089329,71.2,2.6,26.3
E00089330,68.2,1.5,30.3
E00089331,60.5,2.7,36.8
E00089334,64.4,2.5,33
E00089481,52.4,1.6,46.1
E00171396,73.6,4.5,21.8
E00171398,62.6,4.2,33.2
E00171399,76.8,1.6,21.5
E00171400,72.3,0.8,26.9
E00171401,74.7,3.1,22.3
E00171402,75.9,1.4,22.6
E00171403,61.8,3.9,34.3
E00171404,84.5,2.9,12.6
E00171406,77.2,4.1,18.7
E00171407,85.3,0.6,14.1
E00171408,74.5,2.9,22.5
E00171410,77,3,20
E00171411,75.1,1.7,23.1
E00171414,78.1,4.9,17
E00171415,64.9,5.7,29.5
E00177034,74,3.4,22.6
E00177050,75,5.3,19.7
E00177056,86.8,3,10.2
E00177058,73.9,3.7,22.5
E00177062,87.9,2.7,9.3
E00177063,21.1,2.3,76.6
E00177067,83.6,1.9,14.5
E00177069,72.5,2.4,25.1
E00177071,74.8,4.3,20.9
E00177073,81.3,2.6,16.1
E00177081,8.9,0.9,90.2
E00177083,78.9,4,17.1
E00177116,49.5,6.5,43.9
E00177123,85.2,2.3,12.5
E00177124,83.2,3.2,13.6
E00177126,59.8,1.4,38.8
E00177131,72.4,2.6,25
E00177141,80.8,1.7,17.5
E00177142,90.5,0.8,8.6
E00177147,62.4,3.8,33.8
E00177160,60.4,1.8,37.8
E00177162,77.8,1.7,20.5
E00177163,82.9,1.8,15.3
E00177166,90.1,1.8,8.1
E00177170,92.1,0.8,7.1
E00177184,78.9,0.7,20.4
E00177188,72.8,6,21.2
E00177190,81.7,5.8,12.4
E00177196,82.7,0.4,17
E00177201,58.7,0,41.3
E00177208,68.7,2.4,28.9
E00177212,82.1,3.6,14.3
E00177232,76.7,2.5,20.8
