geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00088611,29.2,37.7,24.6,8.5
E00088612,30.8,51.7,15.7,1.7
E00088613,18,57.2,19.6,5.2
E00088615,22.4,59.7,13.4,4.5
E00088616,20.1,52.2,24.9,2.9
E00088617,20.2,47.3,27.9,4.7
E00088618,8.6,52.9,31.7,6.8
E00088619,27.5,52.1,17.6,2.8
E00088620,15.7,55.7,20.7,7.9
E00088621,40,48.5,10.3,1.2
E00088622,39,47.6,11.4,1.9
E00088623,11.1,52.6,28.9,7.4
E00088624,21.3,51.2,20.5,7.1
E00088625,38.1,43.8,15,3.1
E00088626,14.7,44.6,28.2,12.4
E00088627,13.4,36.6,40.1,9.9
E00088663,10.2,40.2,34.6,15
E00088664,8.8,27.2,41.2,22.8
E00088665,18.1,43.1,30.6,8.3
E00088666,4.7,33.2,41.6,20.5
E00088668,12.8,42.6,27.7,17
E00088669,8,31.4,42.3,18.2
E00088670,6.1,29.8,40.5,23.7
E00088673,10.2,34.3,35.2,20.4
E00088674,22.1,50.7,20.7,6.4
E00088675,10.1,33.3,40.6,15.9
E00088679,14.9,47.5,28.4,9.2
E00088680,28.7,49.6,13.9,7.8
E00088682,17.8,45.2,26.7,10.4
E00088688,15.4,52.4,26.6,5.6
E00088690,25.2,52,19.3,3.5
E00088692,28.4,40.5,24.1,6.9
E00088693,37.3,42.2,19.3,1.2
E00088694,2.4,24.4,48.8,24.4
E00088695,5.2,32.8,41.8,20.1
E00088696,4.5,35,39,21.5
E00088697,4.5,46.8,35.1,13.5
E00088698,12.4,36.4,37.2,14
E00088699,1.6,26.6,31.3,40.6
E00088700,5.9,32.8,47.1,14.3
E00088701,11,40.4,33.6,15.1
E00088702,2.5,29.7,46.6,21.2
E00088704,16.1,43,31.5,9.4
E00088705,8.1,37.4,41.5,13
E00088706,17.4,48.3,27.5,6.7
E00088707,25.9,47.3,20.9,5.9
E00088708,5.7,37.3,44.9,12
E00088709,7.5,40.6,38.3,13.5
E00088710,9.4,37.8,41.7,11
E00088711,21.1,39.8,28.9,10.2
E00088712,8.5,41.5,33.1,16.9
E00088713,12,36.8,40.2,11.1
E00088714,14.2,38.9,35.4,11.5
E00088715,10.1,41.1,38,10.9
E00088717,8.8,27.5,44.4,19.4
E00088718,5.3,28.6,47.4,18.8
E00088719,35.8,33.6,20.1,10.4
E00088720,10.3,35.7,43.7,10.3
E00088723,6.5,31.2,43.5,18.8
E00088725,4.6,35.7,44.1,15.5
E00088726,5.4,37.1,42.4,15.1
E00088734,7.4,37.8,40.7,14.1
E00088738,6.5,45.7,34.8,13
E00088777,7.7,33.8,40.8,17.6
E00088778,9.1,46.3,30.9,13.7
E00088779,9.1,42,23.9,25
E00088780,14.1,32.2,37.6,16.1
E00088781,6.2,26.2,52.3,15.4
E00088783,16.5,66,15.5,2.1
E00088785,12.1,44.3,32.2,11.4
E00088786,6.3,42.1,36.5,15.1
E00088787,11.6,36.4,38,14
E00088788,14.5,50,27.5,8
E00088789,13.7,45.2,31.5,9.7
E00088790,7.3,49.2,36.3,7.3
E00088791,25.4,41,24.6,9
E00088792,22.6,52.9,19.4,5.2
E00088793,15.1,59.8,22.1,3
E00088794,24.8,52.5,18.8,4
E00088795,14.4,52.1,27.4,6.2
E00088796,12.3,46.2,32.3,9.2
E00088797,9.8,34.8,43.8,11.6
E00088798,29.1,43.3,20.5,7.1
E00088816,20.3,40.7,28.8,10.2
E00088817,7.7,35.4,43.1,13.8
E00088818,20,36,33.6,10.4
E00088819,5.3,38.2,42.7,13.7
E00088820,14.2,35.8,37.7,12.3
E00088821,19,41.4,31.9,7.8
E00088822,22.4,42.2,27.6,7.8
E00088823,7.2,38.1,38.8,15.8
E00088824,16.3,31.7,34.6,17.3
E00088825,9,37.3,38.8,14.9
E00088828,22.4,41.5,29,7.1
E00088829,20.8,43.4,23.6,12.3
E00088830,27.3,34.1,29.5,9.1
E00088831,12.8,47.9,29.1,10.3
E00088832,17.1,47.9,30,5
E00088833,24.8,45.3,23.9,6
E00088834,17.2,46.6,26.7,9.5
E00088835,27.2,35.1,21.9,15.8
E00088836,12.1,34.8,40.9,12.1
E00088837,18.9,39.2,25,16.9
E00088854,10.3,43.1,31,15.5
E00088855,7.3,43.1,37.2,12.4
E00088856,10.3,39.4,40,10.3
E00088857,3.6,50,34.8,11.6
E00088858,5.6,33.3,45.2,15.9
E00088859,10.6,43,33.8,12.7
E00088860,7.4,41,44.3,7.4
E00088861,6.4,36,43.2,14.4
E00088862,8.1,52.3,19.8,19.8
E00088863,6.9,38.8,38.8,15.5
E00088864,25.4,37.3,29.7,7.6
E00088865,33.6,35.2,22.7,8.6
E00088866,14.1,45.8,28.9,11.3
E00088867,0.9,33.6,48.2,17.3
E00088868,5.8,48.5,32.7,12.9
E00088869,8.9,48.9,27.4,14.8
E00088870,24.7,41,25.3,9
E00088871,0.9,24.8,47.8,26.5
E00088872,6.7,27.5,37.5,28.3
E00088873,11.2,33.6,37.3,17.9
E00088874,0.7,25.2,57.8,16.3
E00088876,14.5,35.2,35.9,14.5
E00088877,8.9,41.8,40.4,8.9
E00088878,32.7,38.2,21.8,7.3
E00088879,41.7,44.1,11,3.1
E00088880,20.4,32.4,35.2,12
E00088881,14.8,34.4,31.3,19.5
E00088882,26.3,34.6,25,14.1
E00088883,6.1,47.3,32.8,13.7
E00088884,7.5,40.8,38.3,13.3
E00088885,5.5,25,47.7,21.9
E00088886,2.3,36.5,40.6,20.5
E00088887,0.8,42.6,42.6,13.9
E00088888,5.6,36.1,43.1,15.3
E00088889,7,40.8,37.6,14.6
E00088890,6.8,45.3,35.9,12
E00088891,4.9,50,36.9,8.2
E00088892,10.4,44,31.2,14.4
E00088893,9.3,35.2,38.9,16.7
E00088894,17.8,51.7,23.7,6.8
E00088895,7.8,46.4,32.7,13.1
E00088896,5.2,47,37.3,10.4
E00088897,20,52.6,21.1,6.3
E00088898,10.3,45.7,36.2,7.8
E00088899,12.2,48.2,30.9,8.6
E00088900,7.9,45.3,34.5,12.2
E00088901,8.9,48.1,34.1,8.9
E00088902,14.2,43.9,34.2,7.7
E00088903,2.5,33.1,46.3,18.2
E00088904,9.2,36.7,44,10.1
E00088905,5,47.5,39.6,7.9
E00088906,11.9,45.9,29.6,12.6
E00088907,9.4,43.3,35.4,11.8
E00088908,9.3,24.3,45.7,20.7
E00088909,9.4,27.1,38.5,25
E00088910,4.7,30.8,41.1,23.4
E00088912,4,32.3,40.3,23.4
E00088913,8,22.9,45.1,24
E00088914,4.8,34.5,38.8,21.8
E00088938,10.5,30.3,41.4,17.8
E00088939,8.8,35,34.3,21.9
E00088940,5.3,27.2,40.4,27.2
E00088950,6.1,44.3,40.9,8.7
E00088951,7,35.7,37.1,20.3
E00089093,3,26.7,45.2,25.2
E00089094,8.8,38.8,42.5,10
E00089095,8.4,38.3,36.4,16.8
E00089096,23.1,38,29.6,9.3
E00089097,2.1,27.1,52.1,18.8
E00089098,6.5,25.9,46.3,21.3
E00089099,3.4,34.6,41.9,20.1
E00089102,3.1,29,36.6,31.3
E00089103,3,30.1,51.9,15
E00089126,3.4,23.4,55.9,17.2
E00089127,7,29.6,36.5,27
E00089128,5.5,33.1,44.2,17.1
