geography_code,heating_type_3a-001,heating_type_3a-002
E00088611,0.8,99.2
E00088612,1.2,98.8
E00088613,1.2,98.8
E00088615,0.7,99.3
E00088616,1,99
E00088617,2.4,97.6
E00088618,1.8,98.2
E00088619,0.7,99.3
E00088620,2.9,97.1
E00088621,1.2,98.8
E00088622,1,99
E00088623,0,100
E00088624,3.1,96.9
E00088625,1.9,98.1
E00088626,1.1,98.9
E00088627,2.1,97.9
E00088663,0,100
E00088664,2.2,97.8
E00088665,2,98
E00088666,0,100
E00088668,0.7,99.3
E00088669,0,100
E00088670,0,100
E00088673,0,100
E00088674,0.7,99.3
E00088675,0.7,99.3
E00088679,0.7,99.3
E00088680,0.9,99.1
E00088682,0,100
E00088688,1.4,98.6
E00088690,2.5,97.5
E00088692,0,100
E00088693,3.6,96.4
E00088694,1.6,98.4
E00088695,0,100
E00088696,0.6,99.4
E00088697,1.8,98.2
E00088698,0,100
E00088699,1.6,98.4
E00088700,0.9,99.1
E00088701,0,100
E00088702,0,100
E00088704,0.7,99.3
E00088705,0,100
E00088706,0.7,99.3
E00088707,2.3,97.7
E00088708,2.5,97.5
E00088709,0.8,99.2
E00088710,1.6,98.4
E00088711,0.8,99.2
E00088712,1.7,98.3
E00088713,0.9,99.1
E00088714,2.6,97.4
E00088715,1.6,98.4
E00088717,1.3,98.7
E00088718,0,100
E00088719,2.2,97.8
E00088720,0,100
E00088723,0.7,99.3
E00088725,2.5,97.5
E00088726,2.9,97.1
E00088734,1.5,98.5
E00088738,1.1,98.9
E00088777,0,100
E00088778,0.6,99.4
E00088779,0,100
E00088780,0.7,99.3
E00088781,0,100
E00088783,1,99
E00088785,0.7,99.3
E00088786,0,100
E00088787,0.8,99.2
E00088788,0.7,99.3
E00088789,0,100
E00088790,0,100
E00088791,0,100
E00088792,0.6,99.4
E00088793,3,97
E00088794,2.5,97.5
E00088795,0.7,99.3
E00088796,4.6,95.4
E00088797,0,100
E00088798,1.6,98.4
E00088816,0,100
E00088817,0,100
E00088818,0.8,99.2
E00088819,0,100
E00088820,1,99
E00088821,0,100
E00088822,0.9,99.1
E00088823,2.9,97.1
E00088824,1.9,98.1
E00088825,0.8,99.2
E00088828,1.1,98.9
E00088829,0,100
E00088830,1.5,98.5
E00088831,0.8,99.2
E00088832,1.4,98.6
E00088833,0,100
E00088834,0.9,99.1
E00088835,2.7,97.3
E00088836,2.3,97.7
E00088837,0.7,99.3
E00088854,2.6,97.4
E00088855,1.4,98.6
E00088856,0,100
E00088857,0.7,99.3
E00088858,0,100
E00088859,0.7,99.3
E00088860,0,100
E00088861,0,100
E00088862,0,100
E00088863,0.9,99.1
E00088864,1.7,98.3
E00088865,1.6,98.4
E00088866,0,100
E00088867,0,100
E00088868,1.2,98.8
E00088869,2.2,97.8
E00088870,0.6,99.4
E00088871,1.7,98.3
E00088872,0,100
E00088873,0,100
E00088874,0,100
E00088876,0,100
E00088877,0,100
E00088878,0.9,99.1
E00088879,0,100
E00088880,2.8,97.2
E00088881,1.6,98.4
E00088882,0.6,99.4
E00088883,2.3,97.7
E00088884,0,100
E00088885,0,100
E00088886,1.4,98.6
E00088887,0,100
E00088888,1.4,98.6
E00088889,0,100
E00088890,0,100
E00088891,0,100
E00088892,3.1,96.9
E00088893,0,100
E00088894,1.7,98.3
E00088895,0.7,99.3
E00088896,0.8,99.2
E00088897,1.1,98.9
E00088898,1.7,98.3
E00088899,0.7,99.3
E00088900,0,100
E00088901,0.7,99.3
E00088902,0,100
E00088903,0,100
E00088904,0,100
E00088905,0,100
E00088906,2.2,97.8
E00088907,0.8,99.2
E00088908,2.1,97.9
E00088909,1.1,98.9
E00088910,2.8,97.2
E00088912,0,100
E00088913,0,100
E00088914,0,100
E00088938,0.7,99.3
E00088939,0.7,99.3
E00088940,0.8,99.2
E00088950,0.8,99.2
E00088951,0,100
E00089093,1.5,98.5
E00089094,0,100
E00089095,0,100
E00089096,0,100
E00089097,0,100
E00089098,0,100
E00089099,0.6,99.4
E00089102,2.3,97.7
E00089103,1.5,98.5
E00089126,0.7,99.3
E00089127,0,100
E00089128,0.6,99.4
E00089129,0,100
E00089130,0.8,99.2
E00089131,1.1,98.9
E00089132,0,100
E00089133,2.2,97.8
E00089134,0,100
E00089135,0.9,99.1
E00089329,0,100
E00089330,0,100
E00089331,0.9,99.1
E00089334,0,100
E00089481,1.6,98.4
E00171396,0,100
E00171398,0,100
E00171399,1.5,98.5
E00171400,1.4,98.6
E00171401,0,100
E00171402,0,100
E00171403,0.9,99.1
E00171404,0.8,99.2
E00171406,0.8,99.2
E00171407,2,98
E00171408,0,100
E00171410,0,100
E00171411,0.8,99.2
E00171414,0.7,99.3
E00171415,2.3,97.7
E00177034,0,100
E00177050,0,100
E00177056,0.9,99.1
E00177058,0,100
E00177062,0.7,99.3
E00177063,3.1,96.9
E00177067,0.5,99.5
E00177069,0.5,99.5
E00177071,0.6,99.4
E00177073,1,99
E00177081,1,99
E00177083,0,100
E00177116,0,100
E00177123,4.8,95.2
E00177124,0.8,99.2
E00177126,0,100
E00177131,0.7,99.3
E00177141,0,100
E00177142,1.1,98.9
E00177147,0,100
E00177160,0.7,99.3
E00177162,0.7,99.3
E00177163,1.6,98.4
E00177166,0.4,99.6
E00177170,0,100
E00177184,1.3,98.7
E00177188,1.9,98.1
E00177190,0,100
E00177196,0,100
E00177201,0,100
E00177208,0.7,99.3
E00177212,0,100
E00177232,2.6,97.4
