geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00088611,19.4,31,26.4,23.3
E00088612,36.6,36,18,9.3
E00088613,20.4,54,13.2,12.4
E00088615,5.2,67.9,26.1,0.7
E00088616,21.5,28.7,25.8,23.9
E00088617,21.7,35.7,31.8,10.9
E00088618,2.7,37,34.2,26
E00088619,33.1,44.6,20.9,1.4
E00088620,15.7,53.6,22.1,8.6
E00088621,49.7,40,6.7,3.6
E00088622,4.9,57.3,34,3.9
E00088623,3.6,33.6,51.1,11.7
E00088624,7.9,45.7,37.8,8.7
E00088625,42.9,36,16.1,5
E00088626,5.1,25.4,56.5,13
E00088627,9.9,17.7,34.8,37.6
E00088663,0.8,18.3,69,11.9
E00088664,2.2,10.4,63,24.4
E00088665,20.5,32.2,24.7,22.6
E00088666,2.7,12.8,21.9,62.6
E00088668,2.2,25.9,26.6,45.3
E00088669,0.7,5.1,51.8,42.3
E00088670,0.8,9.8,53,36.4
E00088673,0.9,16.8,62.6,19.6
E00088674,21.6,37.4,38.1,2.9
E00088675,1.4,8.7,63,26.8
E00088679,0.7,25.7,64.6,9
E00088680,38.1,39.8,14.2,8
E00088682,10.3,24.3,57.4,8.1
E00088688,7,40.6,48.3,4.2
E00088690,21.2,55.2,16.7,6.9
E00088692,18.3,31.3,43.5,7
E00088693,24.6,45.5,25.7,4.2
E00088694,0,13.8,23.8,62.3
E00088695,0.7,18.5,36.3,44.4
E00088696,7.9,21.5,32.8,37.9
E00088697,19.8,28.8,43.2,8.1
E00088698,14.3,11.3,54.9,19.5
E00088699,4.7,14.1,40.6,40.6
E00088700,1.7,39,28,31.4
E00088701,21.2,29.5,30.8,18.5
E00088702,1.7,5.9,24.6,67.8
E00088704,20.3,37.8,20.3,21.6
E00088705,0.8,15.4,74.8,8.9
E00088706,5.4,44.6,41.9,8.1
E00088707,23.7,53,19.6,3.7
E00088708,10.1,14.6,38.6,36.7
E00088709,0.8,9.8,50.4,39.1
E00088710,0,13.3,56.3,30.5
E00088711,1.6,32,56.3,10.2
E00088712,0,37.8,50.4,11.8
