geography_code,in_full_time_education-001,in_full_time_education-002
E00088611,11.8,88.2
E00088612,18.2,81.8
E00088613,15.4,84.6
E00088615,24,76
E00088616,12,88
E00088617,16,84
E00088618,12.8,87.2
E00088619,12.1,87.9
E00088620,13.1,86.9
E00088621,7.3,92.7
E00088622,14.4,85.6
E00088623,21.7,78.3
E00088624,15.1,84.9
E00088625,9,91
E00088626,15.8,84.2
E00088627,18.6,81.4
E00088663,16.4,83.6
E00088664,17.3,82.7
E00088665,16.8,83.2
E00088666,19.2,80.8
E00088668,13,87
E00088669,16.7,83.3
E00088670,11.8,88.2
E00088673,14.5,85.5
E00088674,27.3,72.7
E00088675,18.2,81.8
E00088679,23.2,76.8
E00088680,7.8,92.2
E00088682,15.7,84.3
E00088688,18.4,81.6
E00088690,16,84
E00088692,24.9,75.1
E00088693,17.1,82.9
E00088694,11.4,88.6
E00088695,8.8,91.2
E00088696,14.6,85.4
E00088697,19.8,80.2
E00088698,20.4,79.6
E00088699,20.2,79.8
E00088700,13,87
E00088701,14.6,85.4
E00088702,15.4,84.6
E00088704,11.4,88.6
E00088705,16.2,83.8
E00088706,18.2,81.8
E00088707,15,85
E00088708,16.8,83.2
E00088709,17.4,82.6
E00088710,18.2,81.8
E00088711,12.1,87.9
E00088712,12.5,87.5
E00088713,12.5,87.5
E00088714,17,83
E00088715,17.1,82.9
E00088717,14,86
E00088718,17.6,82.4
E00088719,16.9,83.1
E00088720,19.7,80.3
E00088723,12.2,87.8
E00088725,15.2,84.8
E00088726,18.1,81.9
E00088734,18.4,81.6
E00088738,20.9,79.1
E00088777,7.8,92.2
E00088778,10.9,89.1
E00088779,14,86
E00088780,17.9,82.1
E00088781,15.5,84.5
E00088783,0,100
E00088785,18.2,81.8
E00088786,13.8,86.2
E00088787,16.5,83.5
E00088788,16.4,83.6
E00088789,13.1,86.9
E00088790,19.4,80.6
E00088791,16.6,83.4
E00088792,12.2,87.8
E00088793,10.8,89.2
E00088794,7.1,92.9
E00088795,13.5,86.5
E00088796,18.2,81.8
E00088797,15.4,84.6
E00088798,21.5,78.5
E00088816,25.8,74.2
E00088817,13.8,86.2
E00088818,28.8,71.2
E00088819,16.1,83.9
E00088820,17.2,82.8
E00088821,23.4,76.6
E00088822,27.8,72.2
E00088823,16,84
E00088824,26.9,73.1
E00088825,18.2,81.8
E00088828,22.9,77.1
E00088829,19.3,80.7
E00088830,20.2,79.8
E00088831,26.3,73.7
E00088832,17.7,82.3
E00088833,22.7,77.3
E00088834,24.5,75.5
E00088835,14.1,85.9
E00088836,27.3,72.7
E00088837,19.2,80.8
E00088854,12.9,87.1
E00088855,15.4,84.6
E00088856,13.7,86.3
E00088857,14.5,85.5
E00088858,19.9,80.1
E00088859,11.1,88.9
E00088860,16.3,83.7
E00088861,16.7,83.3
E00088862,14.9,85.1
E00088863,16.9,83.1
