areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00060556,3.8,26,70.2
E00060557,0,28.9,71.1
E00060558,2.9,38.7,58.4
E00060559,7,22.7,70.3
E00060560,4.9,22.5,72.5
E00060561,5.9,35.6,58.5
E00060562,5,34.7,60.3
E00060563,5.3,15.9,78.8
E00060564,5.8,14.9,79.3
E00060565,4.4,19.9,75.7
E00060566,2.4,32.5,65.1
E00060567,5.8,25.5,68.6
E00060568,4.4,20.4,75.2
E00060569,4.3,35.4,60.4
E00060570,0.7,20.5,78.8
E00060571,3.1,43.8,53.1
E00060572,1.6,43.3,55.1
E00060573,6.2,18.1,75.6
E00060574,6.2,16.2,77.7
E00060575,4.7,29.9,65.4
E00060576,1.6,31.7,66.7
E00060577,4.1,19,76.9
E00060578,12,12.8,75.2
E00060579,2.6,24.2,73.2
E00060580,8.7,26.1,65.2
E00060581,10.1,28.4,61.5
E00060582,5.3,23.7,71
E00060583,5,30,65
E00060584,4.1,33.1,62.8
E00060585,8.1,21.8,70.2
E00060586,4.1,33.1,62.8
E00060587,4.4,30.7,64.9
E00060588,5.4,31.3,63.4
E00060589,5.6,32.9,61.5
E00060590,4.8,36.9,58.3
E00060591,2,38.1,59.9
E00060592,5.6,32.3,62.1
E00060593,3.1,36.7,60.2
E00060594,4.5,21.6,73.9
E00060595,5,30.6,64.5
E00060596,0.6,56.8,42.6
E00060597,0.8,40,59.2
E00060598,5.5,29.1,65.5
E00060599,3.5,29.2,67.3
E00060600,5.1,36.8,58.1
E00060601,4.8,51.2,44
E00060602,0.9,73.3,25.9
E00060603,3.5,43,53.5
E00060604,2.2,45.6,52.2
E00060605,0.8,23,76.2
E00060606,9.7,34.7,55.6
E00060607,3.3,23.1,73.6
E00060608,0,37.1,62.9
E00060609,6.2,39.3,54.5
E00060610,0,60.1,39.9
E00060611,5,51.3,43.7
E00060612,4.4,39.3,56.3
E00060613,3.8,51.1,45.1
E00060614,5.7,22.8,71.5
E00060615,3.3,57,39.7
E00060616,0,63.4,36.6
E00060617,6.7,25.8,67.5
E00060618,3.8,53.3,42.9
E00060619,2.5,41,56.6
E00060620,3,38.3,58.6
E00060621,5,25.2,69.8
E00060622,6,20.1,73.9
E00060623,6.3,41.3,52.4
E00060624,5.6,23.8,70.6
E00060625,4,47.6,48.4
E00060627,6.3,15.3,78.4
E00060628,4.1,39.8,56.1
E00060629,4.9,40.8,54.4
E00060630,5.7,41.8,52.5
E00060631,1.5,28.5,70.1
E00060632,1.6,26.4,72
E00060633,0.9,37.6,61.5
E00060634,0.8,25.4,73.8
E00060635,1.5,40.3,58.2
E00060636,4.4,23.7,71.9
E00060637,2.3,27.1,70.5
E00060638,2.2,39.3,58.5
E00060639,4.5,34.1,61.4
