areacd,heating_type_3a-001,heating_type_3a-002
E00060556,0.8,99.2
E00060557,0,100
E00060558,1.4,98.6
E00060559,1.6,98.4
E00060560,0,100
E00060561,0.7,99.3
E00060562,0.8,99.2
E00060563,0,100
E00060564,0.8,99.2
E00060565,0,100
E00060566,0.8,99.2
E00060567,0,100
E00060568,0,100
E00060569,1.2,98.8
E00060570,1.4,98.6
E00060571,1,99
E00060572,0.8,99.2
E00060573,1,99
E00060574,2.3,97.7
E00060575,2.3,97.7
E00060576,0.8,99.2
E00060577,0.8,99.2
E00060578,0,100
E00060579,1.3,98.7
E00060580,0,100
E00060581,0.7,99.3
E00060582,2.3,97.7
E00060583,1.5,98.5
E00060584,0,100
E00060585,1.6,98.4
E00060586,2.5,97.5
E00060587,2.6,97.4
E00060588,1.8,98.2
E00060589,2.1,97.9
E00060590,0,100
E00060591,1.4,98.6
E00060592,0,100
E00060593,0.8,99.2
E00060594,0.7,99.3
E00060595,1.7,98.3
E00060596,2.5,97.5
E00060597,0.8,99.2
E00060598,0.9,99.1
E00060599,0.9,99.1
E00060600,1.7,98.3
E00060601,0.8,99.2
E00060602,0,100
E00060603,0.9,99.1
E00060604,2.2,97.8
E00060605,0,100
E00060606,1.3,98.7
E00060607,0,100
E00060608,1.9,98.1
E00060609,2.1,97.9
E00060610,0.7,99.3
E00060611,4.3,95.7
E00060612,0,100
E00060613,0,100
E00060614,0,100
E00060615,6.7,93.3
E00060616,1.4,98.6
E00060617,1.7,98.3
E00060618,2.8,97.2
E00060619,0.8,99.2
E00060620,0.8,99.2
E00060621,0,100
E00060622,0,100
E00060623,0,100
E00060624,0,100
E00060625,1.6,98.4
E00060627,1.8,98.2
E00060628,2.4,97.6
E00060629,0,100
E00060630,0.8,99.2
E00060631,0,100
E00060632,0,100
E00060633,0,100
E00060634,0.8,99.2
E00060635,2.3,97.7
E00060636,0,100
E00060637,1.6,98.4
E00060638,0,100
E00060639,0,100
E00060640,0,100
E00060641,0,100
E00060643,0.5,99.5
E00060644,1.6,98.4
E00060645,1.7,98.3
E00060646,0,100
E00060647,0,100
E00060648,0,100
E00060649,1.5,98.5
E00060650,0.8,99.2
E00060651,1.6,98.4
E00060652,0,100
E00060656,2.8,97.2
E00060659,0,100
E00060660,0.9,99.1
E00060661,1.3,98.7
E00060663,0,100
E00060664,1.1,98.9
E00060665,0.4,99.6
E00060666,0.5,99.5
E00060667,0.8,99.2
E00060668,0,100
E00060669,1.3,98.7
E00060670,0,100
E00060671,0,100
E00060672,0,100
E00060673,0,100
E00060674,0.9,99.1
E00060675,0,100
E00060676,0,100
E00060677,0,100
E00060678,0,100
E00060679,2.3,97.7
E00060680,0,100
E00060681,1,99
E00060682,0,100
E00060683,0.8,99.2
E00060684,0,100
E00060685,1,99
E00060686,0.8,99.2
E00060687,0,100
E00060688,0,100
E00060689,2.8,97.2
E00060690,3.9,96.1
E00060691,1.5,98.5
E00060692,0.8,99.2
E00060693,1,99
E00060694,0,100
E00060695,2.8,97.2
E00060696,2.2,97.8
E00060697,0,100
E00060698,1.6,98.4
E00060699,5.6,94.4
E00060701,1.5,98.5
E00060702,2.1,97.9
E00060704,4.5,95.5
E00060705,0.8,99.2
E00060706,3.2,96.8
E00060707,6.3,93.7
E00060708,3.7,96.3
E00060709,4.3,95.7
E00060710,4.4,95.6
E00060711,2.4,97.6
E00060712,2.5,97.5
E00060713,1.8,98.2
E00060714,0.9,99.1
E00060715,4.8,95.2
E00060716,1.6,98.4
E00060717,3,97
E00060718,3.1,96.9
E00060719,4,96
E00060720,1.8,98.2
E00060721,4.8,95.2
E00060726,1.1,98.9
E00060727,2.2,97.8
E00060728,4.4,95.6
E00060729,0,100
E00060730,0.8,99.2
E00060731,0.8,99.2
E00060732,3.5,96.5
E00060733,0,100
E00060734,0,100
E00060735,2.8,97.2
E00060736,0,100
E00060737,0.7,99.3
E00060738,0,100
E00060739,1.4,98.6
E00060740,0,100
