areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00060556,51.9,29.5,14,3.9,0.8
E00060557,59,29.1,11.2,0.7,0
E00060558,43.9,41.7,14.4,0,0
E00060559,47.6,32.5,18.3,0.8,0.8
E00060560,57.1,25.7,15,1.4,0.7
E00060561,40.7,28.1,28.9,2.2,0
E00060562,46.7,31.7,20,0.8,0.8
E00060563,67.3,22.9,8.5,0.7,0.7
E00060564,65.9,21.1,8.1,4.9,0
E00060565,61.6,24.6,11.6,2.2,0
E00060566,38,45.7,15.5,0.8,0
E00060567,43.4,36,18.4,0.7,1.5
E00060568,48.5,33.1,14,4.4,0
E00060569,37.2,43.9,15.2,3.7,0
E00060570,35.2,45.8,18.3,0.7,0
E00060571,35.8,47.9,16.3,0,0
E00060572,26.8,35.4,34.6,3.1,0
E00060573,58.5,29,10.4,1.6,0.5
E00060574,50.4,31.8,15.5,0.8,1.6
E00060575,54.3,34.1,8.5,3.1,0
E00060576,42.4,32.8,24.8,0,0
E00060577,44.6,29.8,22.3,3.3,0
E00060578,53.2,29.8,12.1,1.6,3.2
E00060579,27.9,31.2,39,1.9,0
E00060580,25.6,36.7,32.2,5.6,0
E00060581,45.9,26.7,24,2.7,0.7
E00060582,22.1,32.8,41.2,3.1,0.8
E00060583,34.5,28.8,29.5,7.2,0
E00060584,36.6,36.6,26.8,0,0
E00060585,21.1,35.8,33.3,8.9,0.8
E00060586,42,44.5,12.6,0.8,0
E00060587,44.3,28.7,19.1,6.1,1.7
E00060588,40.9,38.2,20,0.9,0
E00060589,36.6,36.6,25.5,0.7,0.7
E00060590,18.9,52.4,25.9,2.2,0.5
E00060591,17.2,47.6,33.1,2.1,0
E00060592,21.6,36.8,37.6,2.4,1.6
E00060593,41.4,32.8,25.8,0,0
E00060594,38.8,40.3,18.7,2.2,0
E00060595,37.7,45.1,13.1,3.3,0.8
E00060596,21.5,39.9,38,0.6,0
E00060597,32.5,50,16.7,0.8,0
E00060598,37.7,32.1,25.5,3.8,0.9
E00060599,28.4,44,26.7,0.9,0
E00060600,49.6,34.2,12.8,2.6,0.9
E00060601,23.2,37.6,34.4,4.8,0
E00060602,11.2,53.4,35.3,0,0
E00060603,37.3,33.6,26.4,2.7,0
E00060604,25.9,51.1,22.2,0.7,0
E00060605,42.5,43.3,14.2,0,0
E00060606,32.4,40.5,21.6,2.7,2.7
E00060607,14.1,43.5,41.3,1.1,0
E00060608,25.2,28.2,45.6,1,0
E00060609,33.1,25.5,38.6,1.4,1.4
E00060610,15,18.8,63.9,2.3,0
E00060611,24.4,26.9,45.4,2.5,0.8
E00060612,40.6,33.1,26.3,0,0
E00060613,16.3,27.1,53.5,0.8,2.3
E00060614,35.5,33.1,23.4,4,4
E00060615,29.5,27.9,41.8,0.8,0
E00060616,15.5,18.3,63.4,2.8,0
E00060617,19.3,47.1,28.6,5,0
E00060618,24.8,31.4,42.9,1,0
E00060619,13.8,30.1,51.2,4.1,0.8
E00060620,44.9,28.3,26,0.8,0
E00060621,34.5,31.7,29.5,4.3,0
E00060622,45.5,26.1,27.6,0.7,0
E00060623,26.8,29.9,37.8,5.5,0
E00060624,31.3,36.1,27.8,2.8,2.1
E00060625,30.4,35.2,33.6,0.8,0
E00060627,28.3,41.6,20.4,6.2,3.5
E00060628,8.9,46.3,40.7,4.1,0
E00060629,10.6,42.3,43.3,3.8,0
E00060630,41.8,27,29.5,0.8,0.8
E00060631,14.5,39.1,43.5,2.9,0
E00060632,57.5,34.6,7.9,0,0
E00060633,37.8,19.8,40.5,1.8,0
E00060634,51.5,31.5,16.9,0,0
E00060635,50.8,40.2,9.1,0,0
E00060636,49.6,38.9,10.7,0.8,0
E00060637,16.8,51.1,32.1,0,0
E00060638,40,51.1,7.4,1.5,0
E00060639,42,48.1,9.2,0.8,0
E00060640,26.1,61.5,10.6,1.9,0
E00060641,42.6,41.8,15.6,0,0
E00060643,45.2,47.3,7.4,0,0
E00060644,52.7,31.2,14,2.2,0
E00060645,51.8,32.5,14.9,0.9,0
E00060646,40.5,42.1,14.3,3.2,0
E00060647,52.2,36,9.6,2.2,0
E00060648,55.5,34.4,10.2,0,0
E00060649,43.3,43.3,13.4,0,0
E00060650,52.4,38.9,8.7,0,0
E00060651,14.1,41.7,40.1,4.2,0
E00060652,54.3,32.6,13.2,0,0
E00060656,14,40.6,43.4,1.4,0.7
E00060659,43.1,32.5,22,2.4,0
E00060660,40.4,31.6,22.8,5.3,0
E00060661,36.1,47.7,14.8,0,1.3
E00060663,35.8,39.8,19.5,4.9,0
E00060664,22.6,48.6,24.9,4,0
E00060665,28.8,41.7,27.9,1.3,0.4
E00060666,18.9,31.4,47.6,2.2,0
E00060667,28.7,38.5,27.9,4.9,0
E00060668,22,35.6,38.6,3,0.8
E00060669,7.1,36.1,52.9,3.9,0
E00060670,50.8,38.3,10.9,0,0
E00060671,5.3,22,72,0.8,0
E00060672,23.4,32.8,43,0.8,0
E00060673,72.6,20,7.4,0,0
E00060674,58.2,31.8,10,0,0
E00060675,41.7,44.2,13.3,0.8,0
E00060676,66.9,26.6,6.5,0,0
E00060677,16.2,35.4,41.5,6.9,0
E00060678,45,19.8,32.4,1.8,0.9
E00060679,58.9,25.6,14.7,0,0.8
E00060680,76.1,21.1,2.8,0,0
E00060681,50.5,38.4,10.6,0.5,0
E00060682,28.2,55.6,16.1,0,0
E00060683,18.5,45.2,33.1,3.2,0
E00060684,9.2,33.6,53.4,3.1,0.8
E00060685,66.3,24.9,8.8,0,0
E00060686,45.5,24.6,27.6,2.2,0
E00060687,35.6,45.5,17.8,1,0
E00060688,63.2,25.3,10.3,1.1,0
E00060689,14.2,36.2,49.6,0,0
E00060690,33.3,40,25.3,1.3,0
E00060691,30.1,30.8,39.1,0,0
E00060692,24.4,53.5,20.5,0.8,0.8
E00060693,33,21.6,42.3,2.1,1
E00060694,22.6,35.5,38.7,1.6,1.6
E00060695,20.2,39.4,40.4,0,0
E00060696,19.3,34.8,45.9,0,0
E00060697,29.1,30.5,39.9,0,0.5
E00060698,29.5,30.2,38,2.3,0
E00060699,20,49.6,21.6,6.4,2.4
E00060701,11.6,42.6,35.7,8.5,1.6
E00060702,11.4,35,38.6,12.1,2.9
E00060704,14.3,43.6,36.1,4.5,1.5
E00060705,22.1,40.2,29.5,6.6,1.6
E00060706,22.1,37.7,31.1,9,0
E00060707,22.4,40.6,26.6,9.1,1.4
E00060708,15.7,50.7,26.9,5.2,1.5
E00060709,20.6,36.9,34.8,5.7,2.1
E00060710,17.7,50.4,26.5,4.4,0.9
E00060711,19.4,41.9,26.6,9.7,2.4
E00060712,19.5,36.6,33.5,6.7,3.7
E00060713,21.1,41.2,25.4,9.6,2.6
E00060714,5.7,48.1,40.6,4.7,0.9
E00060715,24.4,35.4,27.6,10.2,2.4
E00060716,17.4,41.3,35.5,4.1,1.7
E00060717,35.3,39,22.1,3.7,0
E00060718,18.4,39.8,31.6,10.2,0
E00060719,22.4,40.8,26.4,8.8,1.6
E00060720,35.1,40.4,21.9,2.6,0
E00060721,21.4,34.1,34.1,8.7,1.6
E00060726,14.4,46.7,32.2,5.6,1.1
E00060727,15.8,33.1,40.3,5.8,5
E00060728,20.4,40.1,27.5,7,4.9
E00060729,30.5,31.4,35.2,2.9,0
E00060730,37.2,51.9,10.9,0,0
E00060731,40.3,45.4,14.3,0,0
E00060732,16.8,32.7,48.7,0.9,0.9
E00060733,12.3,27.9,59,0.8,0
E00060734,14.5,33.6,49.1,2.7,0
E00060735,20.2,42.3,36.5,1,0
E00060736,31.5,34.7,32.3,1.6,0
E00060737,46.1,43.3,10.6,0,0
E00060738,13.9,34.8,49.6,1.7,0
E00060739,60.1,24.6,12.3,2.2,0.7
E00060740,50.4,37.8,10.9,0.8,0
E00060741,22,38.6,37.1,2.3,0
E00060742,33,39.3,21.4,5.4,0.9
E00060743,25.5,34.5,40,0,0
E00060744,25.4,39.4,31.7,2.1,1.4
E00060745,23.1,42.7,27.3,5.6,1.4
E00060746,20.5,32,42.6,3.3,1.6
E00060747,23.6,22.8,52.8,0.8,0
E00060748,22.6,37.2,36.5,3.6,0
E00060749,33.9,33.9,29.8,1.6,0.8
E00060750,57.7,31.5,10,0.8,0
E00060751,34.9,37.7,27.4,0,0
E00060752,59.5,23.7,16.8,0,0
E00060753,56.3,25.2,11.8,4.2,2.5
E00060754,54,27.8,17.5,0.8,0
E00060755,54.1,38.5,5.7,1.6,0
E00060756,45.8,41.7,10,2.5,0
E00060757,51.5,38.2,8.1,2.2,0
E00060758,30.9,57.4,9.6,2.2,0
E00060759,46.5,37.2,12.4,3.1,0.8
E00060760,24.8,56.8,18.4,0,0
E00060762,9.8,69.6,19.6,0.9,0
E00060763,42.9,36.6,17.9,1.8,0.9
E00060764,44.9,35.6,16.9,2.5,0
E00060765,54.1,22.1,19.7,4.1,0
E00060766,50.8,27,19.7,1.6,0.8
E00060767,27.9,45.9,23.8,2.5,0
E00060768,32.8,40.6,25,1.6,0
E00060769,31.7,40.5,26.2,1.6,0
E00060770,39.3,41,17.9,1.7,0
E00060771,24.2,44.2,27.5,4.2,0
E00060772,39.2,37.7,19.2,3.8,0
E00060773,41.8,32.8,21.3,1.6,2.5
E00060774,25.8,46.7,25,2.5,0
E00060775,33.9,38.6,22,5.5,0
E00060776,32.3,29.1,36.2,2.4,0
E00060777,73.7,20.3,5.3,0.8,0
E00060778,26,36.5,36.5,1,0
E00060779,46,32.8,21.2,0,0
E00060780,50.4,36.8,11.2,0.8,0.8
E00060781,61.7,26.7,11.7,0,0
E00060782,24.8,39.5,33.3,1.6,0.8
E00060783,69.8,25.6,3.9,0.8,0
E00060784,68.9,23,7.4,0.7,0
E00060785,49.6,32.8,16,0.8,0.8
E00060786,35.4,41.5,19.7,2.7,0.7
E00060787,45.4,25.4,20.8,7.7,0.8
E00060788,52.1,33.9,13.2,0.8,0
E00060789,35.5,44.1,18.2,0.9,1.4
E00060790,54.3,31.5,10.2,2.4,1.6
E00060791,67.5,22.2,9.5,0.8,0
E00060792,33.8,38.9,22.9,3.2,1.3
E00060793,49.2,33.1,11.9,3.4,2.5
E00060794,50.4,33.3,13.3,2.2,0.7
E00060795,43.2,42.4,12.1,2.3,0
E00060796,55.6,29,13.7,1.6,0
E00060797,38.3,41.7,15,4.2,0.8
E00060798,14,38.2,44.4,2.8,0.6
E00060799,32.7,34.6,28.8,3.9,0
E00060800,36.9,35.4,20,7.7,0
E00060802,49.6,31.1,15.1,4.2,0
E00060803,23.4,41.8,29.7,4.4,0.6
E00060804,32,42.2,23.4,2.3,0
E00060805,39,30.1,28.5,2.4,0
E00060806,48.1,31.3,17.6,1.5,1.5
E00060807,43.3,32.6,21.9,1.9,0.5
E00060808,51.6,25.8,18.5,2.4,1.6
E00060809,35.6,35.6,22,5.1,1.7
E00060810,15.2,56.3,25.9,1.8,0.9
E00060811,47.4,30.8,18.8,2.3,0.8
E00060812,22.3,50,25.7,2,0
E00060813,40.9,20.9,35.7,2.6,0
E00060814,34.5,34.5,24.1,6.9,0
E00060815,41,30,26,2,1
E00060817,19.7,31.6,41,7.7,0
E00060818,43.9,33.3,16.7,4.5,1.5
E00060819,42.3,40.8,16.9,0,0
E00060820,21.4,47,29.1,2.6,0
E00060821,44.4,31.6,20.5,2.6,0.9
E00060822,26,26.8,43.9,3.3,0
E00060824,14.1,40.7,44.1,0.6,0.6
E00060825,13.7,55.6,27.4,2.6,0.9
E00060826,16.8,53.3,28,1.9,0
E00060827,33.5,44.3,18.4,1.9,1.9
E00060828,20.6,42.9,27.8,7.9,0.8
E00060829,15.4,45.3,29.1,9.4,0.9
E00060830,25,46.3,23.5,4.4,0.7
E00060831,28.8,22.9,41.5,6.8,0
E00060832,25,47.9,24.3,2.1,0.7
E00060833,56.5,33.9,9.7,0,0
E00060834,45,42,9.9,3.1,0
E00060835,58.3,31.8,9.8,0,0
E00060836,37.5,22.5,39.2,0.8,0
E00060837,39.9,29.7,29,1.4,0
E00060838,64.3,27.8,7.1,0.8,0
E00060839,42.4,42.4,13.6,1.5,0
E00060841,43.8,40.3,13.6,2.3,0
E00060842,59.4,35.4,5.2,0,0
