areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00067231,50.3,2.2,47.6
E00067233,56.4,1.2,42.4
E00067234,65,6.7,28.3
E00067235,39.5,0.5,60
E00067236,52.1,2.1,45.8
E00067237,51.4,2.7,45.9
E00067238,55.4,0.3,44.3
E00067239,53.4,3.6,43.1
E00067240,69.2,3,27.8
E00067242,47.9,3.5,48.6
E00067244,51.1,1.2,47.7
E00067245,51.8,3.1,45.1
E00067246,50.5,1.4,48
E00067248,63.2,1.4,35.4
E00067249,50.4,0.4,49.3
E00067250,75.5,4.1,20.4
E00067251,46.8,3,50.2
E00067252,61.8,0.7,37.5
E00067253,72.5,3.7,23.7
E00067254,48.1,2.9,49
E00067255,62,0,38
E00067256,48.4,0.4,51.2
E00067257,36.6,0.4,63
E00067258,60.1,0.8,39.1
E00067259,51.3,3,45.7
E00067260,46.4,2,51.6
E00067261,41.2,2.9,55.9
E00067262,42.1,1.7,56.2
E00067263,52.8,1.8,45.4
E00067266,47.8,3.7,48.5
E00067267,47.9,2.8,49.3
E00067268,51.8,2.3,45.9
E00067269,47.1,2.1,50.8
E00067270,50.7,3,46.3
E00067271,41.8,2.6,55.7
E00067272,36.6,0.4,63
E00134042,62.9,2.1,35.1
E00134043,51.9,2.7,45.4
E00134044,57.7,2.7,39.6
E00134045,57.4,2.1,40.4
E00134046,44.9,3.8,51.3
E00134047,39.8,6.8,53.4
E00134048,57,1.8,41.2
E00134049,55.1,5.1,39.8
E00134050,61.5,5.6,33
E00134051,54.5,2,43.6
E00134053,48,2.7,49.3
E00134054,52.4,3,44.5
E00134055,56.7,2.5,40.8
E00134056,52.8,3.1,44.2
E00134057,54.9,1.9,43.2
E00134058,56.5,1,42.5
E00134059,52.4,2.2,45.4
E00134060,53.4,0,46.6
E00134061,50.8,1.7,47.5
E00134067,49,2.5,48.5
E00134086,50.7,1.8,47.5
E00134088,55,1.2,43.8
E00134089,40.4,1.4,58.2
E00134090,38,2.6,59.4
E00134091,50.2,0.7,49.1
E00134092,50.7,1.6,47.7
E00134093,56.4,1.7,41.9
E00134129,68.6,1.6,29.8
E00134130,57.7,0.7,41.5
E00134131,54.5,4.3,41.3
E00134132,64.2,0.3,35.5
E00134133,50.4,0.8,48.8
E00134140,52.9,1.7,45.4
E00134141,51,1.6,47.4
E00134143,49.6,0.8,49.6
E00134144,49.3,0.3,50.4
E00134145,52.4,3.3,44.4
E00134146,47.8,3.4,48.7
E00134147,57.3,2.5,40.3
E00134149,55.3,2.1,42.6
E00134150,43.5,1.1,55.4
E00134151,41.7,2.8,55.5
E00134157,45.3,0,54.7
E00134158,45.2,2.8,52.1
E00134183,57.9,0.4,41.8
E00134184,54.4,1.6,44
E00134185,56.8,1.8,41.3
E00134186,57.6,0.9,41.4
E00134187,53.2,1.5,45.3
E00134188,52.6,0.7,46.7
E00134189,52.6,2.6,44.8
E00134190,60,1.4,38.5
E00134192,59.3,2.2,38.5
E00134193,58.9,2.1,39
E00134207,51.7,2.7,45.6
E00172858,70.9,2.4,26.7
E00172864,60.2,1.9,37.9
E00185296,61.1,2.2,36.7
E00185340,62.6,2.7,34.7
E00189229,76.1,3.2,20.6
E00189303,44.5,2.6,52.8
