areacd,heating_type_3a-001,heating_type_3a-002
E00067231,0,100
E00067233,0,100
E00067234,1.5,98.5
E00067235,0,100
E00067236,1.6,98.4
E00067237,0,100
E00067238,1.3,98.7
E00067239,1.6,98.4
E00067240,0.8,99.2
E00067242,0,100
E00067244,0,100
E00067245,0,100
E00067246,1.4,98.6
E00067248,0,100
E00067249,0,100
E00067250,0,100
E00067251,0.7,99.3
E00067252,0,100
E00067253,0.8,99.2
E00067254,0,100
E00067255,1.2,98.8
E00067256,0,100
E00067257,0,100
E00067258,0.6,99.4
E00067259,0,100
E00067260,2.2,97.8
E00067261,0,100
E00067262,0,100
E00067263,0,100
E00067266,0,100
E00067267,0,100
E00067268,0,100
E00067269,0,100
E00067270,2.8,97.2
E00067271,0,100
E00067272,0,100
E00134042,4.3,95.7
E00134043,1.4,98.6
E00134044,0,100
E00134045,2.1,97.9
E00134046,2.2,97.8
E00134047,0,100
E00134048,4.2,95.8
E00134049,0,100
E00134050,0,100
E00134051,0,100
E00134053,1.6,98.4
E00134054,1.2,98.8
E00134055,0.7,99.3
E00134056,0,100
E00134057,0,100
E00134058,1,99
E00134059,1.4,98.6
E00134060,0,100
E00134061,0.7,99.3
E00134067,0.9,99.1
E00134086,0,100
E00134088,0,100
E00134089,0.8,99.2
E00134090,0.9,99.1
E00134091,0.7,99.3
E00134092,2,98
E00134093,0.9,99.1
E00134129,3,97
E00134130,1.7,98.3
E00134131,1.6,98.4
E00134132,0,100
E00134133,0,100
E00134140,1.7,98.3
E00134141,0.8,99.2
E00134143,0.7,99.3
E00134144,0,100
E00134145,0,100
E00134146,0,100
E00134147,0,100
E00134149,2,98
E00134150,0,100
E00134151,0,100
E00134157,0,100
E00134158,0.9,99.1
E00134183,1.3,98.7
E00134184,1.8,98.2
E00134185,1.8,98.2
E00134186,0,100
E00134187,0,100
E00134188,0.7,99.3
E00134189,3,97
E00134190,0,100
E00134192,0,100
E00134193,2,98
E00134207,5.3,94.7
E00172858,2.7,97.3
E00172864,0,100
E00185296,0,100
E00185340,0.5,99.5
E00189229,0,100
E00189303,0,100
