areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00067231,7.3,26.8,43,22.9
E00067233,7,40.6,40.6,11.8
E00067234,8.6,40,34.3,17.1
E00067235,20.4,54.9,16.8,8
E00067236,8.5,41.1,32.6,17.8
E00067237,4.7,33.3,40.3,21.7
E00067238,6.8,40.1,34,19
E00067239,19.4,37.9,32.3,10.5
E00067240,0.8,42.4,43.9,12.9
E00067242,16.8,47.6,24.5,11.2
E00067244,11.2,38.8,30.3,19.7
E00067245,18,42.9,26.3,12.8
E00067246,2.8,44.1,37.2,15.9
E00067248,11.1,42.3,33.3,13.2
E00067249,14,46.2,22.4,17.5
E00067250,7.1,16.7,42.9,33.3
E00067251,11.9,43.7,31.9,12.6
E00067252,8.8,34.3,32.8,24.1
E00067253,0.8,22.3,50.8,26.2
E00067254,7.4,38.5,48.4,5.7
E00067255,4.8,34.5,36.9,23.8
E00067256,19,46.5,26.1,8.5
E00067257,13.6,42.9,30.7,12.9
E00067258,5.1,28.4,43.8,22.7
E00067259,14,43.4,29.5,13.2
E00067260,8,51.4,29.7,10.9
E00067261,20.1,59.7,18,2.2
E00067262,6.3,42.1,39.7,11.9
E00067263,5.4,33.3,45.2,16.1
E00067266,11.1,34.7,33.3,20.8
E00067267,6.5,38.1,36.7,18.7
E00067268,7.5,43.3,39.2,10
E00067269,6.3,34.9,41.3,17.5
E00067270,17.1,36.2,33.3,13.3
E00067271,19.5,49.2,27.1,4.2
E00067272,5.8,36.7,39.2,18.3
E00134042,6.7,40,33.3,20
E00134043,8.6,36.4,34.4,20.6
E00134044,1.7,34.5,46.6,17.2
E00134045,11.6,30.2,25.6,32.6
E00134046,10,40,35.6,14.4
E00134047,0,24.6,54.1,21.3
E00134048,10.5,44.1,29.4,16.1
E00134049,13.9,59.4,23.8,3
E00134050,6.3,38.7,40.8,14.1
E00134051,11.1,35.6,35.6,17.8
E00134053,5.5,24.6,44.3,25.7
E00134054,4.8,30.1,38.6,26.5
E00134055,3.6,29.5,37.4,29.5
E00134056,12.2,44.9,35.7,7.1
E00134057,3.7,28.4,36.7,31.2
E00134058,5,21.8,49.5,23.8
E00134059,7.8,36.2,34,22
E00134060,3.6,34.5,41.8,20
E00134061,4.7,39.2,35.1,20.9
E00134067,7.5,39.9,37.1,15.5
E00134086,9.8,38.2,37.6,14.5
E00134088,10.4,32.9,32.9,23.7
E00134089,17.7,42.7,27.4,12.1
E00134090,15.6,46.8,26.6,11
E00134091,8.2,28.4,41,22.4
E00134092,7.4,33.1,37.2,22.3
E00134093,6.1,28.7,36.5,28.7
E00134129,3.9,37.9,37.9,20.4
E00134130,8.2,30.3,41,20.5
E00134131,13.5,38.1,35.7,12.7
E00134132,11,28.7,42.1,18.3
E00134133,6.8,45.9,30.8,16.4
E00134140,8.5,32.2,49.2,10.2
E00134141,7.6,47,33.3,12.1
E00134143,8.9,45.2,38.5,7.4
E00134144,5.9,38.2,38.7,17.2
E00134145,6.6,30.7,48.2,14.6
E00134146,19,42.9,30.2,7.9
E00134147,3.5,28.8,51.8,15.9
E00134149,5.8,38.3,42.2,13.6
E00134150,0.8,36.1,41.2,21.8
E00134151,8.7,39.7,33.3,18.3
E00134157,8.5,33.1,39.8,18.6
E00134158,9.1,33.6,36.4,20.9
E00134183,5.9,36.6,39.2,18.3
E00134184,5.7,37.1,39.7,17.5
E00134185,5.5,37.2,38.4,18.9
E00134186,8.9,31.5,42.9,16.7
E00134187,6.5,34.6,36.4,22.4
E00134188,6,35.3,44,14.7
E00134189,8.5,42.3,37.7,11.5
E00134190,5.3,29.2,45.5,20.1
E00134192,4.4,25.6,52.2,17.8
E00134193,6.4,39.9,36.5,17.2
E00134207,8,36,37.3,18.7
E00172858,6.3,48.6,34.2,10.8
E00172864,5.8,28.3,38.3,27.5
E00185296,11.7,53.3,33.3,1.7
E00185340,6.7,39.9,35.8,17.6
E00189229,2.9,30.6,50,16.5
E00189303,14.5,39.5,32.3,13.7
