areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00082337,32.8,67.2
E00082338,31.1,68.9
E00082339,26.7,73.3
E00082340,27.5,72.5
E00082343,28.1,71.9
E00082344,27.4,72.6
E00082345,34.4,65.6
E00082346,31.8,68.2
E00082347,40,60
E00082350,25.9,74.1
E00114400,38.5,61.5
E00114470,32.8,67.2
E00117630,35.3,64.7
E00117632,32.8,67.2
E00117634,27.8,72.2
E00117635,26.4,73.6
E00117636,34.2,65.8
E00117637,27.6,72.4
E00117638,35,65
E00117639,30.5,69.5
E00117640,30.9,69.1
E00117641,16.2,83.8
E00117642,26.7,73.3
E00117643,27.5,72.5
E00117644,33.6,66.4
E00117645,23,77
E00117646,27.6,72.4
E00117647,23.7,76.3
E00117648,26,74
E00117649,28.3,71.7
E00117650,23.9,76.1
E00117651,33,67
E00117660,29.4,70.6
E00117661,30.8,69.2
E00117662,29.7,70.3
E00117663,31.8,68.2
E00117666,35.7,64.3
E00117667,32.1,67.9
E00117668,24.8,75.2
E00117669,31.9,68.1
E00117670,41.7,58.3
E00117674,31.5,68.5
E00117675,37.9,62.1
E00117676,27.5,72.5
E00117677,27.8,72.2
E00117678,25,75
E00117679,28,72
E00117695,20.3,79.7
E00117696,35.2,64.8
E00117697,32.4,67.6
E00117698,32.9,67.1
E00117699,34.1,65.9
E00117700,25.7,74.3
E00117701,36.1,63.9
E00117702,29,71
E00117720,29.9,70.1
E00117721,31.8,68.2
E00117722,30.5,69.5
E00117723,26.2,73.8
E00117724,32,68
E00117725,25.2,74.8
E00117726,34.7,65.3
E00117781,28.3,71.7
E00117782,29,71
E00117783,27.7,72.3
E00117784,30.6,69.4
E00117785,30.9,69.1
E00117786,26.9,73.1
E00117787,25.2,74.8
E00117788,23,77
E00117789,25.8,74.2
E00117790,43.2,56.8
E00117791,22.6,77.4
E00117792,32.2,67.8
E00117793,17.3,82.7
E00117794,27.8,72.2
E00117795,25.4,74.6
E00117796,24.8,75.2
E00117797,25.9,74.1
E00117798,27.9,72.1
E00117799,23.3,76.7
E00117800,26.7,73.3
E00117801,29.4,70.6
E00117802,28.9,71.1
E00117810,26.3,73.7
E00117812,32.4,67.6
E00117813,17.2,82.8
E00117814,24.2,75.8
E00117815,20,80
E00117816,23,77
E00117817,22.6,77.4
E00117818,26.5,73.5
E00117819,29.4,70.6
E00117820,23.7,76.3
E00117821,27.6,72.4
E00117822,27.8,72.2
E00117823,23.7,76.3
E00117824,29,71
E00117825,24.9,75.1
E00117826,23.4,76.6
E00117827,21.6,78.4
E00117828,22.4,77.6
E00117829,29.4,70.6
E00117830,33.3,66.7
E00117831,27,73
E00117857,27.4,72.6
E00117858,28.9,71.1
E00117859,31.7,68.3
E00117862,29.7,70.3
E00117863,30.6,69.4
E00117864,27.1,72.9
E00117865,36.8,63.2
E00117866,26,74
E00117867,39.2,60.8
E00117868,29.1,70.9
E00117869,19.8,80.2
E00117870,20.9,79.1
E00117871,25.6,74.4
E00117872,35.2,64.8
E00117885,25.5,74.5
E00117886,20,80
E00117887,22.4,77.6
E00117888,24.6,75.4
E00117889,22.3,77.7
E00117890,28,72
E00117891,22.8,77.2
E00117892,23.8,76.2
E00117893,28.7,71.3
E00117894,16.1,83.9
E00117895,18.4,81.6
E00117897,34.9,65.1
E00117898,27.4,72.6
E00117899,31.2,68.8
E00117900,30.2,69.8
E00117901,28.2,71.8
E00117902,21.1,78.9
E00117903,30.1,69.9
E00117904,29.7,70.3
E00117905,19.4,80.6
E00117906,26.1,73.9
E00117907,29,71
E00117908,25.1,74.9
E00117948,24.8,75.2
E00117949,26,74
E00117950,28.4,71.6
E00117951,24.7,75.3
E00117952,24.5,75.5
E00117953,36,64
E00117954,22.3,77.7
E00117955,33.1,66.9
E00117956,20.5,79.5
E00117957,25.1,74.9
E00117958,30.1,69.9
E00117959,27.6,72.4
E00117960,23.2,76.8
E00117961,22.2,77.8
E00117962,24.3,75.7
E00117963,25.8,74.2
E00117964,28.8,71.2
E00117965,27.5,72.5
E00117966,26,74
E00117967,28.6,71.4
E00117968,20.5,79.5
E00117969,18.4,81.6
E00117970,20.5,79.5
E00117971,31.7,68.3
E00117972,28.6,71.4
E00162396,37.8,62.2
E00162397,32.3,67.7
E00162398,39.4,60.6
E00162399,33.3,66.7
E00162400,38.2,61.8
E00162401,37.1,62.9
E00162402,34.9,65.1
E00162420,32.6,67.4
E00162421,37,63
