areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00037886,0,43.8,50,6.2
E00037889,3.5,30.7,54.4,11.4
E00037890,2.5,42.5,51.7,3.3
E00037891,0,9.2,54.2,36.6
E00037892,1,0,40,59
E00037897,0,31,63.4,5.5
E00037898,0,16.9,77.7,5.4
E00037900,23.6,27.3,43.6,5.5
E00037905,47.4,15.3,32.8,4.4
E00037906,4.5,35.2,56.8,3.4
E00037908,18.8,31.5,43.6,6
E00037909,9.6,28.7,57.4,4.4
E00037912,1.9,17.8,70.7,9.6
E00037913,14.1,14.8,65.9,5.2
E00037914,12.4,40.5,28.1,19
E00037915,1.6,30.7,62.2,5.5
E00037916,0.9,37.9,56.9,4.3
E00037917,6.1,27.9,55.1,10.9
E00037918,0.8,42.7,52.4,4
E00037919,3.7,38.1,42.5,15.7
E00037921,2.8,32.7,57,7.5
E00037922,1.9,51.4,43.9,2.8
E00038513,0,4.3,16.5,79.1
E00038518,1.6,5.4,24.8,68.2
E00038520,1.6,17.3,68.5,12.6
E00038521,1.8,31.8,43.6,22.7
E00038522,2.3,6.8,43,48
E00038524,2.4,30.9,52.8,13.8
E00038525,0,6.5,81.3,12.1
E00038526,2.5,16,58.8,22.7
E00038527,2.4,44.6,47.6,5.4
E00038530,12.7,19.8,24.6,42.9
E00038531,3.6,38.4,47.1,10.9
E00038532,0.7,11.2,23.9,64.2
E00038533,0,18.4,40,41.6
E00038534,1.3,22.6,49.7,26.5
E00038535,21,23.5,47.1,8.4
E00038536,5.8,8.7,39.8,45.6
E00038537,4.6,20.9,56.2,18.3
E00038538,6.5,29.5,46,18
E00038539,26.1,33.3,18.3,22.2
E00038540,15.3,26.7,28.4,29.5
E00038541,2.2,39.4,43.1,15.3
E00038542,1.8,7.8,38.9,51.5
E00038543,3.6,23.2,40.6,32.6
E00038544,6.2,26.5,50.4,16.8
E00038545,1.6,19.5,47.6,31.4
E00038546,0,19.2,22.5,58.3
E00038547,0.8,26.4,50.4,22.4
E00038548,0.7,15.6,43,40.7
E00038550,3.4,21.2,36.4,39
E00038551,3,24.3,27.2,45.5
E00038552,8.2,28.2,57.3,6.4
E00038553,0,13.8,63.1,23.1
E00038554,1.6,14.3,50.8,33.3
E00038555,2.7,14.8,27.9,54.6
E00038556,1.6,7.8,35.2,55.5
E00038557,4.1,12.3,41,42.6
E00038558,0,6,61.1,32.9
E00066821,2.4,23.4,50.8,23.4
E00066822,8.8,34.6,26.5,30.1
E00066823,0,12.6,35.7,51.7
E00066824,2.2,20.5,32.8,44.5
E00066825,15,17.4,32.9,34.7
E00066826,10.6,33.3,36.2,19.9
E00066827,1.3,24.3,43.4,30.9
E00066828,1.7,19.6,30.6,48.1
E00066829,1.6,45.9,37.7,14.8
E00066830,0,31.3,39.3,29.5
E00066831,6.4,28.8,34.6,30.1
E00066832,0.8,26.9,40,32.3
E00066833,12,26,42,20
E00066858,0,15.7,30,54.3
E00066859,0.8,23.1,42.3,33.8
E00066860,3.8,22,50.8,23.5
E00066861,2.3,18,51.6,28.1
E00066862,0,22.5,35.7,41.9
E00066863,1.6,18.5,30.6,49.2
E00066864,0.6,8.4,43.9,47.1
E00066865,7.3,20.4,33.6,38.7
E00066866,0.7,10.7,37.1,51.4
E00066867,0,9.3,52.9,37.9
E00066868,0.6,14.1,33.1,52.1
E00066869,3.8,16.5,48.1,31.6
E00066870,0.7,38.1,35.8,25.4
E00066871,17.4,33.9,46.3,2.5
E00066872,19.6,9.3,54.2,16.8
E00066873,1.7,17,43.2,38.2
E00066874,5,17.1,45.7,32.1
E00066875,0,12.5,50,37.5
E00066878,1.4,13.3,51.2,34.1
E00133985,10.2,30.6,54.8,4.5
