areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00037886,96.3,0.4,3.3
E00037889,92.6,0,7.4
E00037890,97.2,0,2.8
E00037891,99.3,0,0.7
E00037892,95.1,1.5,3.4
E00037897,92.4,0.3,7.3
E00037898,93.8,0,6.2
E00037900,93.1,3.5,3.5
E00037905,88.9,1.3,9.8
E00037906,96.8,2.1,1.1
E00037908,93.2,1.4,5.4
E00037909,93.3,1.6,5.1
E00037912,90.7,0.6,8.8
E00037913,91.6,0,8.4
E00037914,91.4,2.3,6.3
E00037915,96.2,0,3.8
E00037916,95.9,0,4.1
E00037917,93,1.6,5.4
E00037918,96.9,0,3.1
E00037919,93.3,1.5,5.2
E00037921,97.1,0,2.9
E00037922,99.5,0,0.5
E00038513,98,0.9,1.2
E00038518,95,3.7,1.2
E00038520,99.6,0,0.4
E00038521,92,0.7,7.3
E00038522,98.4,0.6,1
E00038524,96.8,0.4,2.8
E00038525,98,0.8,1.2
E00038526,97,0.8,2.1
E00038527,98.2,0,1.8
E00038530,99.6,0,0.4
E00038531,97.9,0.4,1.7
E00038532,98.7,0,1.3
E00038533,98.7,0,1.3
E00038534,97,1.2,1.8
E00038535,97.8,0,2.2
E00038536,97.7,0.4,2
E00038537,96.2,0,3.8
E00038538,98.4,0.4,1.2
E00038539,98.6,0.4,1.1
E00038540,96.6,0.6,2.8
E00038541,98.2,0,1.8
E00038542,97.5,0.9,1.6
E00038543,99.4,0.3,0.3
E00038544,96.9,1.9,1.2
E00038545,97.3,0.9,1.8
E00038546,97.1,1,1.9
E00038547,97.7,0,2.3
E00038548,98.6,0,1.4
E00038550,96.5,0,3.5
E00038551,97.4,0.6,1.9
E00038552,94.3,1.3,4.4
E00038553,98.3,0.3,1.4
E00038554,98.5,0,1.5
E00038555,97.1,0.7,2.2
E00038556,99,0,1
E00038557,98.3,0.4,1.3
E00038558,99.5,0,0.5
E00066821,97.8,0.4,1.9
E00066822,100,0,0
E00066823,97.6,0,2.4
E00066824,97.9,0,2.1
E00066825,99.5,0.5,0
E00066826,96.6,0.6,2.8
E00066827,98,0.3,1.7
E00066828,98.1,0.3,1.5
E00066829,98.6,0.5,0.9
E00066830,97.6,0,2.4
E00066831,95.4,1,3.6
E00066832,99,0.3,0.7
E00066833,94.4,3.6,2
E00066858,93.9,2.6,3.5
E00066859,97.9,0,2.1
E00066860,99.7,0,0.3
E00066861,98.3,0,1.7
E00066862,94.4,0.7,4.9
E00066863,99.7,0,0.3
E00066864,97.9,0.5,1.6
E00066865,98.6,0.9,0.6
E00066866,99.2,0.6,0.3
E00066867,97.9,0.3,1.8
E00066868,99,0,1
E00066869,96.6,1.2,2.2
E00066870,100,0,0
E00066871,95,0.8,4.1
E00066872,98.6,0.5,0.9
E00066873,98.3,0,1.7
E00066874,96.7,1.5,1.8
E00066875,99.4,0,0.6
E00066878,99.8,0,0.2
E00133985,92.2,1.1,6.6
E00133988,99.3,0.4,0.4
E00133989,94.8,0.6,4.6
E00133990,92.7,0.9,6.3
E00133991,95.5,0.3,4.2
E00133992,98.4,0,1.6
E00133993,96.5,1,2.6
E00133994,96.8,1.1,2.1
E00133995,99,0.3,0.6
E00133996,97,1.5,1.5
E00133997,96.5,0,3.5
E00133998,97.9,0,2.1
E00133999,93.5,2.2,4.4
E00134000,97.6,0.7,1.7
E00134001,95.1,1.9,3
E00134002,95.7,1,3.3
E00134003,95.3,1.9,2.8
E00134004,96.2,0.4,3.4
E00134005,96.4,0.5,3.1
E00134006,95.1,0.4,4.5
E00134007,98.4,1.2,0.4
E00134008,99.4,0,0.6
E00134009,95.8,0.8,3.4
E00134010,95.3,0.4,4.4
E00134011,95.3,0.6,4.1
E00134012,95.3,0,4.7
E00134014,99.4,0,0.6
E00134015,99,0.3,0.7
E00134016,96.6,0.7,2.6
E00134017,95.7,0,4.3
E00134018,97,0.7,2.3
E00134019,98.4,0.2,1.3
E00134020,97.4,0,2.6
E00134021,98,0,2
E00134022,97.6,0.3,2
E00134023,94.3,0,5.7
E00134024,99.3,0,0.7
E00134025,97.5,0.4,2
E00134026,94.3,0.6,5.1
E00134027,98,0.2,1.8
E00134029,88.9,2.7,8.4
E00134030,90.1,0.4,9.5
E00134031,93,0.3,6.7
E00134033,92,0,8
E00134034,96.7,1.2,2.1
E00134035,94.4,1.1,4.5
E00134036,92.2,0,7.8
E00134037,97.1,0.3,2.6
E00134038,94.2,1.2,4.5
E00134039,96.4,0.5,3.1
E00134040,96.2,0.9,2.9
E00134041,95.6,0.7,3.7
E00134062,96.8,0.6,2.5
E00134063,97.1,0.8,2.1
E00134064,99.3,0,0.7
E00134065,99.2,0,0.8
E00134066,96.2,0.4,3.4
E00134137,98.6,1.4,0
E00134138,100,0,0
E00134139,98.6,0,1.4
E00134148,98.6,0,1.4
E00134167,100,0,0
E00134168,98.6,0.5,1
E00134169,97.3,1.8,0.9
E00134170,98.8,1.2,0
E00134171,98.2,0,1.8
E00134172,97.6,0.4,2
E00134173,99.2,0.2,0.6
E00134174,98.4,0.3,1.3
E00142652,98.2,0,1.8
E00142653,98.8,0,1.2
E00142654,99.2,0,0.8
E00142655,99.2,0.3,0.5
E00142656,98.2,0.5,1.4
E00142657,97.5,0.3,2.3
E00142658,99.6,0,0.4
E00142659,99.6,0,0.4
E00142664,96.4,0,3.6
E00142689,96.3,0.7,3
E00142690,99.7,0.3,0
E00142691,96.1,0.9,3
E00142692,96.2,1.2,2.6
E00142693,98.1,0.6,1.4
E00142714,98.7,0.9,0.4
E00142716,99,0.7,0.3
E00142728,95.1,0.5,4.3
E00142730,99.5,0.5,0
E00142731,99.5,0.5,0
E00142738,94.2,0,5.8
E00142739,97.2,0.7,2.1
E00142740,96.6,0,3.4
E00142742,96.9,0.4,2.7
E00142743,96.3,0.3,3.4
E00142745,97.9,0.5,1.6
E00142746,99.2,0,0.8
E00142778,98.4,0.4,1.2
E00142779,97.1,0.3,2.7
E00142780,99,0.3,0.6
E00142781,97.8,0.8,1.4
E00142782,98.3,0,1.7
E00142783,97.1,2.1,0.8
E00142784,99.2,0,0.8
E00142789,94.5,0.7,4.8
E00142793,97.3,1,1.7
E00142799,95.2,0,4.8
E00142801,95.3,0.4,4.4
E00142802,96.2,0,3.8
E00142808,98.4,0.6,0.9
E00142809,97.5,0.4,2.1
E00142818,97.3,1.5,1.2
E00142819,99.3,0.4,0.4
E00142820,98.6,0,1.4
E00142821,98.8,0,1.2
E00142822,96.9,0.8,2.3
E00142823,98.3,1.4,0.3
E00142824,99,0.3,0.7
E00142825,99.1,0.3,0.6
E00142835,98.1,0.2,1.7
E00142836,99,0,1
E00142837,98.3,1,0.7
E00142838,98.8,0.3,0.9
E00142839,97.8,0.4,1.8
E00142840,97.9,0.8,1.3
E00142841,97.1,0.8,2
E00142846,99.3,0,0.7
E00142847,99.1,0,0.9
E00142849,97.8,0.5,1.6
E00142852,97.8,0,2.2
E00142853,94.8,1.9,3.3
E00142854,97.9,0.8,1.3
E00142855,95.5,1.5,3
E00142856,95.7,1.2,3.2
E00168556,98.3,0.4,1.3
E00168557,98.7,0.8,0.4
E00168558,98.9,0,1.1
E00168559,97.2,0.4,2.4
E00168566,98,0.4,1.6
E00172391,95.1,0,4.9
E00173382,98.8,0,1.2
E00182648,98.4,0.9,0.7
E00182668,94.9,0,5.1
E00182672,94.1,0.8,5.1
E00182676,96.4,1.6,2
E00182677,97.2,0.7,2.1
E00182696,99,0,1
E00182743,97.1,0.9,2
E00185287,91.5,0.9,7.7
E00185300,90.7,0.9,8.4
E00185311,97.5,0,2.5
E00185312,88.3,5.4,6.3
E00185325,95.9,0.8,3.3
E00185385,92.4,2.9,4.7
E00185394,94.9,1.8,3.3
E00185407,98.2,0,1.8
E00185443,96.2,0,3.8
E00185454,95.8,0.3,3.9
