areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00000577,11.3,20.8,51.9,16
E00000609,15.2,20.9,54.9,9
E00000769,11.8,14.7,51.7,21.8
E00000770,14,21.4,52.1,12.6
E00000771,12.4,18.5,50.2,18.9
E00000772,13.7,29,50.8,6.5
E00000773,15.7,20.9,57.5,6
E00000774,10.7,21.5,61.1,6.7
E00000775,8.1,15.7,64.1,12.1
E00000776,8.4,21.6,55.3,14.7
E00000777,11.2,21.7,53.9,13.2
E00000778,7.9,24.8,53.3,13.9
E00000779,15.3,20.1,49.7,14.8
E00000780,16.3,26.8,43.8,13.1
E00000781,14.2,24.9,52.1,8.9
E00000782,17.4,22.3,52.7,7.6
E00000783,11.3,17.3,57.1,14.3
E00000785,16.1,19.2,51.3,13.5
E00000786,12.3,15.6,61.8,10.4
E00000787,11.7,18.1,53.2,17
E00000788,14.6,25.4,51.5,8.5
E00000789,10.8,22.5,58.8,7.8
E00000790,13.7,12.6,62.1,11.6
E00000791,15.6,24.6,51.6,8.2
E00000792,13.6,19.5,60.4,6.5
E00000793,11,17.1,53.7,18.3
E00000794,6.7,18.8,68.5,6.1
E00000795,11.1,20.1,56.1,12.7
E00000796,13.1,22.9,59.5,4.6
E00000797,11.1,20.4,55.6,13
E00000798,14.9,22.6,54.2,8.3
E00000799,12.9,12.9,60.1,14.1
E00000800,9.7,23.8,51.9,14.6
E00000801,12.9,23.9,55.2,8
E00000802,10.1,26.6,53.2,10.1
E00000803,11.3,20.7,56,12
E00000804,13.4,14.3,54.1,18.2
E00000805,9.3,16.3,56.4,18.1
E00000806,14.8,16.4,49.7,19.1
E00000810,15.8,13.7,56.8,13.7
E00000813,11.3,24.1,54.7,9.9
E00000814,13.7,16.4,58.2,11.6
E00000815,7,21.7,62.2,9.1
E00000816,18.5,18.5,53.2,9.8
E00000817,18.1,20,50.7,11.2
E00000818,11.1,13.2,60.4,15.3
E00000871,9.2,17.9,56.1,16.8
E00000872,14.1,22.4,51.8,11.8
E00000873,12.4,12.9,51.8,22.9
E00000874,5.9,12.9,65.9,15.3
E00000876,5.8,11.5,52.5,30.2
E00000877,13.3,19.1,48.4,19.1
E00000878,9.4,13.9,67.8,9
E00000881,10.4,19.5,62.8,7.3
E00000882,14.1,22.6,57.1,6.2
E00000883,10.5,20.5,55.6,13.5
E00000884,7.5,30.2,52.8,9.4
E00000885,17.3,21.1,51.1,10.5
E00000886,7.3,12.9,66.3,13.5
E00000887,11.9,19.3,61.5,7.4
E00000889,20.2,21.1,54.4,4.4
E00000891,8.4,11.6,67.9,12.1
E00000892,8.2,23.5,55.7,12.6
E00000893,7.6,14,57.3,21.1
E00000895,9.4,16.7,60.9,13
E00000896,6.6,19.8,60.4,13.2
E00000898,8.8,22.3,51.4,17.6
E00000899,7.4,25.7,48,18.9
E00000901,11,16.5,58.5,14
E00000902,12.8,27.5,53,6.7
E00000903,8,18.4,57.6,16
E00000905,11.9,21.3,45.6,21.3
E00000907,15,18.3,48.4,18.3
E00000909,8.7,18.3,56.3,16.8
