areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00000577,67.6,32.4
E00000609,52.1,47.9
E00000769,54.3,45.7
E00000770,53.6,46.4
E00000771,49.7,50.3
E00000772,42.6,57.4
E00000773,67.6,32.4
E00000774,58.5,41.5
E00000775,57.7,42.3
E00000776,58.7,41.3
E00000777,70.5,29.5
E00000778,51.8,48.2
E00000779,64.6,35.4
E00000780,69.1,30.9
E00000781,69.5,30.5
E00000782,40.9,59.1
E00000783,45.6,54.4
E00000785,62.1,37.9
E00000786,51.1,48.9
E00000787,56.3,43.8
E00000788,55.1,44.9
E00000789,57,43
E00000790,36.7,63.3
E00000791,47.7,52.3
E00000792,54.7,45.3
E00000793,65.1,34.9
E00000794,59.5,40.5
E00000795,63,37
E00000796,56.4,43.6
E00000797,73.7,26.3
E00000798,62,38
E00000799,65.5,34.5
E00000800,58.9,41.1
E00000801,59.4,40.6
E00000802,66.3,33.8
E00000803,62.4,37.6
E00000804,70.5,29.5
E00000805,59.6,40.4
E00000806,66.5,33.5
E00000810,60.1,39.9
E00000813,48.5,51.5
E00000814,66.5,33.5
E00000815,62.8,37.2
E00000816,64.1,35.9
E00000817,69.7,30.3
E00000818,51.3,48.7
E00000871,69.6,30.4
E00000872,55,45
E00000873,59.1,40.9
E00000874,62.5,37.5
E00000876,64.2,35.8
E00000877,71.7,28.3
E00000878,54.4,45.6
E00000881,56.1,43.9
E00000882,57.7,42.3
E00000883,72,28
E00000884,68.3,31.7
E00000885,48.3,51.7
E00000886,58.5,41.5
E00000887,44,56
E00000889,59.3,40.7
E00000891,47.4,52.6
E00000892,74.4,25.6
E00000893,63.8,36.2
E00000895,69,31
E00000896,53.2,46.8
E00000898,76.5,23.5
E00000899,73,27
E00000901,56.8,43.2
E00000902,51.1,48.9
E00000903,60.1,39.9
E00000905,72,28
E00000907,64.6,35.4
E00000909,67.5,32.5
E00000910,71,29
E00000911,42.8,57.2
E00000912,51.7,48.3
E00000913,61.9,38.1
E00000915,63.8,36.2
E00000916,56.8,43.2
E00000917,50.7,49.3
E00000918,50,50
E00000919,68.2,31.8
E00000920,54.3,45.7
E00000921,53.7,46.3
E00001028,56.3,43.7
E00001030,56.4,43.6
E00001031,73.7,26.3
E00001035,41.6,58.4
E00001038,64.2,35.8
E00001046,72,28
E00001057,47.1,52.9
E00001540,43.2,56.8
E00001543,57.8,42.2
E00001544,48.5,51.5
E00001545,64.5,35.5
E00001546,61,39
E00001547,56.9,43.1
E00001548,63.1,36.9
E00001549,43.3,56.7
E00001550,53.7,46.3
E00001551,56.1,43.9
E00001552,57.1,42.9
E00001553,56.6,43.4
E00001555,58.9,41.1
E00001556,50.9,49.1
E00001557,60,40
E00001559,56.3,43.7
E00001562,37.8,62.2
E00001580,62.6,37.4
E00001582,47.6,52.4
E00001583,60.7,39.3
E00001584,34.9,65.1
E00001585,61.1,38.9
E00001586,42.9,57.1
E00001587,48.3,51.7
E00001588,64.5,35.5
E00001589,61.8,38.2
E00001590,38.7,61.3
E00004492,70,30
E00004493,76.8,23.2
E00004494,70.8,29.2
E00004495,71.5,28.5
E00004496,73.9,26.1
E00004497,71.8,28.2
E00004498,70.5,29.5
E00004499,75.3,24.7
E00004500,64.9,35.1
E00004501,65.7,34.3
E00004502,68.7,31.3
E00004503,71.7,28.3
E00004504,67.2,32.8
E00004505,72.2,27.8
E00004506,70.7,29.3
E00006910,47.6,52.4
E00006911,53.4,46.6
E00006912,41.1,58.9
E00006913,38,62
E00006914,49.8,50.2
