areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00000577,77.4,4,18.6
E00000609,73.3,5.2,21.6
E00000769,65.2,6.3,28.5
E00000770,68,6.1,25.9
E00000771,68.9,6.8,24.3
E00000772,64,3.9,32.2
E00000773,82.1,5.1,12.8
E00000774,70.6,4.1,25.3
E00000775,63,11.9,25.2
E00000776,74.9,4.7,20.4
E00000777,79.5,5.4,15.1
E00000778,72.3,1.9,25.8
E00000779,77,6.3,16.7
E00000780,85.2,5.5,9.4
E00000781,83.7,5.8,10.5
E00000782,63.6,5.4,31
E00000783,68.9,4.6,26.6
E00000785,77.5,6.7,15.8
E00000786,82.7,1.1,16.2
E00000787,70.6,6.3,23.1
E00000788,73.4,2,24.6
E00000789,75.3,2.2,22.5
E00000790,57.9,5.6,36.6
E00000791,63.1,5.6,31.3
E00000792,64.6,5.9,29.5
E00000793,70.9,8.8,20.3
E00000794,82.3,3,14.8
E00000795,69.5,4.9,25.6
E00000796,80.2,4.2,15.6
E00000797,83.9,5,11.1
E00000798,75.1,5.7,19.2
E00000799,69.3,6.1,24.6
E00000800,73.7,8.4,17.9
E00000801,62.7,5.6,31.7
E00000802,82.5,3.8,13.8
E00000803,82,2.7,15.2
E00000804,76.8,6.4,16.8
E00000805,66.2,8.7,25.1
E00000806,75.1,4.8,20.1
E00000810,74.1,8.2,17.7
E00000813,63.4,4.6,32
E00000814,79.8,4,16.2
E00000815,73.2,2.2,24.6
E00000816,74.6,4.6,20.8
E00000817,82.7,3.7,13.6
E00000818,65.1,3.2,31.7
E00000871,74.9,6.2,18.9
E00000872,69.5,2.3,28.2
E00000873,75.6,6.9,17.5
E00000874,80.3,4.8,14.9
E00000876,78.9,2.8,18.3
E00000877,77.2,6.6,16.1
E00000878,66.1,6.1,27.8
E00000881,70.5,7,22.6
E00000882,75.4,8,16.7
E00000883,82.9,4.4,12.7
E00000884,85.4,2.2,12.3
E00000885,74.7,8.1,17.2
E00000886,70.8,3.8,25.4
E00000887,71.6,4.4,24
E00000889,79.9,3.4,16.8
E00000891,54.2,2.1,43.7
E00000892,78.2,5.9,16
E00000893,70.6,5.4,24.1
