geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00051471,94,1.1,4.7,0.3
E00051476,92.6,1.8,5.6,0
E00051477,83.6,0.6,13,2.8
E00051479,92.4,0,7.6,0
E00051480,88.6,0.3,9.8,1.3
E00051484,91.6,0.6,7.5,0.3
E00051485,88.3,0.3,11,0.3
E00051487,94.1,0.3,5.6,0
E00051501,94.3,0.5,4.9,0.3
E00051502,91.4,0.4,7.9,0.4
E00051503,96.8,0,1.9,1.3
E00051504,94.8,0,4.2,1
E00159066,86.7,0,10.2,3.1
E00159067,92.6,0.5,6.9,0
E00159068,95.6,0,4.4,0
E00159069,90.8,0,8.8,0.3
E00159070,88.1,0,10.8,1.1
E00159071,91,0.3,8.7,0
E00159072,86.9,0,10,3.1
E00159073,87.7,0,11.3,1
E00159074,85.9,0,14.1,0
E00159075,90.4,0.3,9.3,0
E00159076,88,0.6,11.4,0
E00159077,87.1,0.4,11.1,1.4
E00159078,92.3,0,7.7,0
E00159079,92,0.5,7.5,0
E00159081,93.7,0,6.3,0
E00159082,89.7,0,10.3,0
E00159134,92.7,2.1,5.2,0
E00159136,91.7,0,8.3,0
E00159137,93,0,6.5,0.5
E00159277,94.6,0,5,0.4
E00159278,88.7,0,8.5,2.8
E00159279,85.1,0.3,14.1,0.5
E00159280,96.1,0,3.9,0
E00159281,93,0,6.7,0.3
E00159282,89.6,0,10.1,0.3
E00159283,82.8,0,17.2,0
E00159284,90.3,0,9.7,0
E00159285,94.7,0.3,5,0
E00159286,95,0.4,4.6,0
E00159287,93.3,0.3,6.4,0
E00159288,93.1,0,6.3,0.6
E00159290,96.3,0,3.7,0
E00159294,89,0,11,0
E00159295,88,0,12,0
E00159296,90.6,0,9.1,0.3
E00159297,93.9,0.3,5.6,0.3
E00159298,89.2,0,9.6,1.3
E00159299,93,0.3,6.1,0.6
E00159300,88.7,0,11,0.3
E00159301,87.7,0.3,11.7,0.3
E00159302,94.9,0.4,4.7,0
E00159303,91.1,0,8.9,0
E00159304,91.9,0.3,7.5,0.3
E00159305,93.8,0,5.6,0.6
E00159306,89,0,10.7,0.3
E00159501,84.1,0,15.7,0.3
E00163860,94.2,0.4,5.4,0
E00163861,90.6,0.4,9,0
E00164121,96.1,0,3.9,0
E00164122,93.5,0,6,0.5
E00164123,95.6,0,4.4,0
E00164377,96.3,0,3.7,0
E00164378,96.7,0,3.3,0
E00164379,95.3,0.7,4,0
E00164381,92.7,0,7.3,0
E00164383,90.3,0,9.7,0
E00164384,89.9,0,10.1,0
E00164386,97,0,3,0
E00164387,93,0,6.7,0.3
E00164389,93.6,0,6.4,0
E00164390,94.1,0,5.5,0.4
E00164452,90.4,0,9.6,0
E00164453,94,0,6,0
E00164454,93.7,0.7,5.2,0.3
E00164455,84.6,0,14.7,0.6
E00164456,93.9,0,6.1,0
E00164457,92.3,0,7.1,0.5
E00164458,94.3,0,5.7,0
E00164459,93.7,0,6.3,0
E00164460,93.6,0,6,0.4
E00164461,92.3,0,7.7,0
E00164462,91.3,0,7.7,1
E00164463,93.6,0,6.1,0.4
E00164464,88.1,0,10.1,1.8
E00164465,91.5,0,7.7,0.7
E00164466,92,0,7.4,0.6
E00164467,89.8,0,10.2,0
E00164468,90.8,0,8.3,0.9
E00164469,87.2,0,12.8,0
E00164470,95.1,0,4.9,0
E00164471,97.6,0.3,2.1,0
E00164472,97.3,0,2.7,0
E00164473,91.7,0,7.7,0.5
E00164474,91.9,0,8.1,0
E00164475,94.1,0.4,5.4,0
E00164476,98.8,0,1.2,0
E00164477,91.8,0,7.1,1.1
E00164478,90.3,0,9.7,0
E00164497,88.3,0.2,10.6,0.9
E00164499,93.7,0,5.5,0.8
E00164500,95.4,0,4,0.6
E00164501,91.4,0,8.3,0.3
E00164502,95.8,0,4.2,0
E00164503,91.2,0,8,0.8
E00164504,98.2,0.3,1.5,0
E00164505,93.4,0.3,4.7,1.6
E00164506,95.4,0,3.2,1.4
E00164508,92.4,0.3,7.3,0
E00164509,90.6,0,9.4,0
E00164510,94.5,0,4.3,1.1
E00164511,91.6,0,8.1,0.3
E00164512,95.8,0,3.9,0.3
E00164513,90.2,0,9.5,0.3
E00164514,94.9,0.2,4.7,0.2
E00164515,91.8,0.9,6.9,0.4
E00164516,91.1,0.2,8.5,0.2
E00164517,85.4,1,13.5,0
E00164518,93.6,0,5.9,0.5
E00164519,88.1,0,10.8,1.1
E00164520,89.8,0,9.8,0.4
E00164521,95.3,0,4.5,0.3
E00164539,92.5,0,7.5,0
E00164542,92.6,0,7.4,0
E00164543,91.4,0,8.3,0.3
E00164544,93.8,0,6.2,0
E00164545,93.6,0,6,0.3
E00164546,96.6,0,3.4,0
E00164547,95.1,0,4.9,0
E00164552,93.8,0,3.8,2.5
E00164553,92.2,0,5.9,2
E00164554,89.5,0,9.8,0.7
E00164555,85.9,0,12,2.1
E00164556,93.5,0.3,6.3,0
E00164557,92.3,0.2,5.8,1.7
E00164558,96.8,0.9,2,0.3
E00164559,98.8,0,0.8,0.4
E00164560,95.2,0,4.8,0
E00164562,93.7,0,6,0.3
E00164563,94.4,0,5.2,0.3
E00164564,91.8,0.3,7.9,0
