geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00051471,92.7,6,1.4
E00051476,89.7,8.2,2.1
E00051477,91.1,7,1.9
E00051479,81.7,13.5,4.8
E00051480,89,8.2,2.8
E00051484,92.2,6,1.8
E00051485,88.1,8.8,3.1
E00051487,84.3,11.6,4.2
E00051501,86.2,11.8,2.1
E00051502,87,8.6,4.5
E00051503,89.9,7.9,2.2
E00051504,90.4,7,2.6
E00159066,90.4,7,2.6
E00159067,76.6,17,6.4
E00159068,82.7,12.3,5.1
E00159069,73.5,14.8,11.7
E00159070,84.6,11.4,4
E00159071,81.8,12.1,6.1
E00159072,84.3,11.7,3.9
E00159073,72.5,20.3,7.2
E00159074,76.6,19.3,4.2
E00159075,85.1,12.5,2.3
E00159076,83,14,3
E00159077,84.6,10.5,4.9
E00159078,82.7,13.4,4
E00159079,54.2,32.8,12.9
E00159081,62,23.5,14.5
E00159082,82.9,13.2,3.9
E00159134,80.2,12.8,6.9
E00159136,87.6,10.4,2
E00159137,78.7,14.4,6.9
E00159277,83.2,12.9,3.9
E00159278,79.1,15.3,5.6
E00159279,86.5,10.9,2.6
E00159280,76.7,16.7,6.6
E00159281,86.4,12.3,1.3
E00159282,83.2,13.1,3.8
E00159283,57.8,21.7,20.5
E00159284,76.1,20.5,3.3
E00159285,83.8,12.2,4
E00159286,86.2,12.1,1.8
E00159287,84.8,11.9,3.4
E00159288,81.7,11.2,7.1
E00159290,84.4,13.3,2.3
E00159294,80.7,13.6,5.7
E00159295,88.4,10.3,1.4
E00159296,82.8,13.4,3.8
E00159297,80.3,16.6,3.2
E00159298,84,13.2,2.8
E00159299,87.3,10.6,2.1
E00159300,87.7,8.9,3.3
E00159301,89.7,8.8,1.5
E00159302,84.5,10.2,5.3
E00159303,85.5,10.1,4.4
E00159304,88.3,9.9,1.8
E00159305,90.5,8,1.5
E00159306,84.1,12.6,3.4
E00159501,87.4,8.8,3.8
E00163860,82.9,12.7,4.5
E00163861,86.3,9.5,4.2
E00164121,88.3,10.1,1.6
E00164122,53.8,38.2,8
E00164123,84.9,12.4,2.7
E00164377,86.5,9.5,4
E00164378,81,17.2,1.9
E00164379,88.6,9.3,2.1
E00164381,74,17,8.9
E00164383,82.7,14.1,3.2
E00164384,73.4,18.3,8.3
E00164386,83.3,13,3.7
E00164387,83.4,11.1,5.4
E00164389,70.8,15.5,13.7
E00164390,63.6,25.4,11
E00164452,68.7,21.4,9.9
E00164453,73.2,18.2,8.6
E00164454,79.4,14.2,6.3
E00164455,79.3,13.9,6.8
E00164456,83.2,11.3,5.5
E00164457,81.7,13.7,4.6
E00164458,78.7,13.1,8.2
E00164459,82.7,10,7.3
E00164460,77.6,13.3,9
E00164461,85.7,9,5.4
E00164462,80.6,12.1,7.3
E00164463,78.2,14.3,7.5
E00164464,77.1,15.9,7.1
E00164465,80,13.1,6.9
E00164466,78.2,16.9,4.9
E00164467,74.8,16.2,9
E00164468,87.7,8.4,3.9
E00164469,86.3,11.6,2.2
E00164470,77.8,14.7,7.5
E00164471,79.4,15.2,5.4
E00164472,85,11,4
E00164473,82,12.9,5.1
E00164474,82.4,14.5,3.2
E00164475,84,11.9,4.1
E00164476,83,12.3,4.7
E00164477,84.9,12.7,2.5
E00164478,65.7,23.9,10.4
E00164497,83.1,11.6,5.3
E00164499,79.8,14.6,5.7
E00164500,85.6,10.6,3.7
