areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00037600,49.2,50.8
E00037601,57.2,42.8
E00037602,61.9,38.1
E00037628,62.1,37.9
E00037629,45.6,54.4
E00037631,50.5,49.5
E00037632,52,48
E00037634,52.5,47.5
E00037636,37.1,62.9
E00037637,50,50
E00037638,42.9,57.1
E00037639,38.3,61.7
E00037640,53,47
E00037641,56.2,43.8
E00037642,63.5,36.5
E00037644,30.6,69.4
E00037645,50.2,49.8
E00037646,66.2,33.8
E00037647,59.6,40.4
E00037648,46.9,53.1
E00037649,64.5,35.5
E00037650,49.8,50.2
E00037651,68,32
E00037652,63.9,36.1
E00037653,61.5,38.5
E00037654,52.9,47.1
E00037655,51.9,48.1
E00037656,58.3,41.7
E00037657,55.8,44.2
E00037658,66.7,33.3
E00037659,47.9,52.1
E00037660,47.5,52.5
E00037661,54.3,45.7
E00037662,56.2,43.8
E00037663,26.2,73.8
E00037664,37.4,62.6
E00037665,46,54
E00037666,47.1,52.9
E00037667,38.9,61.1
E00041199,64.3,35.7
E00041254,33,67
E00041256,60.9,39.1
E00041258,63.1,36.9
E00041260,39.9,60.1
E00041261,61.1,38.9
E00041262,42.6,57.4
E00041263,59.9,40.1
E00041264,31.9,68.1
E00041267,32.8,67.2
E00041269,37.2,62.8
E00041270,53.5,46.5
E00041272,49.5,50.5
E00041273,61.9,38.1
E00041274,47.4,52.6
E00041275,52.2,47.8
E00041276,41.4,58.6
E00041279,32.4,67.6
E00041283,44.4,55.6
E00041284,53.1,46.9
E00041285,44.2,55.8
E00041286,45.1,54.9
E00041287,57.4,42.6
E00041290,49.6,50.4
E00041291,50.7,49.3
E00041292,45.5,54.5
E00041293,43.1,56.9
E00041296,43.4,56.6
E00041297,28.6,71.4
E00168693,50.3,49.7
E00168712,51.1,48.9
E00168717,60.2,39.8
E00168718,56.9,43.1
E00180091,53.1,46.9
E00180135,61.7,38.3
E00185185,35.4,64.6
E00185211,50.3,49.7
E00185253,22.9,77.1
