geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E02001327,93,2.9,1.8,1.4,0.9
E02001328,97.1,1.9,0.5,0.3,0.2
E02001329,93.8,2.3,1.9,1.2,0.7
E02001330,94.4,2.4,1.1,1,1.2
E02001331,96,1.9,0.8,0.8,0.6
E02001332,90.4,3.9,2.5,1.9,1.2
E02001334,90.3,3.9,2.7,1.7,1.3
E02001336,93.4,2.6,2.2,1.2,0.5
E02001337,95.5,2.9,0.6,0.6,0.5
E02001338,96,1.8,1,0.6,0.6
E02001340,96.7,2.2,0.5,0.4,0.2
E02001341,96.6,1.8,0.8,0.5,0.2
E02001342,97.1,1.7,0.5,0.4,0.2
E02001343,96.9,2.3,0.3,0.2,0.3
E02001344,95.6,3,0.8,0.2,0.4
E02001345,96.1,2.8,0.8,0.2,0.1
E02001346,95.2,2.4,1,0.8,0.6
E02001347,92.2,4.2,1.4,0.9,1.2
E02001348,95.6,2,0.8,0.6,1.1
E02001349,95.5,2.4,0.7,0.7,0.7
E02001350,87.3,6.5,2.8,2,1.5
E02001351,88.6,4.7,3.6,1.6,1.5
E02001352,90.5,4,1.9,2.5,1
E02001353,93.3,4.2,1.4,0.7,0.5
E02001354,91.7,3.5,2.4,1.5,0.8
E02001355,89.5,3.4,2.2,2.5,2.4
E02001356,82,8.6,4.9,2.9,1.7
E02001357,90.2,5.5,2.4,1.5,0.3
E02001358,82.9,4,4.4,4,4.7
E02001359,92.3,5.3,1,0.8,0.6
E02001360,80.7,6.8,5.3,4.3,3
E02001361,91.1,3.4,2.2,2,1.3
E02001362,94.8,2.8,1.3,0.5,0.6
E02001363,88.3,5.6,2.6,2.2,1.3
E02001364,79.4,6.2,4.7,5.9,3.8
E02001365,74,5.6,5.8,6.5,8.1
E02001366,85.3,5.7,3,2.8,3.3
E02001367,94.9,3.2,0.8,0.5,0.5
E02001368,84.4,5.5,4.1,3.2,2.7
E02001369,81.2,7.4,4.8,3.8,2.8
E02001370,77.1,8.6,5.7,4.5,4.2
E02001371,86.1,7.5,2.3,1.9,2.3
E02001372,92,3.9,0.7,1.5,1.9
E02001373,87.9,5.2,2.2,2.1,2.6
E02001374,66.5,12.4,8.2,6.6,6.3
E02001375,92.1,3.7,1.5,1.3,1.4
E02001376,65.6,12.3,8.3,7.3,6.5
E02001377,70.6,8.9,4.1,5.1,11.3
E02001378,90.3,5.7,1.9,1.2,1
E02001380,94.2,3.8,0.7,0.8,0.6
E02001381,71.2,11.2,6.5,5.7,5.4
E02001382,93.7,4.2,1,0.7,0.3
E02001383,70.9,11.1,4.9,4.5,8.6
E02001384,84,7.4,3.6,2.7,2.3
E02001385,58.8,21.8,7.4,7.1,5
E02001386,94.6,2.9,1.1,0.9,0.5
E02001387,91.9,5.2,1.2,1,0.7
E02001388,91.4,4.9,1.4,1.3,1.1
E02001389,75.7,10.1,5.9,4.6,3.8
E02001390,77,9.6,5.9,4.4,3.1
E02001391,95.7,2.5,1,0.5,0.4
E02001392,93.5,4.8,0.8,0.6,0.3
E02001393,91.5,6.1,1.1,0.8,0.6
E02001394,87.9,5.8,2.3,2.1,1.9
E02001395,91.8,4.7,1.3,1.1,1
