geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E02001327,31.2,68.8
E02001328,41.6,58.4
E02001329,29.7,70.3
E02001330,31.8,68.2
E02001331,32.8,67.2
E02001332,30.7,69.3
E02001334,27.3,72.7
E02001336,28,72
E02001337,38.9,61.1
E02001338,34.4,65.6
E02001340,47.4,52.6
E02001341,31.4,68.6
E02001342,51,49
E02001343,51.6,48.4
E02001344,37.7,62.3
E02001345,47.1,52.9
E02001346,32.1,67.9
E02001347,35.2,64.8
E02001348,34.7,65.3
E02001349,36.3,63.7
E02001350,34.4,65.6
E02001351,28.8,71.2
E02001352,28.6,71.4
E02001353,46,54
E02001354,32.4,67.6
E02001355,30.9,69.1
E02001356,32.6,67.4
E02001357,30.7,69.3
E02001358,27.1,72.9
E02001359,45.5,54.5
E02001360,26.6,73.4
E02001361,35.6,64.4
E02001362,38.2,61.8
E02001363,31.4,68.6
E02001364,28.2,71.8
E02001365,28.7,71.3
E02001366,31.8,68.2
E02001367,47.6,52.4
E02001368,25.5,74.5
E02001369,25.3,74.7
E02001370,27.8,72.2
E02001371,32.4,67.6
E02001372,37.4,62.6
E02001373,34,66
E02001374,26.9,73.1
E02001375,32.6,67.4
E02001376,23.9,76.1
E02001377,13.4,86.6
E02001378,34.4,65.6
E02001380,50,50
E02001381,28.5,71.5
E02001382,53.2,46.8
E02001383,13.2,86.8
E02001384,14.1,85.9
E02001385,32,68
E02001386,31.2,68.8
E02001387,50.3,49.7
E02001388,24.6,75.4
E02001389,20,80
E02001390,27.1,72.9
E02001391,30.5,69.5
E02001392,52.1,47.9
E02001393,57,43
E02001394,27,73
E02001395,49.7,50.3
E02001396,27.4,72.6
E02001397,41.1,58.9
E02001398,31.8,68.2
E02001399,54.5,45.5
E02001400,42.8,57.2
E02001401,45.5,54.5
E02001402,47.7,52.3
E02001403,29.7,70.3
E02001404,31.5,68.5
E02001405,28.2,71.8
E02001429,48.5,51.5
E02001430,54,46
E02001431,44.2,55.8
E02001432,28.1,71.9
E02001433,43.4,56.6
E02001434,44.8,55.2
E02001435,33.3,66.7
E02001436,43.4,56.6
E02001437,48.9,51.1
E02001438,47.3,52.7
E02001439,41.3,58.7
E02001440,60.2,39.8
E02001441,60.1,39.9
E02001442,50.9,49.1
E02001443,56.7,43.3
E02001444,49.5,50.5
E02001445,52.2,47.8
E02001446,46.9,53.1
E02001447,48.5,51.5
E02001448,52.7,47.3
E02001449,50.1,49.9
E02001450,53.2,46.8
E02001451,34,66
E02001452,29.4,70.6
E02001453,50.5,49.5
E02001454,49.3,50.7
E02001455,47.2,52.8
E02001456,45.6,54.4
E02001457,31.9,68.1
E02001458,38,62
E02001459,38.3,61.7
E02001460,30.7,69.3
E02001461,43,57
E02001462,25.5,74.5
E02001463,35.7,64.3
E02001464,26.8,73.2
E02001465,23.9,76.1
E02001466,35,65
E02001467,35.5,64.5
E02001468,35.7,64.3
E02001469,46.9,53.1
E02001470,49.9,50.1
E02001471,31.3,68.7
E02001472,43.5,56.5
E02001473,37.8,62.2
E02001474,25.4,74.6
E02001475,31.9,68.1
E02001476,28.1,71.9
E02001477,24.7,75.3
E02001478,42.2,57.8
E02001479,53.5,46.5
E02001480,47.1,52.9
E02001481,43.2,56.8
E02001482,20.9,79.1
E02001483,50.2,49.8
E02001484,47.2,52.8
E02001485,35.5,64.5
E02001486,36.3,63.7
E02001487,27.1,72.9
E02001488,34.9,65.1
E02001489,57,43
E02001490,50.5,49.5
E02001491,30.7,69.3
E02001492,45.7,54.3
E02001493,23.6,76.4
E02001494,60.8,39.2
E02001495,37.6,62.4
E02001496,50,50
E02001497,32.9,67.1
E02001498,49.9,50.1
E02001499,54.1,45.9
E02001500,52.9,47.1
E02001501,51.4,48.6
E02001502,41.6,58.4
E02001503,47.5,52.5
E02001504,59.3,40.7
E02001505,44,56
E02001506,64.5,35.5
E02001507,57.2,42.8
E02001508,45.5,54.5
E02002633,44.3,55.7
E02002634,41.7,58.3
E02002635,43.7,56.3
E02002636,39.4,60.6
E02002637,41.9,58.1
E02002638,28,72
E02002639,26.6,73.4
E02002640,24.2,75.8
E02002641,37.2,62.8
E02002642,27.4,72.6
E02002643,29.2,70.8
E02002644,40.7,59.3
E02002645,27.4,72.6
E02002646,36.3,63.7
E02002647,30.8,69.2
E02002648,33.5,66.5
E02002649,37.3,62.7
E02002650,44.6,55.4
E02002651,41.6,58.4
E02003794,53.1,46.9
E02003795,50.8,49.2
E02003796,47.4,52.6
E02003797,50.3,49.7
E02003798,35.8,64.2
E02003799,38,62
E02003801,50.2,49.8
E02003802,24,76
E02003803,18.7,81.3
E02003804,38.6,61.4
E02003805,58.3,41.7
E02003806,53.6,46.4
E02003807,50.5,49.5
E02003808,40.2,59.8
E02003841,49.1,50.9
E02003842,60.3,39.7
E02003843,44.4,55.6
E02003844,52.7,47.3
E02003845,29.8,70.2
E02003846,36,64
E02003847,55.5,44.5
E02003848,39.3,60.7
E02003849,32.8,67.2
E02003850,48.1,51.9
E02003851,56.3,43.7
E02003852,54.7,45.3
E02003978,44.8,55.2
E02003979,57.2,42.8
E02003980,33.4,66.6
E02003981,43.4,56.6
E02003982,53.4,46.6
