geography_code,sex-001,sex-002
E02001327,53.6,46.4
E02001328,51.5,48.5
E02001329,51.3,48.7
E02001330,52.7,47.3
E02001331,52.3,47.7
E02001332,52.8,47.2
E02001334,53.8,46.2
E02001336,53.5,46.5
E02001337,52.4,47.6
E02001338,52.9,47.1
E02001340,52.1,47.9
E02001341,53.4,46.6
E02001342,51.9,48.1
E02001343,50.2,49.8
E02001344,51.8,48.2
E02001345,51.6,48.4
E02001346,52.6,47.4
E02001347,52.8,47.2
E02001348,51.9,48.1
E02001349,47.4,52.6
E02001350,53.7,46.3
E02001351,48,52
E02001352,52.7,47.3
E02001353,52.2,47.8
E02001354,52.5,47.5
E02001355,51.8,48.2
E02001356,54.4,45.6
E02001357,53.6,46.4
E02001358,51.1,48.9
E02001359,51.7,48.3
E02001360,50.5,49.5
E02001361,52.4,47.6
E02001362,52.6,47.4
E02001363,53,47
E02001364,51.3,48.7
E02001365,49.8,50.2
E02001366,50,50
E02001367,51.7,48.3
E02001368,50.9,49.1
E02001369,50.5,49.5
E02001370,50.7,49.3
E02001371,54.1,45.9
E02001372,51.9,48.1
E02001373,50.8,49.2
E02001374,45.7,54.3
E02001375,53.2,46.8
E02001376,50.6,49.4
E02001377,51.3,48.7
E02001378,50.9,49.1
E02001380,51.2,48.8
E02001381,50.1,49.9
E02001382,51.9,48.1
E02001383,48.4,51.6
E02001384,52,48
E02001385,51.1,48.9
E02001386,53.1,46.9
E02001387,52.3,47.7
E02001388,53.2,46.8
E02001389,47.7,52.3
E02001390,52.7,47.3
E02001391,54.6,45.4
E02001392,52,48
E02001393,51.1,48.9
E02001394,51.1,48.9
E02001395,52.2,47.8
E02001396,51,49
E02001397,51.9,48.1
E02001398,50.6,49.4
E02001399,51,49
E02001400,51.3,48.7
E02001401,51.6,48.4
E02001402,50.6,49.4
E02001403,51.9,48.1
E02001404,52.1,47.9
E02001405,53.1,46.9
E02001429,53.2,46.8
E02001430,52.3,47.7
E02001431,52.3,47.7
E02001432,47.9,52.1
E02001433,51.6,48.4
E02001434,50.7,49.3
E02001435,50.2,49.8
E02001436,52.9,47.1
E02001437,51.9,48.1
E02001438,51.9,48.1
E02001439,52,48
E02001440,52.3,47.7
E02001441,52.4,47.6
E02001442,53.5,46.5
E02001443,52,48
E02001444,52,48
E02001445,52.2,47.8
E02001446,50.8,49.2
E02001447,51.2,48.8
E02001448,51.3,48.7
E02001449,51.7,48.3
E02001450,50.8,49.2
E02001451,53.3,46.7
E02001452,52.4,47.6
E02001453,52.2,47.8
E02001454,52.1,47.9
E02001455,50.9,49.1
E02001456,52.1,47.9
E02001457,52.4,47.6
E02001458,49,51
E02001459,52.4,47.6
E02001460,51.4,48.6
E02001461,52.1,47.9
E02001462,52.3,47.7
E02001463,52.6,47.4
E02001464,51.4,48.6
E02001465,48.1,51.9
E02001466,50.5,49.5
E02001467,51.4,48.6
E02001468,50.6,49.4
E02001469,52.1,47.9
E02001470,51,49
E02001471,49.9,50.1
E02001472,51.4,48.6
E02001473,51.6,48.4
E02001474,51.7,48.3
E02001475,52.3,47.7
E02001476,52.3,47.7
E02001477,53.3,46.7
E02001478,52.4,47.6
E02001479,52.5,47.5
E02001480,52.4,47.6
E02001481,51.6,48.4
E02001482,47.8,52.2
E02001483,51.6,48.4
E02001484,52.6,47.4
E02001485,53.8,46.2
E02001486,49,51
E02001487,50.5,49.5
E02001488,51.7,48.3
E02001489,52.2,47.8
E02001490,50.7,49.3
E02001491,52.8,47.2
E02001492,53.1,46.9
E02001493,50.3,49.7
E02001494,51.3,48.7
E02001495,51.1,48.9
E02001496,50.6,49.4
E02001497,51.7,48.3
E02001498,51,49
E02001499,52.2,47.8
E02001500,51.6,48.4
E02001501,52.1,47.9
E02001502,51.9,48.1
E02001503,53.4,46.6
E02001504,51.2,48.8
E02001505,51.6,48.4
E02001506,51.3,48.7
E02001507,51.7,48.3
E02001508,51.7,48.3
E02002633,51.9,48.1
E02002634,52.2,47.8
E02002635,50.3,49.7
E02002636,51.5,48.5
E02002637,50.7,49.3
E02002638,43.8,56.2
E02002639,51,49
E02002640,49.6,50.4
E02002641,52.3,47.7
E02002642,46.6,53.4
E02002643,50.6,49.4
E02002644,51.7,48.3
E02002645,47,53
E02002646,51.8,48.2
E02002647,51.9,48.1
E02002648,52.5,47.5
E02002649,49.8,50.2
E02002650,52.4,47.6
E02002651,52.4,47.6
E02003794,51.4,48.6
E02003795,47.5,52.5
E02003796,53,47
E02003797,50.8,49.2
E02003798,52.8,47.2
E02003799,51.2,48.8
E02003801,51.8,48.2
E02003802,49.4,50.6
E02003803,51.8,48.2
E02003804,50.3,49.7
E02003805,50.9,49.1
E02003806,52.1,47.9
E02003807,51.6,48.4
E02003808,51,49
E02003841,51.9,48.1
E02003842,51.8,48.2
E02003843,51.4,48.6
E02003844,51.8,48.2
E02003845,50.5,49.5
E02003846,52.2,47.8
E02003847,51,49
E02003848,51.9,48.1
E02003849,53,47
E02003850,51.1,48.9
E02003851,50.4,49.6
E02003852,51.8,48.2
E02003978,50.9,49.1
E02003979,51.6,48.4
E02003980,50.7,49.3
E02003981,50.1,49.9
E02003982,50.7,49.3
E02003983,50.9,49.1
E02003984,49.1,50.9
E02003985,50.3,49.7
E02003986,49.4,50.6
E02005203,50.5,49.5
E02005204,50.8,49.2
E02005205,47.4,52.6
E02005206,51.6,48.4
E02005207,51.8,48.2
E02005208,49.9,50.1
E02005209,51.6,48.4
E02005210,52.6,47.4
E02005211,52.3,47.7
E02005224,53,47
E02005226,51,49
E02005228,51.9,48.1
E02005229,49.1,50.9
E02005230,53,47
E02005236,51.5,48.5
E02005304,50.8,49.2
E02005305,50.8,49.2
E02005306,50.9,49.1
E02005307,51.5,48.5
E02005309,51.6,48.4
E02005310,57.9,42.1
E02005311,54.6,45.4
E02005315,51.7,48.3
E02005319,49.4,50.6
E02005320,51.3,48.7
E02005321,51.4,48.6
E02005322,51.3,48.7
E02005323,51.7,48.3
E02005326,51.7,48.3
E02005327,51,49
E02005328,52.6,47.4
E02005329,51.8,48.2
E02005330,51.6,48.4
E02005331,52.2,47.8
E02005332,51,49
E02006017,50.5,49.5
E02006023,52.6,47.4
E02006024,52.7,47.3
E02006025,50.4,49.6
E02006026,50.5,49.5
E02006027,50.3,49.7
E02006028,50.8,49.2
E02006039,51.5,48.5
E02006041,50.3,49.7
E02006871,52.2,47.8
E02006932,52.5,47.5
E02006933,49,51
E02006934,44.6,55.4
W02000001,50.4,49.6
W02000002,51.2,48.8
W02000003,51.6,48.4
W02000004,51.2,48.8
W02000005,52,48
W02000006,51,49
W02000007,50.9,49.1
W02000008,51.9,48.1
W02000009,50.2,49.8
W02000010,51.6,48.4
W02000011,50.8,49.2
W02000012,51.2,48.8
W02000013,50.8,49.2
W02000014,50.6,49.4
W02000015,52,48
W02000016,51.8,48.2
W02000017,50.9,49.1
W02000018,50,50
W02000019,50.6,49.4
W02000020,52.3,47.7
W02000021,50.4,49.6
W02000022,51,49
W02000023,50.4,49.6
W02000024,49.8,50.2
W02000025,50.6,49.4
W02000026,51.3,48.7
W02000027,51,49
W02000028,53,47
W02000029,51.8,48.2
W02000030,52.7,47.3
W02000031,51.4,48.6
W02000032,52.7,47.3
W02000033,50.3,49.7
W02000034,51.2,48.8
W02000035,51.8,48.2
W02000036,52.4,47.6
W02000037,51.1,48.9
W02000038,51.7,48.3
W02000039,51.3,48.7
W02000040,49.8,50.2
W02000041,50.8,49.2
W02000042,52,48
W02000043,52.9,47.1
W02000044,53,47
W02000045,50.2,49.8
W02000047,52.3,47.7
W02000049,51.1,48.9
W02000050,52.1,47.9
W02000051,52.3,47.7
W02000052,50.7,49.3
W02000053,51,49
W02000054,49.7,50.3
W02000055,50.8,49.2
W02000056,50.3,49.7
W02000057,50.3,49.7
W02000058,51.7,48.3
W02000059,49.9,50.1
W02000060,51.1,48.9
W02000061,51.5,48.5
W02000062,51.6,48.4
W02000063,50.7,49.3
W02000064,50.7,49.3
W02000065,50.5,49.5
W02000066,50.4,49.6
W02000067,51.5,48.5
W02000068,49.6,50.4
W02000069,51.6,48.4
W02000070,51,49
W02000071,50.8,49.2
W02000072,50.8,49.2
W02000073,52,48
W02000074,51.4,48.6
W02000075,51.2,48.8
W02000076,50.7,49.3
W02000077,51.6,48.4
W02000080,50.8,49.2
W02000081,51.5,48.5
W02000082,51.7,48.3
W02000083,50.9,49.1
W02000085,50.6,49.4
W02000087,52.6,47.4
W02000088,49.6,50.4
W02000089,50.3,49.7
W02000090,51,49
W02000091,51.2,48.8
W02000092,52.1,47.9
W02000093,50.6,49.4
W02000094,50.7,49.3
W02000095,51.1,48.9
W02000096,52,48
W02000097,49.8,50.2
W02000098,50.9,49.1
W02000099,51.2,48.8
W02000100,50.7,49.3
W02000101,50.4,49.6
W02000102,49.9,50.1
W02000103,51,49
W02000104,49.8,50.2
W02000105,51.8,48.2
W02000419,52,48
W02000424,51.1,48.9
W02000425,41.5,58.5
W02000426,51.7,48.3
