geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02001327,94.2,0.6,5.2
E02001328,97.8,0.4,1.8
E02001329,95.2,0.5,4.3
E02001330,95.6,0.7,3.7
E02001331,97,0.3,2.7
E02001332,92.4,0.9,6.7
E02001334,92,1.2,6.8
E02001336,95,0.5,4.5
E02001337,97,0.6,2.3
E02001338,96.2,0.6,3.2
E02001340,97.4,0.7,2
E02001341,97.4,0.4,2.2
E02001342,97.6,0.4,2
E02001343,98,0.4,1.6
E02001344,96.9,0.7,2.3
E02001345,97.3,0.6,2.1
E02001346,96.1,0.8,3.1
E02001347,95,0.8,4.2
E02001348,96.3,0.5,3.2
E02001349,96.2,0.7,3.1
E02001350,90,1.4,8.7
E02001351,91.2,1,7.9
E02001352,92,0.9,7
E02001353,95.7,0.9,3.4
E02001354,93.1,0.9,6.1
E02001355,91.1,1,7.9
E02001356,84.7,2.6,12.7
E02001357,92.3,0.6,7.1
E02001358,84.9,1.7,13.4
E02001359,96.1,0.8,3
E02001360,83.9,1.2,14.9
E02001361,91.9,0.8,7.3
E02001362,95.3,1.1,3.6
E02001363,91.3,1.1,7.6
E02001364,82.3,1.9,15.8
E02001365,77.2,1.7,21
E02001366,88.6,1.2,10.2
E02001367,96.1,0.7,3.3
E02001368,86.6,1.9,11.5
E02001369,84.9,1.7,13.4
E02001370,82.3,1.6,16.1
E02001371,89.9,1,9.1
E02001372,93.8,1.1,5.1
E02001373,89.8,1.2,9
E02001374,72.4,2.6,25
E02001375,93.7,0.9,5.4
E02001376,72.4,2.2,25.4
E02001377,74.9,3.2,21.9
E02001378,93.2,1.3,5.4
E02001380,95.3,0.9,3.8
E02001381,77.6,2.1,20.3
E02001382,95.5,0.9,3.6
E02001383,77.7,3.1,19.2
E02001384,86.1,2.2,11.7
E02001385,73.1,3,23.9
E02001386,95.7,0.7,3.6
E02001387,92.4,2,5.6
E02001388,90.3,2.9,6.8
E02001389,79,2.9,18.1
E02001390,83.5,1.8,14.6
E02001391,96.4,0.6,3
E02001392,95.8,1.3,2.9
E02001393,94.4,1.5,4.1
E02001394,88.4,2.4,9.2
E02001395,92.2,2.1,5.7
E02001396,89.5,1.7,8.7
E02001397,94.7,1,4.2
E02001398,88.9,2.4,8.7
E02001399,95.1,1.3,3.6
E02001400,93.5,1.4,5.1
E02001401,94.7,0.8,4.5
E02001402,93.3,1.6,5.1
E02001403,91.7,1,7.3
E02001404,92.8,0.9,6.3
E02001405,90.3,1,8.7
E02001429,96.5,0.9,2.7
E02001430,97.2,0.9,1.9
E02001431,94.6,1.1,4.3
E02001432,77.9,2,20.1
E02001433,93.8,1,5.2
E02001434,93,1.2,5.8
E02001435,87.5,1.3,11.1
E02001436,93.9,1.1,5
E02001437,95.7,0.8,3.5
E02001438,96.3,0.9,2.8
E02001439,96.4,0.4,3.2
E02001440,97.4,0.6,2
E02001441,96.8,0.8,2.4
E02001442,96.4,0.9,2.7
E02001443,96,1.1,2.9
E02001444,97,0.8,2.2
E02001445,98.2,0.3,1.5
E02001446,98.3,0.5,1.2
E02001447,97.8,0.5,1.7
E02001448,98.2,0.2,1.6
E02001449,97.8,0.6,1.6
E02001450,95.6,1.1,3.3
E02001451,97.2,0.4,2.5
E02001452,96.7,0.3,3
E02001453,96.7,0.7,2.6
E02001454,98.3,0.3,1.3
E02001455,98.1,0.3,1.5
E02001456,95.9,0.9,3.2
E02001457,95.3,1,3.7
E02001458,93.9,1.2,4.8
E02001459,96.4,0.7,3
E02001460,95.7,0.7,3.7
E02001461,98.5,0.3,1.2
E02001462,94.1,0.7,5.2
E02001463,95,0.6,4.4
E02001464,91.8,0.9,7.3
E02001465,89.3,1.2,9.6
E02001466,90.6,0.7,8.7
E02001467,95,1.1,3.9
E02001468,95.8,1.2,3
E02001469,96.7,0.7,2.6
E02001470,97.3,0.7,2
E02001471,96.1,0.9,2.9
E02001472,96.6,0.9,2.6
E02001473,96.8,0.8,2.3
E02001474,95.4,0.6,4
E02001475,97,0.6,2.5
E02001476,95.4,0.7,4
E02001477,95.3,0.3,4.4
E02001478,97.5,0.6,1.9
E02001479,96.9,0.8,2.3
E02001480,95.7,1.4,2.9
E02001481,96.6,0.8,2.6
E02001482,90.6,1.3,8.2
E02001483,97.3,0.8,1.9
E02001484,97.1,0.9,2.1
E02001485,97,0.6,2.4
E02001486,93.6,1.5,4.9
E02001487,92.1,1.1,6.8
E02001488,95.1,0.9,4
E02001489,97.5,0.8,1.7
E02001490,97.2,0.7,2.1
E02001491,97.6,0.7,1.7
E02001492,94.3,1.9,3.8
E02001493,92.2,0.8,7
E02001494,96,1.5,2.5
E02001495,96.9,0.6,2.6
E02001496,97.3,0.8,1.9
E02001497,95.4,0.7,3.9
E02001498,97.2,0.8,2
E02001499,97.7,0.7,1.5
E02001500,96.8,0.8,2.4
E02001501,96.8,0.9,2.2
E02001502,96.6,0.8,2.7
E02001503,96.7,1,2.3
E02001504,96.9,0.8,2.2
E02001505,97.1,0.7,2.1
E02001506,97,1,2
E02001507,97.9,0.5,1.6
E02001508,97.6,0.7,1.7
E02002633,98,0.4,1.7
E02002634,97.7,0.3,2
E02002635,97,0.4,2.6
E02002636,95.7,0.7,3.6
E02002637,95,0.9,4.2
E02002638,90.8,0.8,8.5
E02002639,92,0.9,7
E02002640,90.6,0.9,8.5
E02002641,91.6,0.9,7.6
E02002642,87.8,1.1,11.1
E02002643,89.7,1,9.3
E02002644,95.8,0.9,3.3
E02002645,89.6,0.8,9.6
E02002646,96,0.6,3.4
E02002647,94.6,0.9,4.5
E02002648,95.4,0.8,3.8
E02002649,96.4,0.5,3.1
E02002650,97.3,0.5,2.2
E02002651,97.1,0.4,2.4
E02003794,96.5,0.8,2.7
E02003795,96,0.9,3.1
E02003796,92.9,1.9,5.2
E02003797,91.8,1.9,6.4
E02003798,93.3,0.8,5.9
E02003799,92.1,1,6.8
E02003801,93.6,1.8,4.6
E02003802,83.9,2.4,13.7
E02003803,82.1,2.6,15.2
E02003804,89.1,1.9,9.1
E02003805,95.6,1.7,2.7
E02003806,93.4,1.8,4.8
E02003807,90.7,2.5,6.8
E02003808,90,1.9,8.1
E02003841,96.2,0.8,2.9
E02003842,96.4,1.1,2.5
E02003843,97.3,0.4,2.3
E02003844,96.6,1.1,2.4
E02003845,89.7,1.2,9.2
E02003846,95.6,0.9,3.5
E02003847,97.2,0.8,1.9
E02003848,95.7,0.6,3.7
E02003849,92.1,1.1,6.8
E02003850,97.2,0.6,2.2
E02003851,96.9,0.7,2.4
E02003852,97.4,0.6,2
E02003978,98.5,0.4,1.1
E02003979,96.4,0.5,3.1
E02003980,97.4,0.4,2.2
E02003981,97.5,0.3,2.3
E02003982,98.2,0.6,1.3
E02003983,97.5,0.4,2.1
E02003984,94,0.7,5.2
E02003985,98.4,0.5,1.2
E02003986,97.5,0.4,2.1
E02005203,97.5,0.5,2
E02005204,95.2,0.7,4.2
E02005205,97,0.5,2.5
E02005206,96.2,0.8,3
E02005207,96.3,1.1,2.6
E02005208,94.1,1.2,4.7
E02005209,97.3,0.6,2.1
E02005210,96.3,0.9,2.8
E02005211,96,0.9,3.1
E02005224,97.4,0.7,1.9
E02005226,92.9,0.9,6.2
E02005228,94,1,5.1
E02005229,90.8,1.3,7.9
E02005230,93.4,0.9,5.7
E02005236,96,0.7,3.3
E02005304,95.7,0.7,3.6
E02005305,96.7,0.7,2.6
E02005306,97.7,0.6,1.7
E02005307,97.2,0.8,2.1
E02005309,96.7,0.7,2.6
E02005310,95.9,1,3.1
E02005311,96.9,0.8,2.4
E02005315,97.6,0.7,1.7
E02005319,95.2,0.7,4.1
E02005320,98.1,0.4,1.5
E02005321,96.6,0.5,2.9
E02005322,98.2,0.5,1.3
E02005323,97,0.5,2.4
E02005326,97.7,0.5,1.8
E02005327,98.5,0.6,1
E02005328,98.2,0.5,1.3
E02005329,98.3,0.4,1.3
E02005330,98.5,0.3,1.2
E02005331,96.9,0.7,2.4
E02005332,98,0.6,1.4
E02006017,95.1,1,4
E02006023,96.6,0.7,2.7
E02006024,91.8,0.9,7.4
E02006025,89.1,1.2,9.7
E02006026,97.1,0.7,2.1
E02006027,97.1,0.9,2
E02006028,96.6,0.6,2.9
E02006039,96.7,0.9,2.5
E02006041,96.1,1.1,2.8
E02006871,95.7,0.8,3.5
E02006932,71,2.8,26.3
E02006933,75.3,3.2,21.5
E02006934,72,3.4,24.5
W02000001,97.8,0.7,1.5
W02000002,97.9,0.7,1.4
W02000003,98,0.4,1.6
W02000004,98,0.5,1.5
W02000005,95.9,1.8,2.3
W02000006,97.5,0.8,1.7
W02000007,97.8,0.9,1.4
W02000008,94.9,1.9,3.2
W02000009,97.1,1.2,1.7
W02000010,80.6,2.9,16.6
W02000011,90.1,2,7.9
W02000012,93.9,2.2,3.9
W02000013,95.9,1.6,2.5
W02000014,95.7,1.7,2.6
W02000015,96.5,0.9,2.6
W02000016,96.1,1.5,2.4
W02000017,97.5,1.1,1.4
W02000018,97,1,1.9
W02000019,95.9,1.2,2.9
W02000020,96.9,1.2,2
W02000021,96.1,0.9,3.1
W02000022,97.5,0.9,1.7
W02000023,97,1.1,1.9
W02000024,95.3,1.2,3.5
W02000025,96.4,1.3,2.4
W02000026,97.1,1.2,1.7
W02000027,91.1,1.4,7.4
W02000028,94.9,1.1,4
W02000029,95.8,1.4,2.8
W02000030,95.2,1,3.8
W02000031,97.8,0.4,1.8
W02000032,96.5,0.9,2.5
W02000033,94.8,1.3,3.9
W02000034,95.6,1.3,3.1
W02000035,97.3,0.8,1.9
W02000036,97,0.7,2.4
W02000037,96.3,0.9,2.8
W02000038,96.1,1.4,2.5
W02000039,96.6,1.2,2.2
W02000040,97.9,0.8,1.2
W02000041,96.7,1.4,1.9
W02000042,97.5,0.5,2
W02000043,97.1,0.7,2.2
W02000044,97.3,0.6,2.1
W02000045,94.9,0.9,4.2
W02000047,95.4,1.3,3.3
W02000049,97.3,0.6,2
W02000050,95.5,0.9,3.6
W02000051,96.4,1.1,2.5
W02000052,96.3,0.8,2.9
W02000053,97.6,0.8,1.6
W02000054,97.1,1,1.9
W02000055,94.2,1.3,4.5
W02000056,96.8,1,2.2
W02000057,95.8,1.3,2.9
W02000058,97.4,0.6,2
W02000059,97.1,0.7,2.2
W02000060,95.3,0.5,4.2
W02000061,90.4,0.8,8.8
W02000062,95.2,0.6,4.3
W02000063,97.7,0.6,1.7
W02000064,87.5,1,11.4
W02000065,92,0.9,7.2
W02000066,86.8,1.4,11.8
W02000067,97.2,0.6,2.1
W02000068,87.9,1.2,10.9
W02000069,97.2,0.8,2
W02000070,96.5,0.9,2.6
W02000071,97.7,0.7,1.6
W02000072,93.2,1,5.8
W02000073,96.3,1.1,2.5
W02000074,97,0.6,2.3
W02000075,97.1,1,1.8
W02000076,97.9,0.7,1.4
W02000077,97.7,0.7,1.6
W02000080,97,0.5,2.5
W02000081,96.2,0.9,2.9
W02000082,95,0.9,4.1
W02000083,96.4,0.7,2.9
W02000085,92.2,1,6.8
W02000087,87.9,1.5,10.7
W02000088,77.8,2,20.2
W02000089,78.3,2.2,19.5
W02000090,96.7,0.8,2.5
W02000091,95.6,0.7,3.7
W02000092,94.9,0.8,4.3
W02000093,96.1,1,2.9
W02000094,97.3,0.4,2.3
W02000095,97.8,0.5,1.7
W02000096,97.2,0.8,2
W02000097,96.9,1.1,2
W02000098,97.2,0.8,2
W02000099,91.3,1,7.7
W02000100,95.2,1.5,3.3
W02000101,97.2,0.9,2
W02000102,98.1,0.5,1.4
W02000103,96.9,0.8,2.3
