geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02001327,34.5,33.3,21.7,10.2,0.3
E02001328,46.3,32.1,17.1,4.4,0.2
E02001329,31.5,32.9,23.3,11.7,0.6
E02001330,36.1,33.1,20.9,9.2,0.7
E02001331,33.4,33.1,22.8,10.3,0.4
E02001332,34.4,32.6,22.3,10.3,0.4
E02001334,32.9,30.9,24.1,11.8,0.4
E02001336,30.5,31.2,25.2,12.4,0.7
E02001337,40.2,34.1,18.9,6.5,0.3
E02001338,41.4,33.5,19,5.7,0.4
E02001340,53.5,31.6,12.6,2.3,0.1
E02001341,36.2,32.9,21.8,8.9,0.3
E02001342,55.4,31.1,11.8,1.7,0.1
E02001343,51.9,32.4,13.3,2.4,0
E02001344,43.9,32.5,16.2,7.3,0.2
E02001345,48,33.1,15.3,3.5,0
E02001346,36.6,32.1,21.7,9.3,0.2
E02001347,40.7,31.1,19.6,8.4,0.2
E02001348,40.8,34.3,19.6,5.1,0.3
E02001349,45.3,33.6,15.2,5.8,0.2
E02001350,33.8,33.2,22.2,10.2,0.6
E02001351,33.9,30.6,25.4,9.7,0.5
E02001352,34.2,34.1,22.1,9.4,0.2
E02001353,48.1,32.7,14.9,4.3,0
E02001354,36,32.4,22.4,8.9,0.3
E02001355,35.5,32.6,22.9,8.4,0.5
E02001356,39.9,32.7,20.2,6.9,0.3
E02001357,32.4,32.4,26.1,8.9,0.2
E02001358,31.2,34.7,24.7,9.1,0.3
E02001359,42.9,33.5,17.5,6,0.2
E02001360,29.9,33.8,24.4,11.5,0.4
E02001361,34.1,35.1,21.4,9.1,0.2
E02001362,37.9,34.6,20.4,7,0.1
E02001363,35.5,33.4,21.8,9,0.3
E02001364,30.1,34.8,24.3,10.2,0.6
E02001365,34.8,34.8,21,8.9,0.5
E02001366,36.3,35.8,20,7.5,0.4
E02001367,49.5,32.8,14.2,3.4,0.1
E02001368,32.7,30.6,24.1,12.2,0.5
E02001369,32.9,30.9,24.3,11.3,0.7
E02001370,27.3,33.8,25.7,12.8,0.5
E02001371,39.1,32.7,19.5,8.4,0.3
E02001372,38.5,31.5,22,7.7,0.3
E02001373,38.5,35.1,19.2,6.8,0.4
E02001374,36.3,32,20.9,10,0.9
E02001375,37.5,34.5,21,6.7,0.4
E02001376,33.9,35.6,21.8,8.3,0.4
E02001377,38,35.6,18.3,7.8,0.3
E02001378,40.7,33.4,18.4,7.1,0.4
E02001380,53.1,31.4,13,2.4,0.1
E02001381,40.3,33,18.8,7.5,0.4
E02001382,55.4,31.5,11.2,1.8,0.1
E02001383,34.5,37.4,19.9,7.6,0.5
E02001384,43.9,33.9,16.4,5.5,0.3
E02001385,30,35.8,23.2,10.4,0.6
E02001386,30.6,33.8,25.5,9.6,0.4
E02001387,59.3,29.1,10,1.6,0
E02001388,58.3,27.7,10.9,2.8,0.3
E02001389,46.2,30,15.8,7.2,0.7
E02001390,33.2,32.6,22.8,10.9,0.5
E02001391,33.1,33.9,23.8,8.9,0.4
E02001392,54.6,32.2,10.9,2.2,0
E02001393,61.6,29.7,7.3,1.3,0.1
E02001394,51.3,28.5,14.3,5.4,0.5
E02001395,55.1,32.5,10.6,1.7,0.2
E02001396,47.9,29.8,16.4,5.5,0.4
E02001397,44.5,33.3,17.1,5,0.1
E02001398,50,31.7,13.8,4.4,0.2
E02001399,54.6,31.1,11.3,2.8,0.2
E02001400,44.3,31,18.3,6.2,0.1
E02001401,51.1,33.8,12.2,2.8,0.1
E02001402,57.6,28.8,10.8,2.7,0.1
E02001403,41.7,31.2,18.8,8,0.3
E02001404,38.4,32.4,20.8,8.2,0.2
E02001405,33.3,33.2,24.4,8.8,0.3
E02001429,46.2,36.8,14.7,2.4,0
E02001430,53.5,33,11.5,1.8,0.2
E02001431,42.5,37,16.2,3.9,0.4
E02001432,34.4,36.1,20.8,7.8,0.9
E02001433,47,34.5,14.3,4.1,0.2
E02001434,48.9,33.5,14.1,3.3,0.1
E02001435,43.8,34.4,17.1,4.4,0.3
E02001436,48.5,33.7,14.4,3.3,0.2
E02001437,49.7,36,11.8,2.1,0.3
E02001438,52.4,31.5,13.6,2.4,0.1
E02001439,45.4,32.6,17.2,4.6,0.2
E02001440,52.4,36,11,0.6,0.1
E02001441,56.5,35.1,7.5,0.9,0
E02001442,51.1,34.1,12.2,2.4,0.1
E02001443,54.8,34.5,9.2,1.4,0
E02001444,52.8,33.2,11.8,2.1,0
E02001445,52.2,32.7,12.8,2.2,0
E02001446,51.6,32.8,13.8,1.8,0
E02001447,48.8,33.3,15,2.8,0.1
E02001448,52.7,32.7,12.5,2,0.1
E02001449,50.5,32,13.8,3.5,0.2
E02001450,56.3,31.5,10.6,1.5,0.1
E02001451,32.2,36.3,23.2,8.3,0
E02001452,31.7,33.7,24.8,9.5,0.2
E02001453,54.9,31.5,11.3,2.2,0.1
E02001454,49,35.1,13.6,2.2,0.1
E02001455,47.5,34.2,14.6,3.5,0.1
E02001456,50.9,33.4,13.4,2.2,0.1
E02001457,32.9,35.7,22,9.1,0.3
E02001458,49.1,33.4,13.8,3.5,0.1
E02001459,40.4,35.3,18.6,5.5,0.2
E02001460,38.7,33.3,19.2,8.4,0.4
E02001461,45.9,33.4,16.7,3.8,0.2
E02001462,33.4,33.2,23.3,9.7,0.4
E02001463,36.2,35.7,21.3,6.6,0.2
E02001464,33,33.5,24.4,8.5,0.7
E02001465,30.1,32.4,25.8,11.2,0.4
E02001466,36.1,34.8,21.9,7,0.2
E02001467,42.1,35,17.8,4.8,0.2
E02001468,43.3,33.4,17.2,5.8,0.3
E02001469,49.3,33.2,14.5,3,0.1
E02001470,52.9,33.8,11.4,1.8,0
E02001471,36.3,33.7,22.6,7,0.3
E02001472,45.2,34.8,15.7,4.1,0.2
E02001473,43.3,34.5,17.5,4.2,0.4
E02001474,28.9,34.5,26.6,9.4,0.6
E02001475,33.3,33.8,24.7,8,0.2
E02001476,35.2,33,22.5,9,0.4
E02001477,32.6,32.5,23.7,10.8,0.4
E02001478,40.5,35.7,18.2,5.4,0.2
E02001479,54.5,33.7,9.9,1.8,0
E02001480,53.9,32.8,10.7,2.5,0.1
E02001481,47.4,33.8,15.3,3.4,0.1
E02001482,27.9,33.9,25.6,11.8,0.8
E02001483,49.3,36.3,12.5,1.9,0.1
E02001484,50.2,32.8,14.1,2.7,0.2
E02001485,38.1,35.5,19.9,6.3,0.2
E02001486,47.9,31.7,15.6,4.4,0.3
E02001487,34.8,33.6,20.8,10.4,0.3
E02001488,44.5,33,17.3,4.8,0.3
E02001489,54.4,33.5,11,1.1,0
E02001490,51.6,33.3,12.8,2.3,0
E02001491,35.9,33,22.3,8.3,0.5
E02001492,53.1,32.3,12.7,1.8,0
E02001493,31.9,32.1,24.4,10.7,0.8
E02001494,60.8,31.5,6.9,0.8,0
