geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02001327,34.4,35.4,26,3.8,0.4
E02001328,41.9,37.2,18.5,2.2,0.2
E02001329,28.7,36.6,30.9,3.3,0.5
E02001330,30.4,39,27.3,3,0.3
E02001331,34.2,35.9,25.9,3.6,0.4
E02001332,27.5,41.2,28.1,2.8,0.3
E02001334,28.4,38.9,28.2,4,0.5
E02001336,27.5,38,30.8,3.5,0.3
E02001337,44.7,31.4,20.5,3.1,0.3
E02001338,45,32.2,20.1,2.3,0.4
E02001340,51.7,33.8,13.1,1.3,0.1
E02001341,31.7,35.7,29.1,3.1,0.4
E02001342,56.2,30.7,12.1,0.9,0.1
E02001343,51.2,35.3,12.4,0.9,0.2
E02001344,38.6,33.3,25.6,2.1,0.3
E02001345,45.4,38.3,14.6,1.7,0
E02001346,35.7,32.5,29,2.4,0.4
E02001347,36,37.4,23.6,2.8,0.2
E02001348,39.3,39,19.4,1.8,0.5
E02001349,44.1,34.5,19.5,1.6,0.2
E02001350,29.2,40.2,26.4,3.6,0.5
E02001351,31.7,34.5,29.9,3.4,0.5
E02001352,27.6,37,32.1,3,0.3
E02001353,40.4,40.8,16.8,1.7,0.2
E02001354,33.6,38.2,25,2.7,0.6
E02001355,32.3,39.2,25.6,2.3,0.6
E02001356,30.1,36.1,29.2,4.2,0.5
E02001357,38.8,33.4,24.3,2.8,0.6
E02001358,24.1,43.9,27.6,4,0.4
E02001359,47.7,33.5,16.8,1.2,0.7
E02001360,22.5,37.8,34.4,4.5,0.8
E02001361,36.8,35.9,24.5,2.3,0.4
E02001362,43.9,31.5,21,3,0.6
E02001363,30.6,38.2,27.7,3,0.5
E02001364,23.1,40.2,31.5,4.7,0.6
E02001365,28.4,38.2,28.7,4.1,0.6
E02001366,36.1,33.2,27.1,3.1,0.5
E02001367,47.2,33.8,17.6,1.3,0.1
E02001368,23.1,41.5,32,2.8,0.5
E02001369,18.8,36.4,40.3,4,0.5
E02001370,19.4,38,37.1,4.8,0.6
E02001371,31,39.6,25.2,3.2,1
E02001372,35.7,34.4,27.2,2.4,0.4
E02001373,32.6,38.2,25.1,3.7,0.4
E02001374,23.2,28.8,41,5.4,1.6
E02001375,36.6,36.9,23.2,2.8,0.5
E02001376,23.5,37.5,32,5.9,1.1
E02001377,22.1,34,38.3,4.4,1.1
E02001378,32.5,38.3,26.8,2.1,0.3
E02001380,51.3,34.1,13.8,0.7,0.2
E02001381,21.1,41.9,30.9,4.9,1.1
E02001382,55.6,32.1,11.3,0.9,0.1
E02001383,10.5,27.6,56.7,4.5,0.7
E02001384,30.1,34.9,29.7,4.4,0.9
E02001385,13.9,30.9,43.7,8.6,2.9
E02001386,31.9,39.4,25.9,2.5,0.3
E02001387,57.6,29.2,11.9,1,0.3
E02001388,46.7,32.2,19.2,1.7,0.2
E02001389,9.9,33.6,52.5,3.5,0.4
E02001390,17.8,37.5,38,5.7,1
E02001391,36.2,34.8,25.2,3.4,0.4
E02001392,55.2,33.6,10.4,0.8,0.1
E02001393,65.4,25.1,8.4,0.9,0.1
E02001394,26.7,37.8,33.5,1.6,0.4
E02001395,52.1,33,13.7,1,0.2
E02001396,28.3,44.3,24.4,2.6,0.4
E02001397,34.9,36.6,27.1,1.3,0.2
E02001398,33.9,35.9,28.6,1.5,0.1
E02001399,55.3,30.1,13.2,1.1,0.2
E02001400,45.5,32,20.4,1.9,0.2
E02001401,49.3,34.8,14.1,1.5,0.3
E02001402,48.8,32,18,1,0.2
E02001403,27,40.6,28.5,3.6,0.3
E02001404,36.4,36.5,24,2.8,0.4
E02001405,27.4,34.7,33.5,4,0.4
E02001429,42.1,42.6,13.9,1.1,0.3
E02001430,50.1,35.6,13.5,0.8,0
E02001431,31.5,36.1,30.7,1.6,0.1
E02001432,12.6,32.3,50.5,4.1,0.4
E02001433,32.7,41.4,22.5,3,0.4
E02001434,40.2,34.6,22.6,2.3,0.3
E02001435,27.5,34.9,32.6,3.4,1.6
E02001436,40,37.7,20.3,1.8,0.2
E02001437,46.4,34.5,18.3,0.7,0.1
E02001438,48.3,33.4,16.9,1.4,0.1
E02001439,37.9,33.7,25.9,2.2,0.3
E02001440,67.1,25.8,6.5,0.6,0
E02001441,70.7,21.9,6.8,0.6,0.1
E02001442,46.5,35.7,16.3,1.1,0.3
E02001443,62.9,25.9,10.5,0.6,0.2
E02001444,51.2,36.2,11.6,1,0
E02001445,49,35.5,13.9,1.5,0.1
E02001446,48.5,34.6,15.7,1.1,0.1
E02001447,49.5,34.8,14.4,1.2,0.2
