geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E02001327,73.6,6.1,20.3
E02001328,87.8,1.9,10.3
E02001329,77.1,5.3,17.6
E02001330,80.4,4,15.6
E02001331,80.2,2.8,17
E02001332,76.8,7.2,16.1
E02001334,72.3,7.1,20.6
E02001336,73.2,5.3,21.6
E02001337,84,2.2,13.8
E02001338,83.1,3.1,13.8
E02001340,89.9,1.9,8.2
E02001341,80.9,2.1,17
E02001342,89.7,1.8,8.5
E02001343,90,1.5,8.5
E02001344,86.8,2.7,10.6
E02001345,89,2.4,8.7
E02001346,81.3,3.5,15.2
E02001347,83.3,4.2,12.6
E02001348,84.9,2.9,12.2
E02001349,85,2.7,12.2
E02001350,74.1,9.1,16.8
E02001351,72.6,8.3,19.1
E02001352,77.2,5.8,17
E02001353,88.9,3.2,7.9
E02001354,77.8,6.3,15.9
E02001355,75,7.4,17.6
E02001356,70.7,14.6,14.6
E02001357,76,7.5,16.5
E02001358,64.4,14.2,21.4
E02001359,88,2.9,9.1
E02001360,66,14.2,19.8
E02001361,78.3,6.6,15
E02001362,83.7,3.2,13.2
E02001363,75.2,8.3,16.5
E02001364,65,14.2,20.8
E02001365,61,19.1,19.8
E02001366,73.6,9.4,17
E02001367,89.8,2.6,7.6
E02001368,75.5,11.5,13.1
E02001369,72.5,13.1,14.4
E02001370,66.9,13.8,19.2
E02001371,74,9.5,16.5
E02001372,80.7,5,14.3
E02001373,77.8,7.9,14.3
E02001374,60.7,22.9,16.4
E02001375,81,4.8,14.2
E02001376,63.4,21.8,14.8
E02001377,71.4,20.2,8.4
E02001378,82.2,5,12.7
E02001380,88.9,3.1,8
E02001381,70.4,15.6,14
E02001382,89.4,3.4,7.2
E02001383,75,17,8
E02001384,81.2,11.4,7.4
E02001385,69.8,16.9,13.3
E02001386,79.2,3.2,17.6
E02001387,89.3,4.8,5.8
E02001388,86.5,6.3,7.2
E02001389,73.1,14.3,12.6
E02001390,72.4,12.1,15.6
E02001391,78.3,3,18.8
E02001392,89.5,3.1,7.4
E02001393,91.8,3.7,4.5
E02001394,82.8,8,9.3
E02001395,86.9,5,8
E02001396,80.1,8.3,11.6
E02001397,85.7,4,10.3
E02001398,83.5,7.3,9.2
E02001399,90.1,3.1,6.9
E02001400,84.7,4.1,11.2
E02001401,86.3,4.3,9.4
E02001402,87.2,4.5,8.2
E02001403,78,6.7,15.3
E02001404,78.1,6.8,15.1
E02001405,70.1,9.7,20.2
E02001429,82.7,2.9,14.4
E02001430,86.2,2,11.7
E02001431,78.8,4.3,16.9
E02001432,60.6,21.3,18.1
E02001433,77.1,6,16.9
E02001434,79.4,6.5,14.2
E02001435,71.6,12.2,16.2
E02001436,81,5,13.9
E02001437,85.5,3,11.6
E02001438,85.6,2.5,12
E02001439,81.8,3.1,15.2
E02001440,91.3,1.9,6.8
E02001441,91,1.8,7.2
E02001442,87.5,2.5,10
E02001443,89.3,2.5,8.2
E02001444,87.2,2.1,10.6
E02001445,90.2,0.9,8.9
E02001446,87.5,1.1,11.4
E02001447,89.2,1.4,9.4
E02001448,90,1.2,8.8
E02001449,87.1,1.3,11.5
E02001450,90.8,2.6,6.6
E02001451,77.8,2.7,19.5
E02001452,75.8,3.3,20.9
E02001453,89,1.8,9.3
E02001454,90.8,1.3,7.8
E02001455,88.8,1.5,9.7
E02001456,87.7,2.5,9.8
E02001457,78.9,3.9,17.1
E02001458,83.8,4.5,11.7
E02001459,80.4,3.2,16.4
E02001460,78.1,3.6,18.3
E02001461,87.6,1.3,11.1
E02001462,73.8,5,21.2
E02001463,78.5,4.5,17
E02001464,70,7.2,22.8
E02001465,67.7,11.2,21.2
E02001466,75.5,8.5,16
E02001467,81.8,3.6,14.6
E02001468,81.4,2.1,16.5
E02001469,88.5,1.7,9.8
E02001470,87.4,1.7,10.9
E02001471,75,2.7,22.3
E02001472,83.6,2.5,13.9
E02001473,81.1,2,16.8
E02001474,69.3,3.6,27.1
E02001475,76.9,2.1,20.9
E02001476,73,4.1,22.9
E02001477,72.8,4.3,23
E02001478,83.1,1.6,15.3
E02001479,89.7,1.6,8.8
E02001480,88.4,2,9.6
E02001481,85.7,2.1,12.2
E02001482,68.5,7.7,23.8
E02001483,87.6,1.5,10.9
E02001484,86.5,1.9,11.6
E02001485,79.7,2.2,18.1
E02001486,83.2,3.8,13
E02001487,71.4,6.6,21.9
E02001488,80.4,3.5,16.1
E02001489,89.4,1.2,9.4
E02001490,88.1,1.8,10.1
E02001491,78.6,1.6,19.8
E02001492,86.8,3.2,10
E02001493,68.6,6.7,24.7
E02001494,91.9,2.2,5.8
E02001495,82.9,2.1,15
E02001496,88.2,1.6,10.3
E02001497,77,3.9,19.1
E02001498,88.2,1.7,10.1
E02001499,88.8,1.4,9.8
E02001500,87.2,1.8,11
E02001501,87.4,1.8,10.8
E02001502,83.7,2.8,13.6
E02001503,87.2,2.1,10.7
E02001504,89.8,1.7,8.5
E02001505,83.2,2.3,14.5
E02001506,92.7,1.7,5.6
E02001507,89.5,1.6,8.9
E02001508,84.7,1.8,13.5
E02002633,81.6,1.8,16.6
E02002634,77.8,2,20.2
E02002635,81,2.5,16.5
E02002636,77.8,4.3,17.9
E02002637,78.4,4.4,17.2
E02002638,62.8,7.8,29.4
E02002639,57.8,8.1,34.1
E02002640,59.4,9.1,31.5
E02002641,73.7,7.9,18.4
E02002642,58.9,11.3,29.8
E02002643,65.6,9.1,25.3
E02002644,82.2,3.5,14.3
E02002645,60.5,10.2,29.2
E02002646,73.7,3.8,22.4
E02002647,69.6,5.1,25.3
E02002648,72.7,4.4,22.9
E02002649,78.6,3.2,18.3
E02002650,82.2,2.2,15.6
E02002651,80.4,2.4,17.1
E02003794,84.5,2.9,12.6
E02003795,86,2.9,11.1
E02003796,79.3,5.4,15.4
E02003797,84.6,6.6,8.8
E02003798,71.3,6.2,22.5
E02003799,69.5,7.5,23
E02003801,84.1,4.6,11.3
E02003802,74,14.2,11.8
E02003803,76.6,15.3,8.1
E02003804,79.8,8.9,11.3
E02003805,88.7,2.6,8.7
E02003806,86.1,4.7,9.2
E02003807,84.5,7,8.5
E02003808,72.5,9.1,18.4
E02003841,84.5,2.4,13.1
E02003842,90.3,1.8,8
E02003843,81.8,2.3,15.9
E02003844,85.8,1.9,12.3
E02003845,68.6,9.9,21.5
E02003846,73.2,4.3,22.5
E02003847,90.8,1.8,7.4
E02003848,78.4,3.9,17.7
E02003849,70.9,7.8,21.4
E02003850,85.4,2.5,12.1
E02003851,88.2,2.4,9.4
E02003852,89.1,2,8.9
E02003978,81,1.1,17.8
E02003979,84.8,2.8,12.3
E02003980,69.9,2,28
E02003981,82.8,1.8,15.3
E02003982,84.4,1.3,14.3
E02003983,74.2,2.1,23.8
E02003984,63.9,5.1,31
E02003985,82,1.2,16.9
E02003986,79.3,2,18.7
E02005203,87,1.9,11.2
E02005204,80.4,4.9,14.7
E02005205,82.4,2.4,15.2
E02005206,80.7,3,16.3
E02005207,86.8,2.6,10.6
E02005208,81.3,4.6,14.1
E02005209,83.8,2.1,14.1
E02005210,85.9,2.6,11.5
E02005211,86.9,3.1,10.1
E02005224,82.6,2,15.4
E02005226,68.2,6.4,25.3
E02005228,75.2,5.9,18.9
E02005229,67.1,8.6,24.4
E02005230,70.9,6.4,22.7
E02005236,79.8,3.4,16.8
E02005304,84.5,3.6,11.9
E02005305,82.4,2.7,14.8
E02005306,86.3,1.4,12.3
E02005307,85.3,1.7,13
E02005309,86.5,2.6,10.9
E02005310,86.4,3.3,10.3
