geography_code,disability_3a-001,disability_3a-002
E00054762,20.3,79.7
E00054763,17.9,82.1
E00054764,21.8,78.2
E00054765,30.6,69.4
E00054766,16.9,83.1
E00054767,18.4,81.6
E00054768,15,85
E00054769,19,81
E00054770,16.2,83.8
E00054771,14.7,85.3
E00054772,33.5,66.5
E00054773,21,79
E00054774,20,80
E00054775,18.2,81.8
E00054776,18.1,81.9
E00054777,22.1,77.9
E00054778,22.3,77.7
E00054779,21,79
E00054797,18.8,81.2
E00054798,16.6,83.4
E00054801,20.9,79.1
E00054802,21.6,78.4
E00054804,36.4,63.6
E00054805,22.3,77.7
E00054806,14.2,85.8
E00054807,18.4,81.6
E00054808,28.4,71.6
E00054809,21.2,78.8
E00054810,17.4,82.6
E00054811,27.7,72.3
E00054812,14.9,85.1
E00054813,17.3,82.7
E00054814,16.8,83.2
E00054815,15.3,84.7
E00054816,13.3,86.7
E00054817,16,84
E00054818,29,71
E00054819,18.5,81.5
E00054820,31.8,68.2
E00054821,18.8,81.3
E00054822,22.4,77.6
E00054823,16.2,83.8
E00054824,17.4,82.6
E00054825,23.6,76.4
E00054827,15.8,84.2
E00054828,22.1,77.9
E00054829,16.9,83.1
E00054830,31.9,68.1
E00054831,46.2,53.8
E00054832,10,90
E00054833,17.7,82.3
E00054834,15.2,84.8
E00054835,34.9,65.1
E00054836,12.8,87.2
E00054837,19.1,80.9
E00054838,19.9,80.1
E00054839,12.6,87.4
E00054840,16.3,83.7
E00054841,21.2,78.8
E00054842,18.6,81.4
E00054843,23,77
E00054844,27.2,72.8
E00054886,21.5,78.5
E00054887,23.8,76.2
E00054888,31.6,68.4
E00054889,11.2,88.8
E00054890,15.2,84.8
E00054891,16.3,83.7
E00054892,20.2,79.8
E00054893,18.1,81.9
E00054894,23.5,76.5
E00054895,16,84
E00054896,19.6,80.4
E00054897,19,81
E00054898,18.7,81.3
E00054899,12.1,87.9
E00054900,16.4,83.6
E00054901,17.1,82.9
E00054902,22.8,77.2
E00054903,14.5,85.5
E00054904,50.7,49.3
E00054905,24.2,75.8
E00054906,29.7,70.3
E00054907,28.8,71.2
E00054908,21.4,78.6
E00054909,36.2,63.8
E00054910,12.3,87.7
E00054911,18.1,81.9
E00054912,23.2,76.8
E00054914,30.5,69.5
E00054916,24,76
E00054917,22.3,77.7
E00054918,27.2,72.8
E00054919,28.9,71.1
E00054920,35.5,64.5
E00054921,19.8,80.2
E00054922,17,83
E00054923,18.6,81.4
E00054925,12.1,87.9
E00054926,13.9,86.1
E00054927,9,91
E00054928,14.7,85.3
E00054929,11.8,88.2
E00054930,23.7,76.3
E00054931,17.9,82.1
E00054932,14.7,85.3
E00054933,22,78
E00054934,30.5,69.5
E00054935,11.8,88.2
E00054936,11.1,88.9
E00054937,10.4,89.6
E00054938,9.6,90.4
E00054939,9,91
E00054940,19.1,80.9
E00054941,15.3,84.7
E00054942,10.8,89.2
E00054943,18.7,81.3
E00054944,15.1,84.9
E00054945,32.8,67.2
E00054946,18.1,81.9
E00054947,37,63
E00054948,10.3,89.7
E00054949,15.6,84.4
E00054950,12.5,87.5
E00054951,20.5,79.5
E00054952,21.5,78.5
E00054953,14.5,85.5
E00054954,10.1,89.9
E00054955,14.7,85.3
E00054956,17.4,82.6
E00054957,25.3,74.7
E00054958,11.3,88.7
E00054959,15,85
E00054960,14.2,85.8
E00054961,18.9,81.1
E00054962,22.9,77.1
E00054963,18,82
E00054964,21.6,78.4
E00054965,11.8,88.2
E00054966,10.7,89.3
E00054967,23,77
E00054968,16,84
E00054969,13.1,86.9
E00054970,15.1,84.9
E00054971,8.1,91.9
E00054972,12.4,87.6
E00054973,6.9,93.1
E00054974,9.5,90.5
E00054976,12,88
E00054977,16.7,83.3
E00054978,18.1,81.9
E00054979,10.8,89.2
E00054980,22,78
E00054981,11.6,88.4
E00054982,14.1,85.9
E00054983,44,56
E00054984,12.3,87.7
E00054985,22.2,77.8
E00054986,19.5,80.5
E00054987,11,89
E00054988,18.8,81.2
E00054989,26,74
E00054990,24.2,75.8
E00054991,20,80
E00054992,25.1,74.9
E00054993,48,52
E00054995,22.1,77.9
E00054996,14.4,85.6
E00054997,13.8,86.2
E00054998,11.7,88.3
E00055005,26.6,73.4
E00055007,25.2,74.8
E00055032,15.5,84.5
E00055036,12.5,87.5
E00055040,16.8,83.2
E00055041,15.2,84.8
E00055067,14.3,85.7
E00055068,11.7,88.3
E00055070,12.9,87.1
E00055071,20.6,79.4
E00055079,14.6,85.4
E00055080,24.8,75.2
E00055081,26.7,73.3
E00055082,12.2,87.8
E00055083,23.2,76.8
E00055084,18.7,81.3
E00055085,28.9,71.1
E00055086,27.8,72.2
E00055087,19.5,80.5
E00055088,20.5,79.5
E00055089,20,80
E00055090,14.4,85.6
E00055091,18.8,81.2
E00055092,13.3,86.7
E00055093,17,83
E00055094,11.2,88.8
E00055095,13.6,86.4
E00055105,12.9,87.1
E00055106,15.7,84.3
E00055107,16.2,83.8
E00055108,10.1,89.9
E00055109,14,86
E00055110,13.2,86.8
E00055111,11.6,88.4
E00055112,17.9,82.1
E00055113,14.3,85.7
E00055114,19.9,80.1
E00055115,12.9,87.1
E00055116,12.5,87.5
E00055117,15.2,84.8
E00055118,21.8,78.2
E00055119,16.9,83.1
E00055120,26.4,73.6
E00055134,14.4,85.6
E00055135,16.3,83.7
E00055136,12.5,87.5
E00055137,10,90
E00055138,15.9,84.1
E00055139,29.3,70.7
E00055140,24.5,75.5
E00055141,20.6,79.4
E00055142,16.6,83.4
E00055143,24.2,75.8
E00055144,22.4,77.6
E00055145,17.3,82.7
E00055146,19.2,80.8
E00055147,27.5,72.5
E00055148,23,77
E00055149,25.9,74.1
E00055150,25.6,74.4
E00055151,14.6,85.4
E00055152,24.7,75.3
E00055153,21.8,78.2
E00055154,11.8,88.2
E00055155,20.7,79.3
E00055156,25.4,74.6
E00055157,23.1,76.9
E00055158,26.2,73.8
E00055159,22.5,77.5
E00055160,18.2,81.8
E00055161,20.3,79.7
E00055162,18,82
E00055163,16.6,83.4
E00055164,24.9,75.1
E00055166,16.8,83.2
E00055167,18.2,81.8
E00055168,24.1,75.9
E00055169,16,84
E00055170,20.1,79.9
E00055171,27.4,72.6
E00055172,27.7,72.3
E00055173,26.5,73.5
E00055174,11.6,88.4
E00055175,14.2,85.8
E00055176,24.1,75.9
E00055177,17.4,82.6
E00055178,23.8,76.2
E00055179,23.9,76.1
E00055180,15.2,84.8
E00055181,19,81
E00055182,17.8,82.2
E00055183,18.3,81.7
E00055184,20.9,79.1
E00055185,17.8,82.2
E00055186,16,84
E00055187,13.3,86.7
E00055188,35.5,64.5
E00055189,17.3,82.7
E00055190,18.5,81.5
E00055191,14,86
E00055192,18.5,81.5
E00055193,11.9,88.1
E00055194,14.9,85.1
E00055195,41,59
E00055196,18.5,81.5
E00055197,14.8,85.2
E00055198,12.8,87.2
E00055199,18,82
E00055200,15,85
E00055201,16.4,83.6
E00055202,17.2,82.8
E00055203,24.9,75.1
E00055204,20.3,79.7
E00055205,26,74
E00055206,12.3,87.7
E00055207,21.6,78.4
E00055211,25.4,74.6
E00055212,17.4,82.6
E00055214,22.9,77.1
E00055216,16.6,83.4
E00055217,30.5,69.5
E00055218,26,74
E00055221,18.7,81.3
E00055223,16.1,83.9
E00055224,15.4,84.6
E00055232,9.1,90.9
E00055237,9.8,90.2
E00055243,10.5,89.5
E00055246,11.8,88.2
E00055247,29.6,70.4
E00055248,15,85
E00055249,29.8,70.2
E00055250,28.2,71.8
E00055251,23.1,76.9
E00055252,25.6,74.4
E00055253,18.8,81.2
E00055254,20.8,79.2
E00055255,17.4,82.6
E00055256,17.8,82.2
E00055257,19.9,80.1
E00055258,21.4,78.6
E00055260,18.1,81.9
E00055261,14.7,85.3
E00055262,20.3,79.7
E00055264,41.9,58.1
E00055266,21.8,78.2
E00055267,17.8,82.2
E00055268,27,73
E00055269,13.1,86.9
E00055270,21.2,78.8
E00055271,46.9,53.1
E00055272,15.5,84.5
E00055273,12.6,87.4
E00055274,11.3,88.7
E00055275,18.7,81.3
E00055276,33.3,66.7
E00055277,21.1,78.9
E00055278,23.6,76.4
E00055279,24.6,75.4
E00055280,11.4,88.6
E00055281,15.2,84.8
E00055282,39.2,60.8
E00055283,15.1,84.9
E00055284,17.2,82.8
E00055285,22.1,77.9
E00055286,18.4,81.6
E00055287,16.5,83.5
E00055288,21.1,78.9
E00055289,16.5,83.5
E00055290,16.4,83.6
E00055291,17.5,82.5
E00055292,18.6,81.4
E00055294,14.4,85.6
E00055295,12.5,87.5
E00055296,24.6,75.4
E00055297,16.6,83.4
E00055298,12.6,87.4
E00055299,11.7,88.3
E00055300,19.7,80.3
E00055301,12,88
E00055302,16.7,83.3
E00055303,15.3,84.7
E00055304,14.1,85.9
E00055305,12.6,87.4
E00055306,18.4,81.6
E00055307,43.3,56.7
E00055308,19.8,80.2
E00055309,12.2,87.8
E00055310,16.3,83.7
E00055311,20.8,79.2
E00055312,33.5,66.5
E00055313,19.7,80.3
E00055314,16.5,83.5
E00055315,16.6,83.4
E00055316,15.7,84.3
E00055318,26.3,73.7
E00055319,16.8,83.2
E00055320,16.2,83.8
E00055321,23.6,76.4
E00055322,20.5,79.5
E00055323,17.4,82.6
E00055324,21,79
E00055325,25.4,74.6
E00055326,20.8,79.2
E00055327,16.5,83.5
E00055328,29.1,70.9
E00055333,13.7,86.3
E00055334,28.2,71.8
E00055335,16.8,83.2
E00055336,26.9,73.1
E00055337,18.3,81.7
E00055338,19.6,80.4
E00055339,12.5,87.5
E00055340,24.5,75.5
E00055341,11.7,88.3
E00055342,17.9,82.1
E00055343,14.4,85.6
E00055344,18,82
