areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00008611,55.5,38.2,5.8,0.6
E00008619,65.2,28.8,4.5,1.5
E00008624,66.1,33.1,0.8,0
E00008634,48.8,46.3,4.1,0.8
E00008636,73.1,24.7,1.8,0.4
E00008641,50.5,44,5.5,0
E00008642,60.2,36.6,2.4,0.8
E00008906,50,43,6.1,0.9
E00008907,67.6,29.7,2.7,0
E00008908,56.9,36.2,5.7,1.1
E00008909,53.3,40,5.7,1
E00008910,70.3,26.7,3,0
E00008911,56.9,35.9,6.5,0.7
E00008912,44.3,42.6,9.8,3.3
E00008913,75.9,18,6,0
E00008914,76.8,20.2,1,2
E00008916,63.6,32.2,4.2,0
E00008918,46.1,41.1,10.6,2.1
E00008919,66.9,28.1,5,0
E00008920,61.4,32.5,6.1,0
E00008921,47.4,43.6,8.3,0.8
E00008922,54.6,37.8,5,2.5
E00008923,51.6,41.1,7.3,0
E00008924,41.7,53.2,5.1,0
E00008926,42.4,47.2,8.8,1.6
E00008928,37.7,50,10.4,1.9
E00008930,51.8,41.2,4.7,2.4
E00008935,52.8,39,4.9,3.3
E00008936,60,35.3,3.5,1.2
E00008937,42.1,47.9,10,0
E00008938,66.3,27.9,4.7,1.2
E00008939,43.9,52.3,3.8,0
E00008940,53.7,45.1,1.2,0
E00009155,56.8,37.7,3.4,2.1
E00009157,46.9,46,4.4,2.7
E00009163,43.3,39.4,16.3,1
E00009165,69.9,27.1,3,0
E00009168,69.2,30.8,0,0
E00009187,67.2,25.9,3.4,3.4
E00009188,39.8,50.9,6.5,2.8
E00009190,47.8,39.8,10.6,1.8
E00009191,65.2,31.1,3.7,0
E00009192,57.9,36.2,5.9,0
E00009194,56,37,7,0
E00009195,59.6,36.6,3.7,0
E00009196,65.2,30.4,3.3,1.1
E00009197,69.2,23.2,6.6,1
E00009198,56.2,41.6,2.2,0
E00009201,67.3,31.6,0,1
E00009202,70.1,29.9,0,0
E00009203,47.5,48.8,1.3,2.5
E00009204,65.6,29.6,2.4,2.4
E00009205,75.2,20,4.8,0
E00009206,62.5,32.3,3.1,2.1
E00009207,57,33.1,7.9,2
E00009208,42.3,46.4,10.3,1
E00009209,67.9,31.4,0.7,0
E00009210,58.7,35.5,5.2,0.6
E00009212,54.8,36.5,8.7,0
E00009213,68.1,27.6,3.8,0.5
E00009214,61.4,32.5,6,0
E00009215,71.7,23.9,4.3,0
E00009216,50.7,45.2,2.7,1.4
E00009217,49.5,45.6,4.9,0
E00009219,66.3,29.7,4,0
E00009221,63.6,32.3,4,0
E00009222,74.4,24.4,1.2,0
E00018226,55.6,37.3,6.3,0.8
E00018246,47.1,41.2,9.8,2
E00018253,55.2,35.2,8.3,1.4
E00018255,50,44.5,4.5,0.9
E00018257,54.1,35,7.6,3.2
E00021266,48.5,42.7,6.8,1.9
E00021267,52.6,41.6,5.1,0.7
E00021268,54,41.9,2.4,1.6
E00021271,59.8,34.8,2.7,2.7
E00021272,50.5,38.1,9.3,2.1
E00021807,50.4,41.7,6.3,1.6
E00021808,59.4,33.1,7.5,0
E00021821,59.7,29.9,9,1.4
E00021823,63.2,31.1,4.7,0.9
E00021824,57.6,36.2,3.4,2.8
E00021825,54.8,29,12.9,3.2
E00021828,56.3,35.9,5.8,1.9
E00021829,42.3,48.6,8.1,0.9
E00021832,51.8,40.9,6.4,0.9
E00021835,50.4,40,8.7,0.9
E00021837,63.3,27.5,7.3,1.8
E00021976,43.1,46.3,8.1,2.4
E00021980,56,33.6,9.5,0.9
E00021981,45.3,42.4,9.9,2.3
E00021982,54.6,40.8,4.6,0
E00021983,45.6,45.6,7,1.8
E00021984,61.3,29.9,5.1,3.6
E00021985,57.3,30.2,8.3,4.2
E00021986,48.4,39.4,9.7,2.6
E00021987,60,32.7,6.4,0.9
E00021988,66.5,26.3,6.7,0.6
E00022005,58.4,36.6,3.7,1.2
E00022006,53.6,37.1,8.2,1
E00022007,42.2,46.8,9.2,1.7
E00022009,47.7,40.5,8.1,3.6
E00022010,47.9,43.8,6.9,1.4
E00022011,45.3,47.5,5,2.2
E00022270,49.2,38.5,9.8,2.5
E00022271,49.1,39.8,9.3,1.9
E00022272,43.4,38.3,13.7,4.6
E00022273,58.5,34.9,5.6,1
E00022278,55.9,31.5,10.2,2.4
E00022279,60.1,32.6,7.2,0
E00022300,58,32.7,6.8,2.5
E00022303,62.6,30.8,6.5,0
E00022304,46.6,40.7,9.3,3.4
E00022305,56,36.1,6.3,1.6
E00022306,41.7,45,10,3.3
E00167197,66.4,27.9,3.3,2.5
E00167198,64.4,29.4,5,1.1
E00167200,72.8,24.1,3.2,0
E00167201,55.5,39,5.5,0
E00171505,51.6,39.6,6.3,2.5
E00175020,46.3,45.4,5.6,2.8
E00175021,74.8,24.3,1,0
E00175023,76.7,20.8,2.5,0
E00175024,68.4,27.6,3.9,0
E00175025,77.5,18.3,4.2,0
E00175034,72.9,27.1,0,0
E00176229,64.6,32.5,2.4,0.5
E00176262,70.9,23.3,4.7,1.2
E00176314,58.7,38,3.3,0
E00176315,54.2,41.1,3.7,0.9
E00176326,59.4,37.7,2.5,0.4
E00182049,60,30,10,0
E00182084,60.5,30.2,8,1.2
E00182085,58.8,36.1,5.2,0
E00182100,64.6,31.9,3.1,0.4
E00182102,75.4,21.1,3.5,0
E00182103,43.1,55.4,1.5,0
E00182115,52.8,37.5,8.3,1.4
E00182117,84.3,15.7,0,0
E00182126,75.5,23.9,0.5,0
E00182127,49.3,43.5,5.8,1.4
E00182136,86.5,13.5,0,0
E00182146,85,13.5,1.6,0
E00182168,73.1,23.9,3,0
E00182176,69.8,29.2,0.9,0
E00182179,44.1,49.2,1.7,5.1
E00182184,85.1,14.9,0,0
E00182191,61.7,36.2,2.1,0
E00182193,66.1,32.3,1.6,0
E00182220,71,24.6,3.6,0.7
E00182229,89.5,10.1,0,0.4
E00182242,68.2,31.8,0,0
E00182249,66.1,26.9,5.7,1.3
E00182251,76,22,2,0
E00182253,77.9,18.6,3.5,0
E00182267,62.8,32.5,3.8,0.9
E00182272,75.9,24.1,0,0
E00182280,63.8,36.2,0,0
E00182286,68.2,27.3,4.5,0
E00182298,82.2,13.3,4.4,0
E00182301,64.8,29.6,5.6,0
E00182306,46.3,46.3,3.7,3.7
E00182312,67.3,29.3,2.9,0.5
E00182329,52.9,41.2,3.9,2
E00182342,60.8,37.3,2,0
E00182348,58.1,38.1,3.7,0
E00182352,67.8,32.2,0,0
E00182361,66.5,31,2.5,0
E00182366,66,33,0.9,0
E00182390,65.8,28.9,3.9,1.3
E00182395,67.1,29.6,2.6,0.7
E00182399,76.6,22.1,1.3,0
E00183715,82.1,17.9,0,0
E00183718,62.8,30.1,4.5,2.6
E00183719,69.6,26.6,3.8,0
E00183762,84.9,15.1,0,0
E00183765,60.6,33.3,6.1,0
E00183766,63.4,32.5,3.3,0.8
E00183768,56.8,32,10.4,0.8
E00183777,69.4,29.8,0.8,0
E00183845,55.7,35.1,8.4,0.8
E00183857,57.1,36.4,6.5,0
E00183901,77.5,22.5,0,0
E00183911,82.7,14.5,0.9,1.8
E00183962,65.1,28.9,6,0
E00183999,73.5,22.6,3,0.9
E00184004,70,29.1,0.9,0
E00184005,69,28.6,1.6,0.8
E00184033,68.1,27.7,3.2,1.1
E00184040,86.4,13.6,0,0
E00184058,71.2,25.8,3,0
E00184070,67.2,29.9,1.5,1.5
E00184073,65.4,30.7,3.9,0
E00184076,69.1,29,1.9,0
E00184081,72.5,25.6,1.9,0
E00185680,52.3,32.3,15.4,0
E00185730,61.8,34.9,3.3,0
E00185735,44.3,47.8,7,0.9
E00185774,58,39.5,2.5,0
E00185795,60.9,33.3,2.9,2.9
E00185801,49.1,49.1,1.8,0
E00185809,74.5,25.5,0,0
E00185828,62.3,31.1,3.3,3.3
