areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00008611,25.6,74.4
E00008619,20.4,79.6
E00008624,27,73
E00008634,31.3,68.7
E00008636,21.5,78.5
E00008641,34,66
E00008642,27.3,72.7
E00008906,28.3,71.7
E00008907,24.4,75.6
E00008908,32.4,67.6
E00008909,30.3,69.7
E00008910,20.1,79.9
E00008911,23.1,76.9
E00008912,27.9,72.1
E00008913,18.6,81.4
E00008914,17.2,82.8
E00008916,18.1,81.9
E00008918,25,75
E00008919,24.7,75.3
E00008920,27.6,72.4
E00008921,30.5,69.5
E00008922,26.7,73.3
E00008923,21.3,78.7
E00008924,49.2,50.8
E00008926,31.1,68.9
E00008928,32.2,67.8
E00008930,25.8,74.2
E00008935,28.3,71.7
E00008936,29.5,70.5
E00008937,28,72
E00008938,21.3,78.7
E00008939,29.7,70.3
E00008940,24.3,75.7
E00009155,24.6,75.4
E00009157,39,61
E00009163,23.2,76.8
E00009165,17.8,82.2
E00009168,23.4,76.6
E00009187,21.1,78.9
E00009188,38.7,61.3
E00009190,17.3,82.7
E00009191,23.6,76.4
E00009192,27.7,72.3
E00009194,25.1,74.9
E00009195,25.1,74.9
E00009196,24.7,75.3
E00009197,21.1,78.9
E00009198,26.3,73.7
E00009201,26,74
E00009202,24,76
E00009203,32.4,67.6
E00009204,13.4,86.6
E00009205,13.8,86.2
E00009206,25,75
E00009207,23.9,76.1
E00009208,30.6,69.4
E00009209,19.5,80.5
E00009210,30.1,69.9
E00009212,20.1,79.9
E00009213,30.9,69.1
E00009214,25,75
E00009215,13,87
E00009216,27.3,72.7
E00009217,27.4,72.6
E00009219,23.4,76.6
E00009221,18.1,81.9
E00009222,17.6,82.4
E00018226,24.5,75.5
E00018246,29.9,70.1
E00018253,33,67
E00018255,38.5,61.5
E00018257,27.6,72.4
E00021266,21.6,78.4
E00021267,34.3,65.7
E00021268,32.5,67.5
E00021271,31,69
E00021272,33.5,66.5
E00021807,39.2,60.8
E00021808,41.2,58.8
E00021821,35.4,64.6
E00021823,31.7,68.3
E00021824,37.7,62.3
E00021825,28,72
E00021828,28.9,71.1
E00021829,32.8,67.2
E00021832,28,72
E00021835,29.1,70.9
E00021837,36.6,63.4
E00021976,44.9,55.1
E00021980,34.5,65.5
E00021981,42.3,57.7
E00021982,43.7,56.3
E00021983,37.5,62.5
E00021984,36.3,63.8
E00021985,35.9,64.1
E00021986,41,59
E00021987,40,60
E00021988,32,68
E00022005,34.1,65.9
E00022006,44.1,55.9
E00022007,44.3,55.7
E00022009,35.9,64.1
E00022010,42.9,57.1
E00022011,35.9,64.1
E00022270,31.8,68.2
E00022271,35.9,64.1
E00022272,34.8,65.2
E00022273,33.3,66.7
E00022278,35.6,64.4
E00022279,30.6,69.4
E00022300,38.5,61.5
E00022303,28.4,71.6
E00022304,40.8,59.2
E00022305,34,66
E00022306,30.5,69.5
E00167197,22.2,77.8
E00167198,27.7,72.3
E00167200,24.1,75.9
E00167201,30.8,69.2
E00171505,33.9,66.1
E00175020,23.3,76.7
E00175021,26.5,73.5
E00175023,29.3,70.7
E00175024,20,80
E00175025,17.9,82.1
E00175034,15.9,84.1
E00176229,26.9,73.1
E00176262,5.8,94.2
E00176314,21.2,78.8
E00176315,21.2,78.8
E00176326,20.2,79.8
E00182049,34.3,65.7
E00182084,29.6,70.4
E00182085,28.5,71.5
E00182100,27.3,72.7
E00182102,21.6,78.4
E00182103,49.7,50.3
E00182115,24.1,75.9
E00182117,27.2,72.8
E00182126,23.2,76.8
E00182127,47.1,52.9
E00182136,19.5,80.5
E00182146,23.7,76.3
E00182168,15.7,84.3
E00182176,21.1,78.9
E00182179,32.3,67.7
E00182184,21.8,78.2
E00182191,6.2,93.8
E00182193,20.6,79.4
E00182220,26.6,73.4
E00182229,20.9,79.1
E00182242,22.1,77.9
E00182249,15.9,84.1
E00182251,21.9,78.1
E00182253,21,79
E00182267,40.3,59.7
E00182272,5.8,94.2
E00182280,40.7,59.3
E00182286,12.9,87.1
E00182298,17.1,82.9
E00182301,31.5,68.5
E00182306,42.9,57.1
E00182312,20.3,79.7
E00182329,35.2,64.8
E00182342,31.2,68.8
E00182348,35.1,64.9
E00182352,19.4,80.6
E00182361,19,81
E00182366,31,69
E00182390,26.4,73.6
E00182395,20.6,79.4
E00182399,6.4,93.6
E00183715,21.3,78.7
E00183718,23.7,76.3
E00183719,27.3,72.7
E00183762,11.3,88.7
E00183765,24.1,75.9
E00183766,25.3,74.7
E00183768,25,75
E00183777,24.1,75.9
E00183845,25.1,74.9
E00183857,27.5,72.5
E00183901,31.9,68.1
E00183911,24.9,75.1
E00183962,25.5,74.5
E00183999,25.4,74.6
E00184004,35,65
E00184005,33.3,66.7
E00184033,21.6,78.4
E00184040,23,77
E00184058,21.8,78.2
E00184070,13.8,86.2
E00184073,16.8,83.2
E00184076,20.5,79.5
E00184081,19,81
E00185680,33.3,66.7
E00185730,34.5,65.5
E00185735,34.1,65.9
E00185774,32.4,67.6
E00185795,37.2,62.8
E00185801,27.2,72.8
E00185809,23.8,76.2
E00185828,34.1,65.9
